sample_id	TNFRSF14	LDL-receptor	ITGB2	IL-17RA	TNF-R2	MMP-9	EPHB4	IL2-RA	OPG	ALCAM	TFF3	SELP	CSTB	MCP-1	CD163	Gal-3	GRN	MEPE	BLM-hydrolase	PLC	LTBR	Notch-3	TIMP4	CNTN1	CDH5	TLT-2	FABP4	TFPI	PAI	CCL24	TR	TNFRSF10C	GDF-15	SELE	AZU1	DLK-1	SPON1	MPO	CXCL16	IL-6RA	RETN	IGFBP-1	CHIT1	TR-AP	CCL22	PSP-D	PI3	Ep-CAM	AP-N	AXL	IL-1RT1	MMP-2	FAS	MB	TNFSF13B	PRTN3	PCSK9	U-PAR	OPN	CTSD	PGLYRP1	CPA1	JAM-A	Gal-4	IL-1RT2	SHPS-1	CCL15	CASP-3	uPA	CPB1	CHI3L1	ST2	t-PA	SCGB3A2	EGFR	IGFBP-7	CD93	IL-18BP	COL1A1	PON3	CTSZ	MMP-3	RARRES2	ICAM-2	KLK6	PDGF-subunit-A	TNF-R1	IGFBP-2	vWF	PECAM-1	NT-pro-BNP	CCL16
s_820	5.635273341	5.596109393	5.112434636	6.398655099	5.765865661	5.398991811	5.337686173	5.038506706	4.951315666	5.202056972	4.565586747	4.940288873	5.468199827	5.051373825	4.817196003	4.910171374	5.214211948	4.522397864	5.149572522	5.1708652	5.535759893	5.425746384	5.578967379	5.024930028	5.862983088	5.737351294	5.703111098	4.785305079	4.996570684	3.949771937	5.122633713	5.165682156	5.009094546	3.798590569	5.753914853	5.89986033	5.404777236	5.172500415	5.312928394	5.540450747	6.019698265	6.907259397	5.11323902	4.725974731	5.664259125	5.302209138	4.755907275	5.317870036	4.680467294	5.574044186	5.212014516	5.091554839	5.158922027	5.034987367	5.08483342	5.757840085	5.387101123	5.191999818	5.673788723	4.880967127	5.233745771	4.815526488	5.539883836	5.351667534	4.821492833	5.66444026	6.087489829	6.436439738	4.80268574	4.561605828	4.731199556	5.100369053	4.934011207	5.363480471	5.016123791	5.216316471	5.505106628	5.357381681	4.904520303	4.591301206	5.186451645	4.812219226	5.342993736	4.851870577	5.304760022	5.679344543	5.553128473	6.757809189	5.105401068	4.888365405	5.034465966	5.305266197
s_1311	5.413999971	4.216674442	5.527555088	5.541463153	5.515316263	5.621221167	5.391070564	5.173029152	4.902696026	5.492077219	4.839820745	5.578120346	5.18069868	5.05105396	5.734963352	5.368812761	5.465333882	5.170988769	5.585930611	5.427295668	5.487538539	5.379431215	5.218780582	5.095345961	5.566809687	6.04007834	5.227882219	5.089429842	5.043456962	4.294194573	5.54138622	6.114832144	4.697557277	5.516347862	5.883148162	5.488727337	5.396485594	5.792935403	5.38915342	5.256851817	5.842701184	5.544001345	6.180904342	5.13702987	4.76110046	5.67700746	5.031606228	5.880735866	5.258896587	5.612595583	5.518462304	5.091808096	5.234326466	4.978528272	5.399860312	5.660568757	4.975695348	5.558801374	4.797606141	5.044328826	5.602387028	5.77346852	5.810874155	5.75396298	5.256697001	5.604051209	4.843606106	6.305996634	5.383767621	5.478797195	5.78517427	5.261765755	4.97596079	5.375061679	5.461276174	5.361203976	5.447726837	5.533087421	5.215425069	5.32585112	5.540469486	5.330813815	5.196076253	5.926043002	5.088660338	5.54582669	5.365586939	5.364199956	5.442500998	5.667903258	5.073415966	4.852926733
s_1256	5.547400227	4.499897343	5.667858108	4.451892794	5.649382343	5.149541023	5.530730697	5.304111586	5.40010259	5.6528913	5.326612898	5.504590291	5.719291354	5.374194946	5.006509169	5.713749959	5.391596842	5.415795773	5.205258999	5.688845077	5.634524135	5.744637927	5.630662012	5.561327317	6.57270052	5.371659006	5.44867242	4.917620249	4.04855752	4.395698705	5.0777932	5.040816021	5.525848565	5.433291564	5.057547442	5.902585686	5.60097846	5.634101429	5.854322104	5.206084471	4.854691331	6.081397738	0	5.224205729	4.690462757	5.159673854	5.614940425	5.751811374	5.733157398	5.27627605	5.69151392	5.515566658	5.415635077	5.59945426	5.670237971	5.297328542	5.203400271	5.841068108	5.051098727	5.189159758	5.160834356	5.752926332	5.849693566	5.508567641	5.263063095	5.479108035	5.368015387	5.478768529	5.878676086	5.590545737	6.060812763	5.777531483	6.127087144	8.382184193	5.628625813	5.810545904	5.788043795	5.593184639	5.335365223	6.173284199	5.403893837	5.477015759	5.095207139	5.968791718	6.046854619	4.463401591	5.757727137	5.970376772	5.351745718	5.742931119	5.877125966	5.203106458
s_1209	5.918627326	5.449508028	5.516673165	5.335524652	5.790378939	5.431490788	5.851614483	6.162878023	5.833589851	5.736735735	5.702839634	6.74930835	5.911117366	5.851911308	5.457392006	6.191524485	5.977205446	5.961962187	5.739805485	6.000024686	5.979880808	5.955730002	6.60269682	6.146538204	5.212254837	5.666416924	6.254112488	5.853995599	6.30973364	5.644335411	5.345865631	5.835711792	5.817551283	6.051871652	5.367075441	5.508500871	6.019466504	5.58825091	6.03900581	6.094456686	5.380348507	7.114199254	6.047137824	5.949292784	4.761822245	5.873381456	5.878810826	5.514644097	6.065352744	5.919748591	5.724395915	6.131475211	6.06577086	6.065805093	5.764858426	5.420993768	5.569825809	5.813767853	6.054245132	5.81734041	5.522834774	5.844398454	6.56711485	6.434528882	5.668163961	6.110496676	6.036490698	7.720532636	6.097236373	5.904097595	6.338999381	5.93755121	5.685639938	6.813536053	5.864943784	6.283230593	5.742280674	5.914661033	6.284165518	6.39814031	5.899394863	5.599357392	5.51367284	6.242050619	5.788727041	7.438849423	5.750783956	6.764301586	3.186637664	5.895301066	6.859565966	5.708090806
s_1094	5.942547903	5.739346241	6.35512545	5.367467109	5.937624779	5.870041264	5.45640562	5.842229156	5.566746073	5.816142627	5.452270495	5.753864009	5.751784973	5.711027606	6.142868237	6.000865577	5.812774044	4.973436458	5.745254666	5.89717039	5.761816246	5.835692911	5.952891427	5.875568417	6.585722015	5.953527688	5.636046332	5.829560564	6.346464695	6.45963262	5.943818016	5.872039414	6.00790582	5.229182194	5.50960666	6.38694529	5.754259541	5.631523909	5.898666754	5.346304934	5.428938452	5.632420781	7.53172094	5.7816238	6.754618531	7.302491881	6.421176809	4.880828288	5.605530537	5.67587938	5.881901823	5.955772873	6.032585542	6.200393831	5.465844546	5.989180891	5.764165902	5.706687396	6.051662704	6.052567956	5.593436307	6.277309166	5.76936965	5.899040292	6.163021894	5.639193696	6.683518844	5.955214336	5.581859523	6.050205712	7.026710897	5.851890535	5.569504477	6.161862423	5.804252058	5.983985263	5.849455594	5.835845243	5.412582844	5.636790438	5.902301446	6.508886022	5.701877085	5.850635376	6.150182013	5.542381307	5.842555452	6.137974449	4.800107231	5.563055863	4.546635966	6.410560336
s_508	5.313281096	4.895216348	4.916411193	5.202710375	5.57671539	5.834564728	5.247376712	5.526379449	5.397991149	5.04339836	4.659619907	5.606501815	5.732159194	5.814349322	4.525134557	5.642816634	4.534606338	4.735241312	4.136545631	4.953196469	5.39455085	4.931463763	5.918462935	4.986670193	6.022652651	4.716357887	5.372021703	5.465157576	6.337914241	3.840510346	5.353408307	5.583410643	6.406941451	5.204307929	5.590789414	4.616956047	5.399126854	5.556533876	5.450644912	5.519388801	5.676268908	6.772013504	6.562132973	5.209391773	4.826314406	6.178867489	6.298806247	5.127146636	4.87121691	4.835410864	5.391960667	5.011845287	5.331667476	4.931058862	5.235349703	5.68866085	5.685210483	5.808078953	4.969410788	5.0746253	5.317364512	4.382538194	5.357772815	5.778177732	5.076536471	5.240978485	5.166870961	4.899230672	4.98227822	4.131379342	5.977565484	6.302742134	5.211388534	7.035151753	4.932065362	5.497132611	5.120096287	5.171337886	4.472388293	4.98251286	5.32272918	6.214443504	5.747629791	5.273197074	5.27536923	6.23553674	5.585807833	6.940680565	7.258076819	5.356597949	6.594105966	5.543256092
s_409	5.288472762	6.05569009	5.497393777	4.943623799	5.214516846	5.363327256	5.047749217	4.712624898	5.337931997	5.468672857	4.929699811	5.251159742	5.353227038	5.411480095	5.70022234	5.545037219	5.269237748	4.242724755	5.268246159	5.171107654	5.524147234	5.266200991	5.568515636	5.546621533	5.445059495	5.352865268	6.203308852	5.894209421	5.769409906	5.217462477	5.426452488	5.201297429	5.56442036	5.552961198	5.568344874	5.850666661	5.260280278	5.452171383	5.533843819	5.993168755	6.072889657	4.606827421	4.592067208	5.643615743	4.520696228	5.466890454	5.108734852	7.131897143	4.99398453	5.327051885	5.262378863	4.971812814	5.577488478	4.849367508	5.201440053	5.235552619	4.880697572	5.315994021	4.912960323	5.271708213	4.81502372	5.851216345	5.355063379	5.669232444	5.221712398	5.328064281	4.854009443	5.376233361	5.353496254	5.631158852	5.497461338	4.681729185	6.222367133	4.867318158	5.265906576	4.856843649	5.241038424	5.348943797	5.078540365	5.586588243	5.064357256	5.02949467	5.654210245	5.270740177	5.168419909	6.49960148	5.088247224	4.588342522	4.392854874	5.40239623	4.416965966	4.63284267
s_289	5.032158724	4.57202695	5.58592903	3.843377119	4.914223574	5.029594703	4.993389928	4.991236846	5.321734532	5.241074658	4.470812683	5.066886694	4.822330508	4.935518851	5.335518926	5.208250019	4.946213631	4.632655029	5.461659635	4.969467976	4.962834256	5.119189344	5.016851806	5.39310739	6.470557079	5.117811814	3.557818445	5.602877307	3.960120189	4.407477922	5.176669273	4.480664717	4.750626839	5.011335003	4.450442243	5.235520088	5.05365979	5.214370627	5.305635318	5.212781345	4.526568272	5.992604821	3.84647078	5.206402146	4.728498558	5.732757321	4.370442321	5.028135795	5.400301345	5.240172557	5.254591085	5.174902044	5.22034289	4.905857075	5.085127407	4.339726287	5.065209773	4.889225137	5.687876037	5.174842488	4.311036215	5.525200129	5.00575021	5.252343428	5.579962305	4.572849542	5.144784338	5.386136054	5.279167727	5.186716612	5.584206869	5.861526446	6.018141537	5.592781824	5.447740869	5.033513575	5.265828881	4.951888488	5.540464108	5.702963982	5.022954742	4.94735309	5.051537599	5.465034382	4.932275746	4.2272189	5.06709735	5.165008592	6.148936445	5.282553249	3.780555182	4.925502327
s_761	5.272429972	4.263919404	5.364938207	5.495139171	5.240386448	4.368897482	5.034840628	5.372371815	5.322771047	5.279549949	4.697625079	5.010775263	4.909953502	4.578048777	4.479909987	5.271462995	4.943371354	4.847092976	5.58218919	4.992307188	5.247992184	5.22069822	5.652577562	5.175739444	6.081537935	5.178460329	4.760202	5.207063753	4.566068715	4.266926051	5.22796495	4.920888608	4.927209925	5.207148221	4.937814411	4.856333506	4.791199613	4.940102584	5.155031609	4.979740735	5.060603363	6.337405748	5.587410911	4.770523943	5.365334096	4.340170203	4.851051413	6.053985174	4.88336	4.974286431	5.127209531	5.143846683	5.287157438	4.875087213	5.099644853	4.813020746	5.235231815	4.82680933	4.715430317	4.882163533	5.072201973	4.974155933	5.333010759	4.856879607	5.425262788	4.988770484	4.881605667	6.210616154	4.744958086	5.068134652	5.175138173	5.114634703	5.074756859	5.016600717	5.277866357	5.299705692	5.329084343	5.294007758	4.680111427	5.77704284	5.191711007	5.029201406	5.260321684	5.603289934	5.260330171	5.347155198	5.147438085	5.56491027	5.125901917	5.09932909	4.124485966	4.951114847
s_1112	5.270479973	5.546666006	5.198979869	4.852890866	5.272831044	4.557210192	4.979717132	4.623676156	5.273368567	5.377407884	4.864051796	5.22006943	5.305558207	5.08198447	5.057111786	5.452397113	5.249866129	3.8217704	4.827816832	5.288375986	5.586529075	5.395550297	5.677891794	5.238157406	6.709572111	5.414979361	5.8426512	5.528812152	5.399616709	5.666252246	5.35391209	4.677016667	5.433516277	4.648477756	4.959356651	5.973043771	5.428976376	5.224881469	5.372109731	5.176543681	4.511416108	5.366992455	6.566785986	4.813603194	4.126314915	5.035067178	4.556810805	5.802461638	5.092425418	5.128914837	5.263139618	5.20905294	5.434833895	5.46585068	4.983985021	4.894620773	5.335697805	4.68326433	4.407236282	4.807911694	4.706872312	6.057013911	5.105550132	5.5508501	5.276385717	5.237847851	4.829458742	5.763955964	5.133942948	5.455744904	5.036074018	4.389878344	4.76178254	4.626914647	5.004982991	5.218619483	5.385375373	5.16297568	4.8521368	5.466758471	5.192288556	4.557340329	5.429195969	5.278516513	5.148819311	5.7473693	5.274171228	6.023024046	4.864468133	5.183782172	5.215985966	4.344298803
s_790	4.946175016	4.548687384	5.091158896	4.604595717	4.98599224	5.248823342	4.800084397	4.529128818	4.568970581	5.030275912	4.279158167	4.468896362	5.033276922	4.525977798	5.359550574	4.891819169	4.778209707	4.482954661	4.905841442	4.958182482	5.422761356	5.256064797	4.545710475	4.911972762	5.547544344	5.402277741	5.898041643	4.303875391	5.060240256	4.660529663	5.407287946	5.724924805	4.655876854	5.826587965	5.072760406	5.02589064	4.859804518	5.404452389	4.857146821	5.109950266	4.93481681	4.248678091	5.022916621	4.220222464	4.258597235	3.965243408	4.809554564	4.614314644	5.496568123	5.192958818	4.827294936	4.691205033	4.498888198	4.65084249	4.992184904	5.043352112	4.558386579	4.919428245	5.062805056	4.630333514	5.003958474	4.013310858	4.70221755	5.049442448	4.93775411	5.224303322	4.528672699	4.057241898	4.578391583	4.393729638	4.412030176	4.309685655	3.998511101	4.09976574	4.950443654	4.527816875	4.812325408	4.845208601	4.909595464	4.226474038	4.697313723	4.00369006	4.992170559	5.439950631	4.768723316	4.272210176	5.14192135	4.455688245	3.925489684	4.971028223	3.924885966	4.572999075
s_73	4.41728402	4.848741628	4.923535178	4.298360978	4.527810223	4.704341146	4.474370907	4.369686704	4.366151612	4.386104145	3.997998836	5.051018131	4.458575529	4.553807085	5.174806443	4.588068338	4.485622878	4.567042725	4.598106425	4.535108759	4.693196347	4.3451937	4.465754029	4.58894054	5.152181328	4.508853867	4.188555683	4.432283644	4.916926284	3.965044177	5.159853915	4.023879526	4.048315866	5.144453377	5.063375999	4.639863165	4.710661033	4.987582503	4.284024134	4.375646356	4.585688182	4.821335881	4.968854004	4.66179437	3.955301027	4.041353032	5.172674506	4.351582115	4.835224555	4.868038719	4.571173625	4.138160841	4.492114233	5.135773318	4.392198444	5.047952243	4.349559148	4.412043557	4.356771432	4.505266322	5.438867563	4.664735108	4.520853525	4.93634151	4.761952198	4.69479779	5.340886615	4.915731592	4.785019785	4.536138541	4.905774411	5.728105678	4.297194565	4.333122116	4.71985096	4.368809474	4.360730522	4.502780403	4.671320656	5.149164236	4.749172739	4.581433999	4.555286721	5.102848398	4.488657792	4.754864967	4.531459697	4.637892948	4.321365184	4.685144198	4.128705966	4.798508202
s_708	5.742805281	5.390546181	5.965001572	6.323074011	5.95248973	5.239268868	5.368913608	5.726436688	5.42444262	5.658828414	5.355264784	5.111016198	5.617093637	5.358615383	5.91222051	5.732254964	5.51883153	5.142174231	5.936952677	5.728817758	5.5543356	6.387185944	4.950035459	6.020396687	6.701532432	6.217446745	4.836642885	5.283634196	4.976844925	5.521134404	5.764783748	5.760840439	4.897756627	4.944342061	5.834982456	4.57342413	5.435272018	5.922354643	5.414464552	5.536591903	5.559966549	6.146095901	5.809528747	5.617697911	5.03529289	5.145354316	5.456427673	4.903746074	5.74791078	6.167312524	5.915895749	5.815888681	5.277579714	5.715087384	5.859290238	5.795465575	5.279908732	5.762110725	5.406283078	5.106878128	5.378335114	4.568781237	5.412137184	6.027291156	5.280420922	6.0072224	6.338236528	5.06866914	5.838559317	4.851228339	5.259925852	5.12846214	5.277067352	5.49889076	5.543916139	5.726779998	5.82386057	5.747632901	5.720414984	5.920661739	5.354947099	4.927533128	5.311988392	5.908515152	5.550381635	5.713708536	5.706168448	5.981070423	5.052545329	5.346776803	6.061925966	5.017180095
s_1421	5.037140893	5.027700774	5.30545874	5.457895918	5.141508571	5.903426161	5.347122828	5.109121864	4.883770167	5.078587029	4.670562438	5.267699624	5.265554866	5.037091233	5.56503266	5.237447574	5.395257385	6.058150364	4.975039165	5.30277349	5.501680601	5.142225892	5.5477474	5.015140421	4.652247357	5.117460989	5.563060843	4.677035369	5.106565931	6.475535099	5.626348064	5.843351811	5.004605448	6.01584332	5.350322787	4.396950237	5.312217821	5.462787226	5.297705059	5.384592909	5.474462226	4.64339067	4.028027011	4.93055413	4.656750304	4.970200795	5.123150023	4.739766331	4.862033293	4.914159186	5.140277466	5.594284873	4.650427335	4.914119815	5.601046454	5.350641447	6.240894033	5.411037074	5.394022488	4.883770987	5.652032171	5.222998069	5.101680077	4.864581188	5.13048168	5.274849475	4.678597608	5.097917877	5.294082107	4.747817912	4.247009658	5.394706227	4.464285399	5.301887391	5.177493617	5.212904205	4.961327272	5.096038871	4.858982941	5.670648981	5.38912579	4.824554929	5.305788587	5.275163914	5.100357459	5.625243287	5.0346301	4.680259479	5.278721011	5.370122715	5.302945966	4.805469097
s_1016	5.302498439	4.858052445	5.35546482	5.597325263	5.217156847	4.354284165	5.247976396	4.639610788	5.214800866	5.797791224	4.441543293	5.787626418	5.182118547	5.363823075	5.721694167	5.473364942	5.420476121	6.029960303	5.330615203	5.183685404	5.469511945	5.558546515	4.972967063	5.512212761	4.289865304	5.521513309	5.400367755	5.12160259	5.123689107	4.950070841	4.294527662	4.103356134	5.561999218	5.527192794	4.652093774	5.236530308	5.68172903	4.825762586	5.245620981	4.38863506	4.218426447	6.711220843	7.217681946	5.091331902	4.947358382	5.624583217	4.88647879	5.382217791	6.910254775	5.324250553	5.189596583	5.929538164	5.119257215	4.806954453	5.260733039	4.753356529	5.200189283	5.380641255	5.731225949	5.124081716	4.43131798	5.529205818	6.100685851	5.64263704	5.624296301	5.499123861	5.065979001	5.685275741	5.941088471	5.751629101	5.277472919	5.696527602	5.106961801	5.693857369	5.118533097	5.493898638	5.142006519	5.349845786	5.22788289	5.815160846	4.863878181	4.91151471	4.91066637	5.421842903	5.099489409	5.668310319	5.290773642	6.25634189	4.683824193	5.446196049	6.725855966	5.34467155
s_958	5.099215965	6.015391013	5.791840369	5.665877776	5.12130658	5.576926562	4.862444126	5.217271057	5.404575109	5.272255007	4.788307899	5.043062014	5.572509228	5.224646194	5.551704618	5.479855437	5.284008805	4.250020797	4.882773687	5.398018798	4.991292511	5.186013661	5.492514715	5.224653805	5.845130618	5.046415258	6.088867081	5.10027849	5.198436353	6.125148194	5.335948317	4.474232043	5.434829982	5.425850883	5.191194143	6.217921858	5.126684122	5.130062256	5.43253238	5.433082521	4.845893728	4.952768136	5.448136364	5.058170561	4.831875486	4.412071661	5.054756377	5.370645711	4.953410162	4.940487087	5.073877912	4.967159186	4.980917969	4.889699749	5.224557299	5.318291582	5.631470745	5.16935373	4.816175179	5.413308037	5.026660541	4.756224676	5.064750659	5.392501955	4.757050882	4.805852822	4.75511429	4.897751283	5.213060265	4.214769171	4.080021035	5.160909558	6.51106625	4.502542206	5.055239407	4.98493584	5.373897025	5.276851111	5.342248262	5.649258172	5.176081959	4.471584996	5.296672383	5.375243122	4.196246828	5.955018532	5.079978837	5.643351953	5.705425529	5.223865389	3.780555182	4.158784068
s_240	5.214960366	6.100470931	5.035441779	5.468322074	5.420939649	5.158377366	5.086698958	5.596950517	5.240561785	5.275151404	4.581623712	5.41351242	5.541637898	4.99653356	5.361530798	5.520942093	4.994538957	4.995297539	5.645458099	5.289722406	5.561759254	5.133534134	5.276575872	4.997414867	5.317481596	5.340589135	4.723933517	5.229696371	4.931783127	6.151466365	5.28867321	5.091743482	5.221611185	5.454430604	5.173203133	6.019786439	5.195830522	5.204099155	5.081348268	5.745187795	4.763323714	4.655505077	7.118215381	5.552527538	4.323532976	5.592194619	4.486263831	4.357128774	5.419693239	5.222860839	5.223970277	5.086270281	5.260216102	5.59686234	5.429968675	4.785495865	5.299086448	5.067786875	5.378673529	4.989274535	4.745409863	5.150639634	4.722949506	4.841302953	5.083847512	5.606232032	4.884266115	4.55379756	5.137946502	4.927381004	4.842414293	5.511677662	5.207197032	5.398179656	5.279262235	5.252040888	5.301197665	5.454838518	5.349370957	5.136148759	5.429374296	5.503328332	4.912240415	5.406724854	5.567018289	4.498223595	5.157194764	5.946614674	4.092266172	5.069949201	4.053085966	5.301191901
