project_accession	sample_accession	sample_name	experiment_accession	run_accession	experiment_title	library_name	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	file_type	file_name	file_md5	file2_name	file2_md5	file3_name	file3_md5
CNP0000334	CNS0046881	K0248	CNX0036975	CNR0055054	DNA-seq of human gut	K0248	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0248_RmHost.1.fq.gz	d37b8ef7633fdaa2ac677edbef83960d	K0248_RmHost.2.fq.gz	e408930af701dfe2d762f98825125c5e		
CNP0000334	CNS0046870	K0251	CNX0036976	CNR0055055	DNA-seq of human gut	K0251	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0251_RmHost.1.fq.gz	0e405ec0e2ad0ac4a79894ca6353a59c	K0251_RmHost.2.fq.gz	ea2c016bcb7e9a66c09760634a9f7072		
CNP0000334	CNS0046688	K0252	CNX0036977	CNR0055056	DNA-seq of human gut	K0252	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0252_RmHost.1.fq.gz	3a23272bd5c2ef85e3929af188c32373	K0252_RmHost.2.fq.gz	f253d32f3f233f6ee26d9c62cca65cdc		
CNP0000334	CNS0046739	K0254	CNX0036978	CNR0055057	DNA-seq of human gut	K0254	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0254_RmHost.1.fq.gz	7f6ca0204e5c904fad0cfa65afd78d5c	K0254_RmHost.2.fq.gz	8ea77a1d404cb4b876c03cfdf86b9937		
CNP0000334	CNS0046760	K0257	CNX0036979	CNR0055058	DNA-seq of human gut	K0257	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0257_RmHost.1.fq.gz	b21fe863b25e633ac212ed6e70a0dfd0	K0257_RmHost.2.fq.gz	d19899fb0a6c36fcee3e53b9f7c82d8c		
CNP0000334	CNS0046987	K0258	CNX0036980	CNR0055059	DNA-seq of human gut	K0258	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0258_RmHost.1.fq.gz	a334f35726ff0a068f6070ff5d54eb66	K0258_RmHost.2.fq.gz	16cb018dbf1d0932fd7f17a5b6fe5230		
CNP0000334	CNS0046875	K0262	CNX0036981	CNR0055060	DNA-seq of human gut	K0262	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0262_RmHost.1.fq.gz	3cd37e5ec30af4b75e1abce0abee5fb0	K0262_RmHost.2.fq.gz	82cdc087bd32bb01bd6ba4b78efa67a8		
CNP0000334	CNS0046824	K0266	CNX0036982	CNR0055061	DNA-seq of human gut	K0266	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0266_RmHost.1.fq.gz	e1cb8e8e4eca5749b504be98ea6836a9	K0266_RmHost.2.fq.gz	8926c78e4716184e5a66c90e0d9e6ca3		
CNP0000334	CNS0046690	K0268	CNX0036983	CNR0055062	DNA-seq of human gut	K0268	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0268_RmHost.1.fq.gz	e297a613ef72ab8d0b4da83faaa316d9	K0268_RmHost.2.fq.gz	89a1ab6f5555d08f0d019f15a79d2fcd		
CNP0000334	CNS0046934	K0269	CNX0036984	CNR0055063	DNA-seq of human gut	K0269	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0269_RmHost.1.fq.gz	7ad0b225597e9a8958bb6e73a49f20ed	K0269_RmHost.2.fq.gz	cb60aa43f571ebd5005b4dfac9b57912		
CNP0000334	CNS0046810	K0271	CNX0036985	CNR0055064	DNA-seq of human gut	K0271	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0271_RmHost.1.fq.gz	98527fd4e1fc5348ca76d1dae42b2ad5	K0271_RmHost.2.fq.gz	e4bd2cca94b18cb27961ad9b69c8d070		
CNP0000334	CNS0046872	K0273	CNX0036986	CNR0055065	DNA-seq of human gut	K0273	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0273_RmHost.1.fq.gz	429203580a535cb0c15c4d5208487bbc	K0273_RmHost.2.fq.gz	b930ee0b48edbaaca7102752e3fae458		
CNP0000334	CNS0046709	HC0002	CNX0036987	CNR0055066	DNA-seq of human gut	HC0002	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HC0002_RmHost.1.fq.gz	5c67b80fa390c8580a03f2a339bf202d	HC0002_RmHost.2.fq.gz	40ddec5d048676ed84012f5b85123e6c		
CNP0000334	CNS0046849	HC0003	CNX0036988	CNR0055067	DNA-seq of human gut	HC0003	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HC0003_RmHost.1.fq.gz	d3fa33fa22a55979259a35e2b39b6db7	HC0003_RmHost.2.fq.gz	f9e2674dead99138c63a92d46f8e2f58		
CNP0000334	CNS0046933	HC0004	CNX0036989	CNR0055068	DNA-seq of human gut	HC0004	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HC0004_RmHost.1.fq.gz	5eba267c2ce27af677e8cdda928e5414	HC0004_RmHost.2.fq.gz	eadc5780ece45b1e11508676cd01b781		
CNP0000334	CNS0046745	HC0005	CNX0036990	CNR0055069	DNA-seq of human gut	HC0005	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HC0005_RmHost.1.fq.gz	f1a6a718a322e4744fd76ffdbeddc40c	HC0005_RmHost.2.fq.gz	1e8efb4aa6b0ff4a960d242545689545		
CNP0000334	CNS0047036	HC0006	CNX0036991	CNR0055070	DNA-seq of human gut	HC0006	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HC0006_RmHost.1.fq.gz	688dd52eb37f0928ed4b43222ab6242a	HC0006_RmHost.2.fq.gz	ad1791224450ade562704f8fa7e25f7e		
CNP0000334	CNS0046801	HC0007	CNX0036992	CNR0055071	DNA-seq of human gut	HC0007	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HC0007_RmHost.1.fq.gz	2c393f241c7b42d2e8b4c4ede30c9fd1	HC0007_RmHost.2.fq.gz	3cbe2f6fb04ed61fc105172a35880060		
CNP0000334	CNS0046718	HK0001	CNX0036993	CNR0055072	DNA-seq of human gut	HK0001	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0001_RmHost.1.fq.gz	db548a90c0acde338d45662d38f74717	HK0001_RmHost.2.fq.gz	6f845d5f27f61cafa3c27a8c7032336d		
CNP0000334	CNS0046924	HK0002	CNX0036994	CNR0055073	DNA-seq of human gut	HK0002	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0002_RmHost.1.fq.gz	a9db2b306e3f730460b1903d2cda26e8	HK0002_RmHost.2.fq.gz	b048b746c284ab3b2192c08f346f7d3d		
CNP0000334	CNS0046992	HK0004	CNX0036995	CNR0055074	DNA-seq of human gut	HK0004	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0004_RmHost.1.fq.gz	c7846c189c6d2cd2ed0da64550afbe09	HK0004_RmHost.2.fq.gz	74b8452cb8aa44f7c9754e58fcc7e1d2		
CNP0000334	CNS0046816	HK0005	CNX0036996	CNR0055075	DNA-seq of human gut	HK0005	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0005_RmHost.1.fq.gz	9285edd2aa838c31cb93d5a7234f57ad	HK0005_RmHost.2.fq.gz	6b78b72ba655f2d621922d0700fe167e		
CNP0000334	CNS0046971	HK0006	CNX0036997	CNR0055076	DNA-seq of human gut	HK0006	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0006_RmHost.1.fq.gz	14bab24d367afc9cf64a057498001180	HK0006_RmHost.2.fq.gz	ceab9271463ad18a1fc7ccdb938ba99d		
CNP0000334	CNS0046786	HK0007	CNX0036998	CNR0055077	DNA-seq of human gut	HK0007	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0007_RmHost.1.fq.gz	52586c63822493a355a8fd37d44fc344	HK0007_RmHost.2.fq.gz	c3c1d12b9a72215c177bafb3c71f86f8		
CNP0000334	CNS0047002	HK0008	CNX0036999	CNR0055078	DNA-seq of human gut	HK0008	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0008_RmHost.1.fq.gz	6c12d891c129c393807cd86d787fc722	HK0008_RmHost.2.fq.gz	113996331c30d199277ab2c33b4bbaba		
CNP0000334	CNS0046926	HK0012	CNX0037000	CNR0055079	DNA-seq of human gut	HK0012	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0012_RmHost.1.fq.gz	d43e66d782ccb2dbbc145f4fc109dbc1	HK0012_RmHost.2.fq.gz	32c4e701673bb89ae704475e4f120faf		
CNP0000334	CNS0046733	HK0014	CNX0037001	CNR0055080	DNA-seq of human gut	HK0014	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0014_RmHost.1.fq.gz	e7f7354c90de702b136891b569a8b78d	HK0014_RmHost.2.fq.gz	5d27642e3c8821c587526e9d57126b0f		
CNP0000334	CNS0046701	HK0016	CNX0037002	CNR0055081	DNA-seq of human gut	HK0016	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0016_RmHost.1.fq.gz	1198e0fd7d6012c85ae92f0e3545cd04	HK0016_RmHost.2.fq.gz	96af6a6eabfb32340da194a26285219e		
CNP0000334	CNS0046998	HK0017	CNX0037003	CNR0055082	DNA-seq of human gut	HK0017	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0017_RmHost.1.fq.gz	a82772133cd5c903c789e2cb3b00c46f	HK0017_RmHost.2.fq.gz	758ff3076d74680abea9c4b2a2e2b878		
CNP0000334	CNS0046719	HK0018	CNX0037004	CNR0055083	DNA-seq of human gut	HK0018	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0018_RmHost.1.fq.gz	85fc75f7782736e60c1bea6f0b59d64e	HK0018_RmHost.2.fq.gz	66e51465582c190c407c067907d4de86		
CNP0000334	CNS0047021	HK0019	CNX0037005	CNR0055084	DNA-seq of human gut	HK0019	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0019_RmHost.1.fq.gz	fcc72212d7f730c46127a29e77108550	HK0019_RmHost.2.fq.gz	676a199eecead0e0f07ee9f05a82cf95		
CNP0000334	CNS0046871	HK0020	CNX0037006	CNR0055085	DNA-seq of human gut	HK0020	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0020_RmHost.1.fq.gz	4b32a64e22ab0ff952a4333b00f3a34f	HK0020_RmHost.2.fq.gz	545325508f2a3c8f6ccd08392e28a617		
CNP0000334	CNS0046737	HK0021	CNX0037007	CNR0055086	DNA-seq of human gut	HK0021	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0021_RmHost.1.fq.gz	610465e661c43e1e8b50278460ec614d	HK0021_RmHost.2.fq.gz	75f5433f1ca74c4d5233d78834abe935		
CNP0000334	CNS0046807	HK0023	CNX0037008	CNR0055087	DNA-seq of human gut	HK0023	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0023_RmHost.1.fq.gz	ce48a0ad1505ebc3e10105c369b84de3	HK0023_RmHost.2.fq.gz	1ddfa6dc5d6106550fdeb7aad6a06259		
CNP0000334	CNS0046916	HK0024	CNX0037009	CNR0055088	DNA-seq of human gut	HK0024	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0024_RmHost.1.fq.gz	9d63dd034ad3269900a16d3e9aec6ba4	HK0024_RmHost.2.fq.gz	0549faaec4605efc52048077c1cf0de8		
CNP0000334	CNS0046723	HK0025	CNX0037010	CNR0055089	DNA-seq of human gut	HK0025	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0025_RmHost.1.fq.gz	c02f500bf856c8a593c7c765e6a93728	HK0025_RmHost.2.fq.gz	77d9a5de20a6c33c95271b3995cba1f3		
CNP0000334	CNS0046975	HK0028	CNX0037011	CNR0055090	DNA-seq of human gut	HK0028	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0028_RmHost.1.fq.gz	9299a0a7a1c817248fa8fe3f7b4cf0e9	HK0028_RmHost.2.fq.gz	49568011dee62ae1d625a644cdf03648		
CNP0000334	CNS0046805	HK0029	CNX0037012	CNR0055091	DNA-seq of human gut	HK0029	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0029_RmHost.1.fq.gz	0d1f7cf34fe0d6841f7c3cd991a60f44	HK0029_RmHost.2.fq.gz	36eb2deb1d6eee4c87a75aae56902943		
CNP0000334	CNS0046922	HK0030	CNX0037013	CNR0055092	DNA-seq of human gut	HK0030	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0030_RmHost.1.fq.gz	fbc680de1d3cb4714c4ce2df001c08af	HK0030_RmHost.2.fq.gz	691623dff0f94deb3bc8c19f077b7ff3		
CNP0000334	CNS0046843	HK0031	CNX0037014	CNR0055093	DNA-seq of human gut	HK0031	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0031_RmHost.1.fq.gz	4482ec4ada2e7be7a45779c1724388fc	HK0031_RmHost.2.fq.gz	15e6816d3c42faa26c08bfcf2a419b10		
CNP0000334	CNS0046784	HK0032	CNX0037015	CNR0055094	DNA-seq of human gut	HK0032	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0032_RmHost.1.fq.gz	4b25bb15cbaa3631c0b3cd3b547e7fc6	HK0032_RmHost.2.fq.gz	07c9d5fba0a92c82504db7f1f0d17e24		
CNP0000334	CNS0046731	HK0033	CNX0037016	CNR0055095	DNA-seq of human gut	HK0033	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0033_RmHost.1.fq.gz	94386420f7893c5847f9bb32367506e7	HK0033_RmHost.2.fq.gz	f715603774fe0b321f254a7ace774262		
CNP0000334	CNS0046962	HK0034	CNX0037017	CNR0055096	DNA-seq of human gut	HK0034	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0034_RmHost.1.fq.gz	f0152ee55169478b6c37406f73e6fef7	HK0034_RmHost.2.fq.gz	f6366daa064330e0b5db1900b676dfd4		
CNP0000334	CNS0046946	HK0036	CNX0037018	CNR0055097	DNA-seq of human gut	HK0036	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0036_RmHost.1.fq.gz	a3b228a0bd1f8496727b84f1ba953fa8	HK0036_RmHost.2.fq.gz	4cf92aad7af166b17dd4ca414fdd6772		
CNP0000334	CNS0046966	HK0037	CNX0037019	CNR0055098	DNA-seq of human gut	HK0037	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0037_RmHost.1.fq.gz	9150bf9fecd10a6a643831ef52a93d16	HK0037_RmHost.2.fq.gz	aecc14603590204c4c953724e8a9746b		
CNP0000334	CNS0046847	HK0038	CNX0037020	CNR0055099	DNA-seq of human gut	HK0038	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0038_RmHost.1.fq.gz	dec1fe94245c796a3f341f1c9847523f	HK0038_RmHost.2.fq.gz	ffc02a158fc55edcea457e4e483877f7		
CNP0000334	CNS0046782	HK0040	CNX0037021	CNR0055100	DNA-seq of human gut	HK0040	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0040_RmHost.1.fq.gz	341d7b5187d6afcdb2341e4f0959f021	HK0040_RmHost.2.fq.gz	bc9fabc9ee5421ea70fbaf28212f7520		
CNP0000334	CNS0046746	HK0041	CNX0037022	CNR0055101	DNA-seq of human gut	HK0041	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0041_RmHost.1.fq.gz	6f4a65a3c0611f0292f42a1151817aef	HK0041_RmHost.2.fq.gz	ff00e4cb18ea7b35107f22f22e27b1df		
CNP0000334	CNS0046852	HK0042	CNX0037023	CNR0055102	DNA-seq of human gut	HK0042	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0042_RmHost.1.fq.gz	3edb8c2148783b7e393cf7f16ab66149	HK0042_RmHost.2.fq.gz	5ebf4c8f6fe8f047f7e369456c664c66		
CNP0000334	CNS0046945	HK0043	CNX0037024	CNR0055103	DNA-seq of human gut	HK0043	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0043_RmHost.1.fq.gz	cc6a797f29aa24b5ad2eafc2debb131f	HK0043_RmHost.2.fq.gz	4e8e8bbaa93de442deb786061c17c226		
CNP0000334	CNS0046862	HK0044	CNX0037025	CNR0055104	DNA-seq of human gut	HK0044	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0044_RmHost.1.fq.gz	d63afd2f2dab938513c9709c52cc70cb	HK0044_RmHost.2.fq.gz	fcca60e6ebb26cd6dfeb2623fa71583b		
CNP0000334	CNS0046991	HK0045	CNX0037026	CNR0055105	DNA-seq of human gut	HK0045	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0045_RmHost.1.fq.gz	98cc3b0b1fbdd1025eb0cfbf04660dd3	HK0045_RmHost.2.fq.gz	8d4258327442e2912a20c806282db9f8		
CNP0000334	CNS0046898	HK0046	CNX0037027	CNR0055106	DNA-seq of human gut	HK0046	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0046_RmHost.1.fq.gz	9bcea67c95f1aecf0f05758ab664059c	HK0046_RmHost.2.fq.gz	4bf632e057d5cebd9c484dcbefa35eb6		
CNP0000334	CNS0046864	HK0047	CNX0037028	CNR0055107	DNA-seq of human gut	HK0047	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0047_RmHost.1.fq.gz	1e7ec74bc6c18b28f2842aa5a94bfc8f	HK0047_RmHost.2.fq.gz	1e8641269d8690f087601f3fe3d286a8		
CNP0000334	CNS0046863	HK0048	CNX0037029	CNR0055108	DNA-seq of human gut	HK0048	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0048_RmHost.1.fq.gz	2d9becc165b7d8f07c32f73d024d3c64	HK0048_RmHost.2.fq.gz	44c5395653050eb01aafc708395398ea		
CNP0000334	CNS0047016	HK0049	CNX0037030	CNR0055109	DNA-seq of human gut	HK0049	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0049_RmHost.1.fq.gz	9b55e4ad0b536dacfea71ad9158b682f	HK0049_RmHost.2.fq.gz	edffa57dcfd865e1736a578cb8632f8e		
CNP0000334	CNS0046736	HK0051	CNX0037031	CNR0055110	DNA-seq of human gut	HK0051	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0051_RmHost.1.fq.gz	5d20605e1a2ef9ffd8112a06d12e4bda	HK0051_RmHost.2.fq.gz	5f6f9b7a66e87d3d87d71ac20b525d55		
CNP0000334	CNS0046868	HK0052	CNX0037032	CNR0055111	DNA-seq of human gut	HK0052	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0052_RmHost.1.fq.gz	00bef2568bf244f9267e324b6fb9be93	HK0052_RmHost.2.fq.gz	cef90ed9bd236b3bd667cae94ac5e611		
CNP0000334	CNS0047045	HK0053	CNX0037033	CNR0055112	DNA-seq of human gut	HK0053	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0053_RmHost.1.fq.gz	8929e51b983d0eae93e21f9e738bf638	HK0053_RmHost.2.fq.gz	01a66de42b8528370d7497de4571865e		
CNP0000334	CNS0046912	HK0054	CNX0037034	CNR0055113	DNA-seq of human gut	HK0054	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0054_RmHost.1.fq.gz	b3f4e2d0c22873757c6fef028edcfc3f	HK0054_RmHost.2.fq.gz	0bb84e8e9166b97180c1a42604e49cc4		
CNP0000334	CNS0046959	HK0055	CNX0037035	CNR0055114	DNA-seq of human gut	HK0055	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0055_RmHost.1.fq.gz	7e6526b48f058531d79e1e7f6c86e8ce	HK0055_RmHost.2.fq.gz	f6535c796ec67559da891e090db4b43a		
CNP0000334	CNS0046727	HK0056	CNX0037036	CNR0055115	DNA-seq of human gut	HK0056	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0056_RmHost.1.fq.gz	512b834383d08ea40597220ac120ec92	HK0056_RmHost.2.fq.gz	65d9afa1d739641ea9f957b333fd29bb		
CNP0000334	CNS0046753	HK0059	CNX0037037	CNR0055116	DNA-seq of human gut	HK0059	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0059_RmHost.1.fq.gz	6b890a15c5ee3e4e01d27577db0cba03	HK0059_RmHost.2.fq.gz	dda2591436586e012e9a3744115c3531		
CNP0000334	CNS0046854	HK0060	CNX0037038	CNR0055117	DNA-seq of human gut	HK0060	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0060_RmHost.1.fq.gz	52d24c32bbdecc52dcf4f207b796cdf5	HK0060_RmHost.2.fq.gz	e6ee75fd5c6d7168d0753af039fc371b		
CNP0000334	CNS0046738	HK0061	CNX0037039	CNR0055118	DNA-seq of human gut	HK0061	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0061_RmHost.1.fq.gz	2f60387dc1b4c8329be1eeac136a7d98	HK0061_RmHost.2.fq.gz	40739814b25df090b311639dfab970b6		
CNP0000334	CNS0047007	HK0062	CNX0037040	CNR0055119	DNA-seq of human gut	HK0062	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0062_RmHost.1.fq.gz	c3c0b74165e77fc8a4cb27340d8c5ae2	HK0062_RmHost.2.fq.gz	d053971ca0b7ed58300e9b4a5dbe591b		
CNP0000334	CNS0046734	HK0063	CNX0037041	CNR0055120	DNA-seq of human gut	HK0063	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0063_RmHost.1.fq.gz	c2e487380a5d11dc19c61f37dd097860	HK0063_RmHost.2.fq.gz	228a37021c2200fe70f03f74df5e7e9f		
CNP0000334	CNS0046981	HK0065	CNX0037042	CNR0055121	DNA-seq of human gut	HK0065	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0065_RmHost.1.fq.gz	391dfad19aaf05940c8881f2066c7231	HK0065_RmHost.2.fq.gz	4ed5d982b396d50bf1aa3ba71671a816		
CNP0000334	CNS0046961	HK0066	CNX0037043	CNR0055122	DNA-seq of human gut	HK0066	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0066_RmHost.1.fq.gz	c633f7d5cac1c6e0022a40af450bd631	HK0066_RmHost.2.fq.gz	cc15463c17609aa89bbaa56d18e7ddff		
CNP0000334	CNS0046697	HK0067	CNX0037044	CNR0055123	DNA-seq of human gut	HK0067	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0067_RmHost.1.fq.gz	7f326794a0a9c3fe6698acad504d9626	HK0067_RmHost.2.fq.gz	13e7b97c5ebaa168b6587fb4c55588bf		
CNP0000334	CNS0046837	HK0069	CNX0037045	CNR0055124	DNA-seq of human gut	HK0069	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0069_RmHost.1.fq.gz	864f8346686eb8107b2e121319356a46	HK0069_RmHost.2.fq.gz	b28c91d6f99c956ddc6eb4a4dbf4f2ed		
CNP0000334	CNS0046996	HK0070	CNX0037046	CNR0055125	DNA-seq of human gut	HK0070	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	HK0070_RmHost.1.fq.gz	7a7a3d217b5136482e4b554e853ff293	HK0070_RmHost.2.fq.gz	1cffdcab4a92849da2bf89d794453d7d		
