project_accession	sample_accession	sample_name	experiment_accession	run_accession	experiment_title	library_name	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	file_type	file_name	file_md5	file2_name	file2_md5	file3_name	file3_md5
CNP0000334	CNS0046963	K0106	CNX0036902	CNR0054981	DNA-seq of human gut	K0106	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0106_RmHost.1.fq.gz	fe9af0493cc85ac79253a63ea89c84c6	K0106_RmHost.2.fq.gz	267d16932592aece80cea2e8bc2ca3c9		
CNP0000334	CNS0046825	K0107	CNX0036903	CNR0054982	DNA-seq of human gut	wHAXPI054940-68	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0107_RmHost.1.fq.gz	81d1caca7b3ac81d3fce45f45192c06e	K0107_RmHost.2.fq.gz	a22ae153e3996f03545fb8cd9ba90819		
CNP0000334	CNS0046830	K0108	CNX0036904	CNR0054983	DNA-seq of human gut	K0108	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0108_RmHost.1.fq.gz	1b070bdc8476a818036db85bb1d28b62	K0108_RmHost.2.fq.gz	73d7f90db86bffe1774c6ca02f358e8d		
CNP0000334	CNS0046883	K0109	CNX0036905	CNR0054984	DNA-seq of human gut	K0109	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0109_RmHost.1.fq.gz	da87669280a562f490f41555b7c83fb5	K0109_RmHost.2.fq.gz	c155b7e66992d6cd1371ade7d18a1212		
CNP0000334	CNS0046879	K0113	CNX0036906	CNR0054985	DNA-seq of human gut	K0113	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0113_RmHost.1.fq.gz	d93c3012dbcc04e29aa2b2e22809e451	K0113_RmHost.2.fq.gz	c9963d646e1e7268b65471d4ce14beaa		
CNP0000334	CNS0047042	K0114	CNX0036907	CNR0054986	DNA-seq of human gut	wHAXPI054934-50	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0114_RmHost.1.fq.gz	5790da7960a4906176de27c5ab0b572c	K0114_RmHost.2.fq.gz	b6d49b771a075a4ec72275f5a0b26c31		
CNP0000334	CNS0046892	K0115	CNX0036908	CNR0054987	DNA-seq of human gut	K0115	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0115_RmHost.1.fq.gz	22e0252b0261b3e38cc8870e2629478b	K0115_RmHost.2.fq.gz	216a3474b476b219ccaea1d9204e77d6		
CNP0000334	CNS0046936	K0117	CNX0036909	CNR0054988	DNA-seq of human gut	K0117	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0117_RmHost.1.fq.gz	35cae99fcf7fef7d625c1a2d9b4051a3	K0117_RmHost.2.fq.gz	4ef3228a452e01534815ccd75fe9c196		
CNP0000334	CNS0046853	K0118	CNX0036910	CNR0054989	DNA-seq of human gut	K0118	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0118_RmHost.1.fq.gz	7ff695458a96d41f86140ec5d314e250	K0118_RmHost.2.fq.gz	b982da893a707dfed6743364211e0047		
CNP0000334	CNS0046729	K0120	CNX0036911	CNR0054990	DNA-seq of human gut	K0120	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0120_RmHost.1.fq.gz	30861a1f8ebcf1e1420c9cc179381136	K0120_RmHost.2.fq.gz	fce99860cddaeda1a8319ed9a9ceccf3		
CNP0000334	CNS0046978	K0121	CNX0036912	CNR0054991	DNA-seq of human gut	K0121	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0121_RmHost.1.fq.gz	c92e13b8cc3b97762987b2ccf33b6dd0	K0121_RmHost.2.fq.gz	7a7347b3270e8203e9b52d06ecaffdb1		
CNP0000334	CNS0046873	K0122	CNX0036913	CNR0054992	DNA-seq of human gut	K0122	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0122_RmHost.1.fq.gz	5951f71f6494d5cc4184000552265411	K0122_RmHost.2.fq.gz	321c349fca8a7d1b00d9a5475f8e912e		
CNP0000334	CNS0047023	K0124	CNX0036914	CNR0054993	DNA-seq of human gut	K0124	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0124_RmHost.1.fq.gz	fb6912fe53f27be268828eb0cc6ed0d5	K0124_RmHost.2.fq.gz	6550682541c72c8a786725b37cf9ff16		
CNP0000334	CNS0046885	K0125	CNX0036915	CNR0054994	DNA-seq of human gut	wHAXPI054948-82	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0125_RmHost.1.fq.gz	24626a23dc7fd497fafb7d529dd0ed2a	K0125_RmHost.2.fq.gz	d6501fc4c2fbe3c674bf12988fc0ec10		
CNP0000334	CNS0046732	K0126	CNX0036916	CNR0054995	DNA-seq of human gut	wHAXPI054942-71	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0126_RmHost.1.fq.gz	f99575e57619ca4d6de28081157030d0	K0126_RmHost.2.fq.gz	818b7c05a0158ad3d925310e5ec30550		
CNP0000334	CNS0046844	K0127	CNX0036917	CNR0054996	DNA-seq of human gut	K0127	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0127_RmHost.1.fq.gz	0d1b133cca19aa57e1830fe0f2cc9b66	K0127_RmHost.2.fq.gz	b196f70a124aa18181b2bb3764e52450		
CNP0000334	CNS0046700	K0129	CNX0036918	CNR0054997	DNA-seq of human gut	K0129	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0129_RmHost.1.fq.gz	2dc06373efa4bed1fe17b217a050a25c	K0129_RmHost.2.fq.gz	9bdf8806889bc868a4b5db2b03379d36		
CNP0000334	CNS0046819	K0130	CNX0036919	CNR0054998	DNA-seq of human gut	K0130	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0130_RmHost.1.fq.gz	028b670a1f7340176e0e1f2d7a5afc1d	K0130_RmHost.2.fq.gz	47e2252374d8ceafb4bdf2b011a1c80f		
CNP0000334	CNS0046848	K0131	CNX0036920	CNR0054999	DNA-seq of human gut	wHAXPI054928-36	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0131_RmHost.1.fq.gz	8ba8ae33ddd72cd6c5b4cfeedafcda04	K0131_RmHost.2.fq.gz	7ecd508923bf61216d1348daf4062c89		
CNP0000334	CNS0046999	K0137	CNX0036921	CNR0055000	DNA-seq of human gut	K0137	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0137_RmHost.1.fq.gz	23db6d20e78e73e5270bb69e761f2221	K0137_RmHost.2.fq.gz	0e15e3c1c3c2c102110234c5692af1f0		
CNP0000334	CNS0046741	K0138	CNX0036922	CNR0055001	DNA-seq of human gut	K0138	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0138_RmHost.1.fq.gz	a38092338f6e34f8f12b5ca4dcc85977	K0138_RmHost.2.fq.gz	a0dcb540787933801e84aca3e325ced4		
CNP0000334	CNS0046900	K0139	CNX0036923	CNR0055002	DNA-seq of human gut	K0139	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0139_RmHost.1.fq.gz	a6ca5debf7ffe8f24224ff736d1d7a1a	K0139_RmHost.2.fq.gz	6c826fcf0e69487d1ff133041fd8f890		
CNP0000334	CNS0046768	K0147	CNX0036924	CNR0055003	DNA-seq of human gut	K0147	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0147_RmHost.1.fq.gz	29ec6907ae943d520aa726cc5c3ece9e	K0147_RmHost.2.fq.gz	d3692082016f3b5e9d0b5cd8ee1f2ba0		
CNP0000334	CNS0046982	K0148	CNX0036925	CNR0055004	DNA-seq of human gut	wHAXPI054959-97	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0148_RmHost.1.fq.gz	ebfbb8c8a7817e67f42289868cc79c77	K0148_RmHost.2.fq.gz	8fa10db600863f715e69be9daa66d689		
CNP0000334	CNS0046689	K0150	CNX0036926	CNR0055005	DNA-seq of human gut	K0150	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0150_RmHost.1.fq.gz	9e46048ab178ed8b38e0f600bc29c760	K0150_RmHost.2.fq.gz	bb6abac7974a4b03a2c9fe8e0e314b41		
CNP0000334	CNS0046927	K0151	CNX0036927	CNR0055006	DNA-seq of human gut	K0151	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0151_RmHost.1.fq.gz	91cff5fe9226d9494c27c141b7adfb63	K0151_RmHost.2.fq.gz	e43f1e97053c9421ca23ec5e0a1715fb		
CNP0000334	CNS0046940	K0152	CNX0036928	CNR0055007	DNA-seq of human gut	wHAXPI054938-62	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0152_RmHost.1.fq.gz	2c937e4ef742e7ed1618526ef901dcbd	K0152_RmHost.2.fq.gz	cd16aff9b4668e258ceafc90e4568ad9		
CNP0000334	CNS0046744	K0154	CNX0036929	CNR0055008	DNA-seq of human gut	K0154	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0154_RmHost.1.fq.gz	b6bdd18c25ea2d59caa4bbfdbc69bc93	K0154_RmHost.2.fq.gz	1aad0e1ef75b67a977feb866a5ea50b1		
CNP0000334	CNS0046874	K0156	CNX0036930	CNR0055009	DNA-seq of human gut	K0156	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0156_RmHost.1.fq.gz	c159ae18d303b514a128782df95e2bdb	K0156_RmHost.2.fq.gz	243169293a11c9f56787c8b4788922d3		
CNP0000334	CNS0047005	K0158	CNX0036931	CNR0055010	DNA-seq of human gut	K0158	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0158_RmHost.1.fq.gz	061bd4beb7fd52c509ce0c34e47616cf	K0158_RmHost.2.fq.gz	f7bc98eb0562e8c40f92377c5ddd70f1		
CNP0000334	CNS0047030	K0159	CNX0036932	CNR0055011	DNA-seq of human gut	K0159	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0159_RmHost.1.fq.gz	dc97342424dba42598d1c5477267b5a8	K0159_RmHost.2.fq.gz	7bfd790bcb32234106a2cdd1dd9f3c0b		
CNP0000334	CNS0046712	K0160	CNX0036933	CNR0055012	DNA-seq of human gut	K0160	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0160_RmHost.1.fq.gz	b2e26b02558c519ff23856e24a420dc0	K0160_RmHost.2.fq.gz	0cf9e0ae9d839b3be7dd664fe1edb910		
CNP0000334	CNS0046794	K0161	CNX0036934	CNR0055013	DNA-seq of human gut	wHAXPI054929-39	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0161_RmHost.1.fq.gz	b2cacda78257fa327ad169df3ef20ff6	K0161_RmHost.2.fq.gz	ae6499f959c69d9e6ae8e7a1dea964bc		
CNP0000334	CNS0047014	K0162	CNX0036935	CNR0055014	DNA-seq of human gut	K0162	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0162_RmHost.1.fq.gz	460cde6501f042fe370085bd269bbbcc	K0162_RmHost.2.fq.gz	771d635048b5e81ad9fbecc0d4479f76		
CNP0000334	CNS0046754	K0163	CNX0036936	CNR0055015	DNA-seq of human gut	K0163	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0163_RmHost.1.fq.gz	c8deaee58ae161a5326cb7f33a41228f	K0163_RmHost.2.fq.gz	8d61733fcbce860c733bae8dcc4bb153		
CNP0000334	CNS0046985	K0164	CNX0036937	CNR0055016	DNA-seq of human gut	K0164	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0164_RmHost.1.fq.gz	876310705598b8998d5945ea90db62bf	K0164_RmHost.2.fq.gz	f10974223eaac67f5ea199056da17e53		
CNP0000334	CNS0046832	K0169	CNX0036938	CNR0055017	DNA-seq of human gut	K0169	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0169_RmHost.1.fq.gz	7a0fb0bc77af660e67518541d79f5679	K0169_RmHost.2.fq.gz	3ae901f6319d37db764eccaa32cd08de		
CNP0000334	CNS0046911	K0171	CNX0036939	CNR0055018	DNA-seq of human gut	wHAXPI054927-30	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0171_RmHost.1.fq.gz	99c976a20dea72333ae6147ebe8749f7	K0171_RmHost.2.fq.gz	e8bb44d88d495aef033ced99b84a6850		
CNP0000334	CNS0046960	K0173	CNX0036940	CNR0055019	DNA-seq of human gut	K0173	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0173_RmHost.1.fq.gz	2646b3b341024c1bd01b24de20cb8aad	K0173_RmHost.2.fq.gz	305bcb7db2e83f931d1f09a38b483076		
CNP0000334	CNS0046799	K0174	CNX0036941	CNR0055020	DNA-seq of human gut	K0174	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0174_RmHost.1.fq.gz	27d2ae51e02ed82a0b05b40673799b89	K0174_RmHost.2.fq.gz	3ad824a504e566467fe93d7d2b92a7b8		
CNP0000334	CNS0046834	K0176	CNX0036942	CNR0055021	DNA-seq of human gut	K0176	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0176_RmHost.1.fq.gz	05feb0702273911eb939546d194f57c7	K0176_RmHost.2.fq.gz	ae2e3e1bba2de417796bf1c7af51a7e1		
CNP0000334	CNS0046806	K0177	CNX0036943	CNR0055022	DNA-seq of human gut	wHAXPI054941-70	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0177_RmHost.1.fq.gz	7a625252405a0943a447349ac4897afb	K0177_RmHost.2.fq.gz	e17b34197e60326a0c058ec7bbb3cba3		
CNP0000334	CNS0046865	K0179	CNX0036944	CNR0055023	DNA-seq of human gut	K0179	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0179_RmHost.1.fq.gz	6158f77e9075254762fa8bb84ba06a42	K0179_RmHost.2.fq.gz	cb87c9756783dc4369091c98c078a2ca		
CNP0000334	CNS0046696	K0181	CNX0036945	CNR0055024	DNA-seq of human gut	K0181	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0181_RmHost.1.fq.gz	88bec0078f9eed3843e139921c060f04	K0181_RmHost.2.fq.gz	285b1bd4714d8c470208e87b55bb9789		
CNP0000334	CNS0046714	K0182	CNX0036946	CNR0055025	DNA-seq of human gut	wHAXPI054922-19	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0182_RmHost.1.fq.gz	fea3d8cd0138e3fd4592ec4bdc590822	K0182_RmHost.2.fq.gz	d1c8d1305aeeae332fa319a48d48f918		
CNP0000334	CNS0046857	K0185	CNX0036947	CNR0055026	DNA-seq of human gut	K0185	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0185_RmHost.1.fq.gz	2234d14252c1aca36f1f02e96e494f58	K0185_RmHost.2.fq.gz	0155e795604e935744c294bcd53f1c75		
CNP0000334	CNS0047000	K0186	CNX0036948	CNR0055027	DNA-seq of human gut	K0186	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0186_RmHost.1.fq.gz	0af7f58732b8084c76c6b4ca42a94c1e	K0186_RmHost.2.fq.gz	497ed9dc09ba941d2baa646b3b2f8a43		
CNP0000334	CNS0046931	K0187	CNX0036949	CNR0055028	DNA-seq of human gut	K0187	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0187_RmHost.1.fq.gz	ca94c390d95c2d20f3271bae03183790	K0187_RmHost.2.fq.gz	069c4a6acb608e22504c54c9fe4bf265		
CNP0000334	CNS0046953	K0188	CNX0036950	CNR0055029	DNA-seq of human gut	K0188	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0188_RmHost.1.fq.gz	a9465e16a32cfcd517a5a83d16fafe9e	K0188_RmHost.2.fq.gz	464766ad87566c465d5572f04d177639		
CNP0000334	CNS0046693	K0190	CNX0036951	CNR0055030	DNA-seq of human gut	K0190	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0190_RmHost.1.fq.gz	7571a4eeb2b17c83dc27bebbbba40c39	K0190_RmHost.2.fq.gz	90143315cdd2b9944de330565202233b		
CNP0000334	CNS0046704	K0191	CNX0036952	CNR0055031	DNA-seq of human gut	wHAXPI054965-35	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0191_RmHost.1.fq.gz	3f3c1db5fcd46f926ea54cdae0c918e3	K0191_RmHost.2.fq.gz	4c100a87655f1180787ee9e8f3e75b26		
CNP0000334	CNS0046902	K0192	CNX0036953	CNR0055032	DNA-seq of human gut	wHAXPI054937-58	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0192_RmHost.1.fq.gz	9386a8d8d8d1eac902f329f1492bd676	K0192_RmHost.2.fq.gz	adbcb60111b5ee298344c5ed79c8444b		
CNP0000334	CNS0046976	K0193	CNX0036954	CNR0055033	DNA-seq of human gut	K0193	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0193_RmHost.1.fq.gz	4a6fd00c106c1096eb8ca28b61ee019d	K0193_RmHost.2.fq.gz	85f4884fa9e5129db1b667a78e19c7e9		
CNP0000334	CNS0047003	K0194	CNX0036955	CNR0055034	DNA-seq of human gut	K0194	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0194_RmHost.1.fq.gz	255f1156d4a39ac314d829354a9a4998	K0194_RmHost.2.fq.gz	cfc1e4d95ba67a4e7569fc61972a121b		
CNP0000334	CNS0046918	K0197	CNX0036956	CNR0055035	DNA-seq of human gut	K0197	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0197_RmHost.1.fq.gz	b56afd6e276ea358059300553d505ab5	K0197_RmHost.2.fq.gz	816bc3ac47fee04616bb7607e07ca678		
CNP0000334	CNS0047040	K0198	CNX0036957	CNR0055036	DNA-seq of human gut	wHAXPI054930-41	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0198_RmHost.1.fq.gz	7fc1ec6da897c9509e5a1e5a743760ed	K0198_RmHost.2.fq.gz	7453362d6317194cc714dd7d503699e4		
CNP0000334	CNS0046928	K0200	CNX0036958	CNR0055037	DNA-seq of human gut	K0200	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0200_RmHost.1.fq.gz	1fc634b80b1a1140ce965b0616215b02	K0200_RmHost.2.fq.gz	c6a74befa0676096070b2ee5aa001122		
CNP0000334	CNS0046920	K0201	CNX0036959	CNR0055038	DNA-seq of human gut	K0201	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0201_RmHost.1.fq.gz	de7733b2b78d6b82d0a4fec96486cf32	K0201_RmHost.2.fq.gz	490cf60ec8e694b93f88539d32c75497		
CNP0000334	CNS0046851	K0205	CNX0036960	CNR0055039	DNA-seq of human gut	K0205	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0205_RmHost.1.fq.gz	025dee26938c526aec9f873ef0dc0128	K0205_RmHost.2.fq.gz	5ec01053e33d66c161bc2f5746139e85		
CNP0000334	CNS0046762	K0206	CNX0036961	CNR0055040	DNA-seq of human gut	K0206	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0206_RmHost.1.fq.gz	f3aab9f79b1948d023adff92210bc2be	K0206_RmHost.2.fq.gz	71f89d1c5cb6d1ba68f381cf9f00d5c4		
CNP0000334	CNS0046974	K0211	CNX0036962	CNR0055041	DNA-seq of human gut	K0211	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0211_RmHost.1.fq.gz	9a9134a9a79913258d6fb7b4626ccfc8	K0211_RmHost.2.fq.gz	2f949adec8321e5a67ab30ec2e2afae7		
CNP0000334	CNS0046829	K0215	CNX0036963	CNR0055042	DNA-seq of human gut	K0215	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0215_RmHost.1.fq.gz	f3a88bad8a03bd9f1a1d3a3a87e9773c	K0215_RmHost.2.fq.gz	d71a20096eda283f4ad492e317f8b92a		
CNP0000334	CNS0046913	K0216	CNX0036964	CNR0055043	DNA-seq of human gut	K0216	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0216_RmHost.1.fq.gz	34e245c7398a7112a151c7d24750c546	K0216_RmHost.2.fq.gz	5cf15724ad72a64571c5efa58e782779		
CNP0000334	CNS0046740	K0219	CNX0036965	CNR0055044	DNA-seq of human gut	K0219	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0219_RmHost.1.fq.gz	8b2d28059818a892ff247e1aa360a600	K0219_RmHost.2.fq.gz	5397a1ba72e948e3eb60aee80a46fb37		
CNP0000334	CNS0046788	K0220	CNX0036966	CNR0055045	DNA-seq of human gut	K0220	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0220_RmHost.1.fq.gz	7787deb80a5bf91efd4273b51a17b719	K0220_RmHost.2.fq.gz	7e95bd8fae1355af48fd1f877ad9f442		
CNP0000334	CNS0046795	K0221	CNX0036967	CNR0055046	DNA-seq of human gut	K0221	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0221_RmHost.1.fq.gz	557cf1fbd089eaf6c9dc7e5befa21a82	K0221_RmHost.2.fq.gz	9b0a0e361ba426bd1f03867b175abdea		
CNP0000334	CNS0047041	K0225	CNX0036968	CNR0055047	DNA-seq of human gut	K0225	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0225_RmHost.1.fq.gz	85679bee44aaf96e0395b85f71da6062	K0225_RmHost.2.fq.gz	ea0b730d64add7647ef5c2f4200c896d		
CNP0000334	CNS0047019	K0226	CNX0036969	CNR0055048	DNA-seq of human gut	K0226	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0226_RmHost.1.fq.gz	dafb09049a34123562a94f044011722f	K0226_RmHost.2.fq.gz	50f415db25ada442b5b8e923436f06a7		
CNP0000334	CNS0046717	K0229	CNX0036970	CNR0055049	DNA-seq of human gut	K0229	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0229_RmHost.1.fq.gz	e2ccaf3b9832d7a0cd6f8b72180051aa	K0229_RmHost.2.fq.gz	d768d8f96bbceb361fc505d84a9cf3c8		
CNP0000334	CNS0046836	K0241	CNX0036971	CNR0055050	DNA-seq of human gut	K0241	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0241_RmHost.1.fq.gz	17668597f4982f6c6b96f3321b0ed4a6	K0241_RmHost.2.fq.gz	7035db841753b83ac286752ac22474af		
CNP0000334	CNS0046763	K0243	CNX0036972	CNR0055051	DNA-seq of human gut	K0243	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0243_RmHost.1.fq.gz	62ed8bf4644c8bdfb72a5d396ef023d4	K0243_RmHost.2.fq.gz	fc67a3dcf981d102c54a1f1469203cea		
CNP0000334	CNS0046755	K0246	CNX0036973	CNR0055052	DNA-seq of human gut	K0246	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0246_RmHost.1.fq.gz	342f570cebbe952c10b7b411f8a2f663	K0246_RmHost.2.fq.gz	53bb76e970b554ad295a95d74aac942b		
CNP0000334	CNS0046840	K0247	CNX0036974	CNR0055053	DNA-seq of human gut	K0247	WGS	METAGENOMIC	RANDOM	paired	ILLUMINA	Illumina HiSeq 2000	Paired-end DNA Sequencing	fastq	K0247_RmHost.1.fq.gz	07011ebd1ccca97b879bb66fa9565fa3	K0247_RmHost.2.fq.gz	3cde0d6b69c4e417ad4009e963572fbf		
