"sample","(+)-catechin","(-)-Epicatechin gallate","(-)-Epigallocatechin gallate","(-)-Lyoniresinol 9'-O-glucoside","(2R,3S)-trans-epsilon-viniferin","(2R,3S,4S,5R,6R)-6-[1,7-bis(4-hydroxyphenyl)heptan-3-yloxy]-5-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)oxane-3,4-diol","(2R,3S,4S,5R,6S)-2-[[(2S,3R,4R)-3,4-Dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol","(2r,3r,4s,5s,6r)-2-[1,7-bis(4-hydroxyphenyl)heptan-3-yloxy]-6-(hydroxymethyl)oxane-3,4,5-triol","1,2,3,4-tetrahydroisoquinoline-5-carboxylic acid","1,7-bis(4-hydroxyphenyl)-5-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyheptan-3-one","1-(3-Hydroxy-3-methyl-pent-4-enyl)-2,5,5,8a-tetramethyl-decahydro-naphthalen-2-ol","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-[2,4-Dihydroxy-6-methoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-2-propen-1-one","11-oxo-alpha-amyrin","1247-97-8","133164-11-1","137038-13-2","1453-93-6","16290-07-6","17353-03-6","19833-12-6","2-(QUINOLIN-3-YL)ACETIC ACID","2-methyl-2-(piperidin-3-yl)propanoic acid","2-methylquinoline-8-carboxylic Acid","3''-O-L-Rhamnopyranosylastragalin","3,5,5-Trimethyl-4-[3-(beta-D-glucopyranosyloxy)butyl]-2-cyclohexene-1-one","3,5,5-Trimethyl-4beta-hydroxy-4-[3-(beta-D-glucopyranosyloxy)-1-butenyl]-2-cyclohexene-1-one","3-(3-methylpiperidin-4-yl)propanoic acid","3-Cyclopropylquinoline-2-carboxylic acid","3-Hydroxy-11-ursen-28,13-olide","3-Methoxynobiletin","3-Rha(1-2)Gal(1-2)GluA-Soyasaponenol B","3-[(2S,4S,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-Dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","35700-51-7","4-methylquinoline-3-carboxylic acid","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one","5-(6-Methyl-6-hydroxyheptyl)furan-2(5H)-one","6-Hydroxyluteolin 7-glucoside","69-53-4","71606-07-0","72036-50-1","8-[3-oxo-2-[(E)-pent-2-enyl]cyclopenten-1-yl]octanoic acid","8-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","89576-29-4","Acanthoside B","Aceroside VIII","Avobenzone","CHEBI:181716","CHEBI:182811","CHEBI:182999","CHEMBL4471702","Camelliaside A","Capsaicin","Cer 18:0;3O/16:0;O","Cer 18:1;2O/16:0","Cer 18:1;2O/16:0;O","Cer 18:1;3O/24:0;O","Cer 20:2;2O/18:1","Cer 20:3;2O/18:2","Cer 34:0;4O","Cer 34:1;2O","Cer 34:1;3O","Cer 38:3;2O","Cer 38:5;2O","Cer 42:1;4O","Corymboside","Cynaroside","DG 12:0/12:0","DG 16:0_18:1","DG 18:0_18:1","DG 18:1_18:2","DG 24:0","DG 34:1","DG 36:1","DG 36:3","DIHYDROACTINIDIOLIDE","Dihydrocapsaicin","Dioctyl phthalate","Genistein 8-C-glucoside","Gossypin","Heraclenol","Hex2Cer 18:1;2O/16:0","HexCer 18:1;2O/16:0;O","HexCer 18:1;2O/29:10","HexCer 18:2;2O/16:0;O","HexCer 18:2;2O/16:1","HexCer 18:2;2O/18:0;O","HexCer 18:2;2O/18:1","HexCer 19:2;2O/18:1","HexCer 19:2;2O/28:9","HexCer 19:3;2O/15:0","HexCer 19:3;2O/17:0","HexCer 34:1;3O","HexCer 34:2;3O","HexCer 34:3;2O","HexCer 36:2;3O","HexCer 36:3;2O","HexCer 37:3;2O","HexCer 47:11;2O","Homodihydrocapsaicin I","Icariside F2","Isomeranzin","Isoquercitrin","Isoxanthohumol(Sophora)","LPC 12:0","LPC 14:0","LPC 16:0","LPC 16:1","LPC 18:1","LPC 18:2","LPC 20:4","LPE 12:0","LPE 13:0","LPE 14:0","LPE 14:1","LPE 15:0","LPE 16:0","LPE 16:1","LPE 17:0","LPE 17:1","LPE 18:0","LPE 18:1","MEGxp0_000125","MEGxp0_000300","MEGxp0_001390","MEGxp0_001411","MGDG 16:0_18:2","MGDG 34:2","MLS000876823","Megastigm-5-en-4-one 9-glucoside","Meloside A","Meranzin","Meranzin hydrate","Myricetin 3-O-galactoside","N-lactoyl-phenylalanine","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCGC00381022-01","NCGC00384577-01","NCGC00384730-01","NCGC00384749-01!2-[[5-(4-hydroxy-3,5-dimethoxyphenyl)-6,7-bis(hydroxymethyl)-1,3-dimethoxy-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","NCGC00384791-01!7-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxychromen-4-one","NONIVAMIDE","Nordihydrocapsaicin","Octocrylene","Oxypeucedanin hydrate","PC 18:1/18:1","PC 18:2/18:2","PC 26:0","PC 28:0","PC 30:0","PC 30:1","PC 31:1","PC 32:1","PC 32:2","PC 34:1","PC 34:2","PC 34:3","PC 34:4","PC 36:1","PC 36:2","PC 36:3","PC 36:4","PC 36:5","PC 36:6","PC O-28:1","PC O-30:1","PC O-31:1","PC O-32:1","PC O-34:2","PC O-34:3","PC O-36:3","PC O-42:2","PE 30:0","PE 31:0","PE 32:1","PE 34:1","Phenylethyl primeveroside","Piperanine","Piperlonguminine","Procyanidin B1","Procyanidin B3","Protopanaxadiol","Quercetin 3-O-robinobioside","Quercimeritrin","Quinolin-8-yl-acetic acid","RUTIN","Rhodiosin","SCHEMBL424527","SM 32:1;2O","SM 33:1;2O","SM 33:1;3O","SM 34:0;3O","SM 34:1;2O","SM 34:1;3O","SPB 13:3;2O","SPB 14:0;2O","SPB 16:0;2O","SPB 16:1;2O","SPB 16:1;3O","SPB 17:1;2O","SPB 17:1;3O","SPB 18:0;2O","SPB 18:0;3O","SPB 18:1;2O","SPB 18:1;3O","SPB 18:2;2O","SPB 18:2;3O","SPB 19:0;2O","SPB 19:1;2O","SPB 19:1;3O","SPB 20:0;2O","SPB 20:1;2O","SPB 20:1;3O","SPB 24:0;2O","SPB 25:0;2O","SPB 26:0;2O","Saponarin","Sayaendoside","Schaftoside","Sinocrassoside C1","Soyasaponin Ba","Soyasaponin I","Sphinganine","TG 14:0_16:0_18:0","TG 16:0_18:1_18:1","TG 48:0","TG 52:2","TRIETHYL CITRATE","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","Trifolin","Vicenin 2","Vicenin 3","Vicenin-1","Visnagin","Xanthohumol","Zucapsaicin","[1-MYRISTOYL-GLYCEROL-3-YL]PHOSPHONYLCHOLINE","berberine","cholic acid","gabapentin","n-vanillyldecanamide","piperine","quercetin 3-O-glucuronide","sphingosine"
"42_41057",137700000,14656000,4955500,0,0,1903800,7835000,0,3254000,0,15414000,148855000,115342000,112655000,0,0,0,0,291360000,118725800,27996000,0,24957000,0,3176000,0,0,1219800000,0,1588000,3463200,3303000,15110000,0,0,1714600,0,0,0,12549000,0,61550000,30870000,61550000,22974000,15444000,437040000,2855700,0,0,2888000,1851800,7328000,0,32622000,0,1002000,587000,1722000,1273000,0,0,1002000,587000,1273000,0,1722000,0,9332000,0,576000,1194000,0,0,576000,1194000,0,11488000,0,0,0,49914000,0,964600,0,964600,1538000,2218000,0,585800,0,964600,2218000,585800,0,1538000,2218000,0,585800,0,964600,28020000,1135800,6186000,4183000,0,2008000,0,26151000,0,7829000,4435000,0,911000,0,58032000,0,0,38375000,28406000,2731000,6889000,10660000,7722000,12352000,0,0,20460000,1207000,1207000,0,203300000,22974000,2062000,2062000,8319000,0,0,0,20460000,0,0,0,5976000,13944000,0,0,1531500,2331000,0,608000,22720000,2031000,0,0,3221000,23963000,939300,1463000,0,6339000,8801500,832400,2331000,0,0,7926000,14750000,0,0,0,0,6171000,0,0,0,12870000,0,20460000,0,14370000,0,0,138887000,0,25098000,0,0,0,0,1589000,1966000,1786000,698300,6194900,2766000,0,0,0,1782000,0,2019000,877100,4069000,11560000,1774000,0,722800,1032000,0,940800,0,5661000,8852000,0,52460000,1644000,0,30632000,20460000,0,0,0,0,20345000,818100,818200,818100,818200,5248000,23292000,9332000,0,0,0,4499000,0,21748000,0,19900000,6636000,6352000,0,18850000,0,20988000
"43_40493",45014800,0,4528000,0,0,13414000,7254000,0,2752000,0,17652000,180680000,86182000,134400000,0,0,0,0,179480000,106589000,16350000,19100000,5685000,0,4572000,0,19100000,1157400000,2082500,2286000,2328000,2883000,65020000,0,0,1185000,0,0,5636000,11562000,4394000,40561600,23637000,40561600,16281000,20240000,269220000,20121000,0,0,3290000,2e+06,0,0,7038000,0,1060000,1153000,1579000,921100,0,0,1060000,1153000,921100,0,1579000,0,5450000,0,778200,830900,0,0,778200,830900,0,9560000,0,0,0,11370000,0,864300,0,864300,1365000,1885000,0,487300,0,864300,1885000,487300,0,1365000,1885000,0,487300,0,864300,20990000,933200,4687800,3854000,0,0,0,31508000,1943000,6909000,1930000,0,627000,0,62727000,0,0,89170000,27372000,0,8490000,9173000,10120000,11727000,0,0,7346000,1038000,1038000,19100000,192900000,16281000,1562600,1562600,1895000,0,0,0,7346000,19100000,0,19100000,0,0,0,0,4921500,2744000,0,0,7211000,2339000,0,0,3039000,24049000,579200,0,0,7063600,8285100,0,2744000,0,0,4370000,3984000,0,0,0,0,7668000,0,0,0,1876000,0,7346000,3871600,21560000,0,0,133228800,0,23124000,0,0,0,0,1033000,1913000,1311000,1176000,6379200,3123000,967300,0,0,1690000,0,852100,745100,2869000,5699000,2867000,0,1341000,0,0,816200,0,4609000,7618000,0,56300000,0,0,21708000,7346000,0,0,0,0,14345000,729500,711300,729500,711300,3562800,12894000,5450000,0,0,0,4890000,0,4692000,0,17750000,3756000,9144000,0,0,0,30749000
"44_41059",134364800,9e+06,6765000,0,8556000,3476000,14797000,0,4802000,0,40164000,93550000,117022000,76470000,0,0,0,0,172560000,163188400,19233000,6410000,9654000,0,2144000,0,6410000,1015980000,0,1072000,6989200,6082000,18410000,0,0,1098600,0,0,0,10953000,0,57113000,46860000,57113000,23016000,24080000,258840000,5214000,0,0,2124000,4193200,4500000,0,7032000,0,1926000,0,1767000,1114000,0,0,1926000,0,1114000,0,1767000,0,6411000,0,765900,583900,0,0,765900,583900,0,6200000,0,0,0,19308000,0,1166000,0,1166000,1928000,1241000,0,608000,0,1166000,1241000,608000,0,1928000,1241000,0,608000,0,1166000,25200000,1616200,4312800,3651000,0,1933000,0,17002000,0,8554000,2071000,0,827900,0,53967000,0,0,21112000,33820000,0,6814000,8814000,12040000,23779000,0,0,8208000,1149000,1149000,6410000,169330000,23016000,1437600,1437600,3218000,0,0,0,8208000,6410000,0,6410000,6234000,14546000,5504000,0,1027000,2748000,0,1155000,10402700,1481000,0,0,2992000,15813000,1503000,0,0,5100000,6389300,774300,2748000,1729000,0,7145000,9097000,0,2838000,0,0,2260000,1248000,0,0,1001000,0,8208000,3852400,25790000,6792800,2911200,134374000,0,21906000,0,0,0,0,3422000,1361000,2273000,501300,4458000,3430000,679000,0,0,1037000,0,2011000,564800,3413000,12610000,1451000,0,1498000,1091000,0,0,0,11780000,3934000,0,45780000,1201000,0,30688000,8208000,0,0,0,0,17065000,935900,735600,935900,735600,5040000,13986000,6411000,0,0,0,4671000,0,4688000,0,22450000,7245000,4288000,0,0,0,16702000
"45_41346",244072000,0,9405000,0,0,3704000,13841000,0,3270000,0,12024000,167785000,102270000,122905000,0,0,0,0,170640000,132976400,14994000,5624000,13623000,0,4464000,0,5624000,1153500000,0,2232000,2007600,6138000,24240000,2572000,0,0,0,0,1091000,10329000,6357000,39104000,24555000,39104000,15513000,15964000,255960000,5556000,979000,0,2986000,2014000,0,0,0,0,2196000,2347000,1852000,1371000,0,0,2196000,2347000,1371000,0,1852000,0,4998000,0,815400,1364000,0,0,815400,1364000,0,11740000,0,0,0,27246000,0,0,0,0,3241000,2691000,0,0,0,0,2691000,0,0,3241000,2691000,0,0,0,0,25260000,1651000,7092000,3443000,0,1939000,0,29069000,0,7180000,4306000,0,734100,0,55679000,0,0,37050000,19645000,34430000,8290500,7578000,7982000,21670000,0,0,16036000,1362000,1362000,5624000,192250000,15513000,2364000,2364000,4541000,0,0,0,16036000,5624000,0,5624000,3441000,8029000,0,0,1559000,2417000,0,712300,13220000,1408000,0,1202000,3495000,19818000,906000,0,0,5471800,8261900,701000,2417000,774200,0,11980000,9007000,0,0,0,1788000,1986000,0,2576000,0,1824000,0,16036000,0,24790000,0,0,165195200,0,20658000,0,0,0,0,1433000,1977000,0,564400,9292000,3067000,1506000,0,0,1500000,0,2049000,898100,3794000,7809000,2257000,0,1098000,1022000,0,0,0,5586000,10760000,6858000,56230000,1890000,0,20684000,16036000,0,0,0,9002000,18970000,920200,865300,920200,865300,8284000,13620000,4998000,0,0,0,5999000,0,0,0,27190000,7050000,8928000,0,0,0,24714000
"46_41369",80340000,0,9720000,0,0,4012000,11416000,0,2512000,0,17376000,144780000,115248000,110200000,0,0,0,0,220160000,110831000,19542000,9180000,11013000,0,3778000,0,9180000,1562400000,0,1889000,2637200,4167000,59660000,0,0,2454000,0,0,816100,10926000,0,70082000,18369000,70082000,28800000,16794000,330240000,6018000,1888200,0,3300000,1803200,0,0,48654000,0,2459000,924500,1673000,1884000,0,0,2459000,924500,1884000,0,1673000,0,6514000,0,829800,1776000,0,0,829800,1776000,0,0,0,0,0,22026000,0,1014000,0,1014000,2898000,2805000,0,701100,0,1014000,2805000,701100,0,2898000,2805000,0,701100,0,1014000,34170000,1786200,6774000,3642000,0,2887000,2702000,25498000,0,9111000,2783000,0,0,0,44205000,0,0,42160000,30790000,0,10068000,7980000,8397000,18209000,0,0,12450000,1475000,1475000,9180000,260400000,28800000,2258000,2258000,3671000,0,0,0,12450000,9180000,0,9180000,4992000,11648000,0,0,2186200,2570000,0,423500,4932000,1736000,0,0,5818000,23164500,806600,0,0,4119300,6693100,1118000,2570000,865800,0,29180000,7188000,0,0,0,0,9877000,897000,0,0,13570000,0,12450000,0,33250000,0,0,173985200,0,21852000,0,0,0,0,1579000,2148000,1446000,782000,15670000,3077000,1095000,0,0,2423000,0,0,1270000,4670000,12570000,1520000,0,1017000,1287000,0,0,0,7250000,11070000,0,58140000,996800,0,38400000,12450000,0,0,0,0,23350000,592200,956700,592200,956700,5188000,16068000,6514000,0,0,0,2514000,0,32436000,21616000,33400000,9681000,7556000,0,0,0,22690000
"47_40497",363348000,22620000,22345000,0,0,6302000,28184000,0,4746000,0,9258000,130755000,100142000,98795000,0,0,0,0,66560000,117314800,12297000,27640000,31290000,0,5396000,0,27640000,1222860000,6655000,2698000,0,7947000,24400000,0,0,0,0,0,2389000,0,10840000,20265000,31950000,20265000,18231000,16260000,99840000,9453000,0,0,3420000,2198000,11310000,0,7818000,0,903200,0,1648000,996500,0,0,903200,0,996500,0,1648000,0,4099000,0,651000,780700,0,0,651000,780700,0,8668000,4388000,0,0,62580000,0,1360000,0,1360000,1300000,788500,0,715200,0,1360000,788500,715200,0,1300000,788500,0,715200,0,1360000,22990000,3776000,17070000,0,0,0,0,22955000,2537000,6879000,1734000,0,3465000,0,52578000,0,0,25576000,25710000,0,7855000,6067000,8130000,44662000,0,0,23720000,1195000,1195000,27640000,203810000,18231000,5690000,5690000,10430000,0,0,0,23720000,27640000,0,27640000,0,0,0,0,522600,2770000,0,1713000,11861000,1025000,0,0,2665000,12871000,717300,0,0,3124200,6177700,668700,2770000,724800,385100,13930000,3631000,0,16970000,0,0,4540000,795300,0,0,7191000,0,23720000,0,18050000,0,0,102909600,0,0,0,0,0,0,1947000,752000,1468000,542000,7505300,4277000,1832000,0,0,1428000,0,3174000,1047000,2159000,6936000,2635000,0,2829000,1800000,1698000,0,0,5270000,7231000,0,33520000,0,0,24308000,23720000,0,0,0,0,10795000,635600,900600,635600,900600,12172000,27426000,4099000,0,0,0,10880000,0,5212000,0,60030000,4383000,10792000,6582000,0,0,29940000
"48_41361",146220000,0,5610000,0,0,2262000,10541000,0,2326000,0,11430000,99697000,91498000,81643000,0,0,0,0,236720000,204768000,18015000,4736000,5523000,0,3680000,0,4736000,1128300000,0,1840000,5108000,2363400,18750000,0,0,0,0,0,0,13869000,0,74476000,26769000,74476000,21735000,8440000,355080000,3393000,0,0,1614000,1514800,0,0,0,0,754100,0,1788000,464700,0,0,754100,0,464700,0,1788000,0,6005000,0,564800,544800,0,0,564800,544800,0,7844000,0,0,0,11046000,0,1299000,0,1299000,1261000,963300,0,675500,0,1299000,963300,675500,0,1261000,963300,0,675500,0,1299000,49680000,1107400,6414000,4623000,0,2410000,0,18134000,0,6361000,2621000,0,684900,0,47407000,0,0,13896000,29844000,0,7293000,8844000,4220000,16960000,0,0,9186000,1168000,1168000,4736000,188050000,21735000,2138000,2138000,1841000,0,0,0,9186000,4736000,0,4736000,6747000,15743000,0,0,445000,2561000,0,0,3235000,1623000,0,0,3049000,14997000,638300,0,0,4126700,4066700,0,2561000,1143000,0,7952000,12690000,0,0,0,0,4018000,732600,0,0,568600,0,9186000,3930000,28320000,0,0,96600400,0,27738000,0,0,0,0,2302000,1099000,2085000,0,5076000,3667000,713800,0,0,1036000,0,0,624000,5390000,18740000,2033000,0,839600,683200,7742000,0,0,5964000,5324000,0,40500000,1528000,0,28980000,9186000,0,0,0,0,26950000,652400,980300,652400,980300,3463600,16146000,6005000,0,0,0,1429000,0,0,0,11800000,4335000,7360000,0,0,0,20006000
"49_40551",40326000,0,10505000,0,0,10728000,15467000,0,4168000,0,10962000,109100000,92610000,86340000,0,0,0,0,101480000,354532000,18834000,27420000,11451000,0,4714000,0,27420000,1094820000,0,2357000,0,3717000,89860000,0,0,670600,0,0,2883000,9936000,4780000,38079000,12147000,38079000,22038000,13668000,152220000,16092000,0,0,2630000,1586600,0,0,0,0,1050000,0,1796000,783300,0,0,1050000,0,783300,0,1796000,0,6278000,0,728200,413600,0,0,728200,413600,0,10544000,0,0,0,22902000,0,1582000,0,1582000,546100,858600,0,769900,0,1582000,858600,769900,0,546100,858600,0,769900,0,1582000,12070000,1837400,8316000,3312000,0,0,0,19544000,2247000,7090000,1370000,0,610600,0,51369000,0,0,87620000,30750000,0,9801000,7446000,6834000,24619000,0,0,20360000,1067000,1067000,27420000,182470000,22038000,2772000,2772000,3817000,0,0,0,20360000,27420000,0,27420000,0,0,0,0,1178400,1869000,0,0,5808000,803800,0,838800,1715000,10074200,574200,0,0,2718000,2196400,0,1869000,0,495000,7351000,2905000,0,606700,0,0,3178000,582400,0,0,347000,0,20360000,0,24250000,0,0,79638400,0,19872000,0,0,0,0,1941000,830500,3422000,488100,4568000,3217400,1374000,0,0,1793000,0,0,783600,2110000,8293000,2612000,0,1033000,0,0,0,0,2940000,8581000,0,24800000,0,0,29384000,20360000,0,0,0,0,10550000,647100,988600,647100,988600,6192000,17526000,6278000,0,0,0,1769000,0,0,0,21390000,2805000,9428000,0,19430000,0,25814000
"50_40499",40434000,0,3396000,0,255270000,7238000,4341800,0,1615600,0,18252000,102215000,68414000,77655000,3513000,0,9196000,0,90320000,2143680000,18879000,4226000,4488000,0,1705400,0,4226000,582060000,0,852700,0,2347800,21790000,0,0,0,0,0,3562000,13512000,0,21785000,10206000,21785000,13407000,7634000,135480000,10857000,0,0,1545200,12938000,0,0,0,0,0,8330000,1621000,894700,0,0,0,8330000,894700,0,1621000,0,6293000,0,863600,498000,0,0,863600,498000,0,7248000,3927200,0,0,8976000,0,2177000,0,2177000,949300,2675000,12420000,834600,0,2177000,2675000,834600,0,949300,2675000,12420000,834600,0,2177000,11230000,613800,6282000,4504000,2342000,0,0,17987000,3034000,5198000,1388000,0,0,0,50675000,0,0,36195000,20914000,0,4389200,6672000,3817000,6857000,0,0,6292000,835300,835300,4226000,97010000,13407000,2094000,2094000,1496000,0,0,0,6292000,4226000,0,4226000,0,0,0,0,3252000,2891000,0,2832000,21206000,1177000,0,0,2954000,29042000,0,0,0,4073000,7386700,0,2891000,0,0,16190000,4983000,0,23830000,0,0,4722000,0,0,0,0,0,6292000,0,11180000,0,0,458008000,0,27024000,0,0,0,0,943700,1566000,1502000,0,9502000,5575000,656700,0,0,1187000,0,0,0,1728000,5105000,2147000,0,0,0,0,616500,12740000,4418000,8133000,0,52820000,0,0,17876000,6292000,0,0,9668000,0,8640000,626300,689700,626300,689700,3244800,10404000,6293000,0,0,0,2107000,0,0,0,10040000,2263200,3410800,5890800,0,0,15029000
"51_41368",31282800,0,2754000,0,0,2140000,5136800,0,1770800,0,3948000,127315000,140048000,94315000,0,0,0,0,197800000,102297400,20547000,0,5751000,0,3536000,0,0,814500000,0,1768000,2077600,1734900,12300000,0,0,0,0,0,548800,16317000,0,48291000,11889000,48291000,10173000,29160000,296700000,3210000,0,0,1490200,1775600,0,0,44850000,0,1655000,604600,1672000,1498000,0,0,1655000,604600,1498000,0,1672000,0,6849000,0,698800,1194000,0,0,698800,1194000,0,9404000,0,0,0,11502000,0,981800,0,981800,1164000,1560000,0,582800,0,981800,1560000,582800,0,1164000,1560000,0,582800,0,981800,26280000,846200,5482700,5439000,0,2427000,0,22163000,0,9486000,1491000,0,0,0,53356000,0,0,30099000,16433000,0,5899000,5050000,14580000,8260200,0,0,4446000,834700,834700,0,135750000,10173000,1990800,2480500,1917000,0,2594000,0,4446000,0,0,0,2405400,5612600,0,0,954700,1077000,0,0,1283000,1253000,0,0,2459000,13168400,533500,0,0,5985200,5016600,0,1077000,1127000,0,3307000,4894000,0,0,0,0,10350000,0,0,0,8491000,0,4446000,4200000,13640000,0,0,89286000,0,32634000,0,0,0,0,618500,1638000,1472000,772900,7661000,3157000,590200,0,0,724900,0,697900,0,3080000,10260000,0,0,626500,0,0,0,0,8576000,9298000,0,46910000,890000,0,13564000,4446000,0,0,0,0,15400000,691100,1210000,691100,1210000,2542000,0,6849000,0,0,0,2813000,0,29900000,0,11930000,6e+06,7072000,0,0,0,0
"52_41063",36571200,0,0,1724000,0,6190000,5115800,0,2514000,0,16092000,129600000,91004000,102540000,65880000,0,0,0,146280000,132078800,16005000,11454000,4245000,0,3044000,0,11454000,800280000,0,1522000,3939600,2120400,51070000,0,0,0,0,0,595600,13704000,0,43422000,18498000,43422000,18684000,11580000,219420000,9285000,0,0,2922000,2098000,0,0,11730000,0,889700,2545000,1742000,880700,0,0,889700,2545000,880700,0,1742000,0,5335000,0,958900,845900,0,0,958900,845900,0,9600000,0,0,0,8490000,0,1139000,0,1139000,1700000,2644000,0,613100,0,1139000,2644000,613100,0,1700000,2644000,0,613100,0,1139000,37650000,888000,4443600,4568000,43920000,1923000,0,23214000,0,6063000,2486000,0,856700,0,56355000,0,0,35410000,33380000,0,6544000,13240000,5790000,8224700,5172000,8620000,4434000,1648000,1648000,11454000,133380000,18684000,1481200,1481200,1415000,0,0,0,4434000,11454000,1724000,11454000,5802000,13538000,0,0,1772000,2549000,0,0,8592000,2038000,1099000,0,3859000,27986500,498100,0,0,5813900,5694300,816900,2549000,0,0,7683000,9768000,0,0,0,0,7012000,0,0,0,1811000,0,4434000,4120000,28660000,0,0,109603600,0,27408000,0,0,0,0,996600,1960000,1544000,592600,6247000,3561000,879200,0,0,1678000,0,0,982200,4408000,10580000,4203000,0,0,717500,0,0,0,4189000,9373000,0,54560000,1681000,12600000,24912000,4434000,0,0,0,0,22040000,574400,1076000,574400,1076000,3263200,12732000,5335000,0,0,0,2080000,0,7820000,0,10450000,4836000,6088000,0,11120000,0,34616000
"53_41066",47546000,0,5075000,0,6021000,2466000,6735000,0,2964000,0,103224000,116006000,56486000,101904000,0,0,0,0,153520000,365426800,16293000,8908000,6489000,0,4092000,0,8908000,1081020000,0,2046000,9601600,9834000,19480000,0,0,0,0,0,0,11322000,0,44579000,14865000,44579000,13068000,4878000,230280000,3699000,0,0,2792000,2714200,0,0,0,0,524900,0,1654000,511500,0,0,524900,0,511500,0,1654000,0,5431000,0,630700,0,0,0,630700,0,0,6164000,8652000,0,0,12978000,0,1546000,0,1546000,2675000,2270000,0,639800,0,1546000,2270000,639800,0,2675000,2270000,0,639800,0,1546000,81920000,1090400,5758200,3774000,0,1270000,0,21791000,0,4537000,3620000,0,1927000,0,35036000,0,0,12931000,62400000,0,14291000,12070000,2439000,10625000,0,0,6378000,1019000,1019000,8908000,180170000,13068000,1919400,1919400,2163000,0,0,0,6378000,8908000,0,8908000,7113000,16597000,15770000,0,1953300,2440000,0,2645000,6809000,3871000,0,0,10160000,23310000,0,0,0,8052000,7027300,0,2440000,3799000,0,10700000,11430000,0,12680000,0,0,4311000,722500,0,0,2764000,0,6378000,7736000,38580000,41335000,17715000,125456000,0,22644000,0,0,0,0,2105000,2633000,1227000,0,11660000,4051000,857500,0,0,1652000,0,882400,532000,11530000,24930000,3988000,0,4359000,0,0,1119000,0,3901000,7399000,0,56950000,2336000,0,17424000,6378000,0,0,0,0,57650000,656900,985300,656900,985300,4104000,9030000,5431000,0,0,0,2655000,0,0,0,15270000,3315000,8184000,12978000,0,0,27916000
"54_41058",45684000,0,5190000,0,0,3940000,6778500,0,1601400,0,16668000,173755000,112256000,130315000,0,0,0,0,273360000,160380400,22806000,7676000,0,0,3406000,0,7676000,1120560000,1859000,1703000,3945600,3351000,16990000,0,0,0,0,0,0,16221000,0,65112000,10746000,65112000,15171000,8614000,410040000,5910000,12688000,0,2336000,1700200,0,0,66780000,0,1030000,0,2078000,1553000,0,0,1030000,0,1553000,0,2078000,0,7602000,0,649100,915300,0,0,649100,915300,0,31652000,0,3238500,0,0,0,1255000,761800,1255000,1217000,1956000,0,416600,0,1255000,1956000,416600,761800,1217000,1956000,0,416600,0,1255000,33480000,949800,4718400,5407000,0,2743000,59580000,30407000,1557000,7242000,2897000,0,839600,0,61852000,6538000,0,56670000,34010000,0,9322000,15910000,4307000,10569500,0,0,9430000,1118000,1118000,7676000,186760000,15171000,1572800,1572800,0,0,0,0,9430000,7676000,0,7676000,6750000,15750000,0,0,744600,2449000,1752000,0,6960000,2283000,0,1055000,7451000,28331200,5487000,885300,0,9498800,15844300,1021000,2449000,828400,0,6544000,6716000,0,0,0,0,8267000,656100,0,0,1712000,0,9430000,0,0,0,0,413389000,0,32442000,0,0,0,0,1695000,2616000,723800,571000,10590000,3570000,939800,0,0,1389000,0,841000,852800,4505000,12140000,3239000,0,1520000,797800,0,2932000,0,3777000,9246000,0,61360000,1837000,0,20228000,9430000,0,0,0,0,22525000,595300,973100,595300,973100,4312000,15102000,7602000,0,0,0,3937000,0,44520000,476640000,15740000,7140000,6812000,0,16200000,0,29788000
