"","sample_id","3.oxolithocholic_acid","Acetate","alloisolithocholic_acid","Butyrate","cholic_acid","deoxycholic_acid","glycocholic_acid","isodeoxycholic_acid","lithocholic_acid","propionate","succinate","taurocholic_acid","5aminovalerate","allocholic_acid","alpha.muricholic_acid","beta.muricholic_acid","chenodeoxycholic_acid","Glycine","glycochenodeoxycholic_acid","proline","taurochenodeoxycholic_acid","Tyramine","ursocholic_acid","ursodeoxycholic_acid","5hiaa","anthranilic_acid","kynurenic_acid","kynurenine","niacin","Phenylalanine","serotonin","tryptamine","Tryptophan","Tyrosine"
"824","LiverD-123.26",0,4.76,0,0.67,0.022,0,3.039,0,0,0.31,0.63,2.251,,,,,,,,,,,,,,,,,,,,,,
"825","LiverD-024.18",0,45.27,0,2.71,82.92,0,0.087,0,0,7.1,1.14,0,,,,,,,,,,,,,,,,,,,,,,
"826","LiverD-024.16",0,22.76,0.25,2.4,123.802,0,0,0,0,1.24,1.41,0.959,,,,,,,,,,,,,,,,,,,,,,
"827","LiverD-212.01",11.359,33.42,1.046,6.43,0.187,49.744,0,2.106,18.251,10.17,0,0,,,,,,,,,,,,,,,,,,,,,,
"828","LiverD-211.01",52.864,52.66,19.46,10.59,0.734,423.513,0,36.137,327.306,14.43,0,0,,,,,,,,,,,,,,,,,,,,,,
"829","LiverD-209.01",0,14.53,0,12.43,1.254,2.818,0,0.03,1.869,1.3,3.06,0,,,,,,,,,,,,,,,,,,,,,,
"830","LiverD-208.04",0,2.15,0,0.54,0,0,38.69,0,0,0.52,0,17.153,,,,,,,,,,,,,,,,,,,,,,
"831","LiverD-208.03",0,3.17,0,0.54,0,0.327,0,0,0.277,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"832","LiverD-210.01",26.255,47.45,0.428,14.09,0.216,57.081,0,5.225,91.049,2.44,6.53,0,,,,,,,,,,,,,,,,,,,,,,
"833","LiverD-208.02",0,2.23,0,0.54,0,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"834","LiverD-207.03",0,1.06,0,0.54,0,0,41.449,0,0,0.52,0,120.146,,,,,,,,,,,,,,,,,,,,,,
"835","LiverD-024.05",0,28.87,0,1.38,629.1630034,0.260166229,1.149777064,0,0.022599775,7.68,1.3,1.92274761,,,,,,,,,,,,,,,,,,,,,,
"836","LiverD-207.01",0,1.06,0,0.54,0,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"837","LiverD-206.04",3.852,35.59,0,6.33,0,46.2,0,2.367,56.839,11.13,0,0,,,,,,,,,,,,,,,,,,,,,,
"838","LiverD-206.01",7.446,55.52,0,14.95,8.865,249.637,0.018,18.321,193.302,11.64,0,0.275,,,,,,,,,,,,,,,,,,,,,,
"839","LiverD-203.08",0,10.93,0,0.54,1162.881,0.6,124.121,0,0,0.52,0,333.301,,,,,,,,,,,,,,,,,,,,,,
"840","LiverD-206.05",1.69,29.82,0,4.55,0,0.735,0,0,7.17,9.27,0,0,,,,,,,,,,,,,,,,,,,,,,
"841","LiverD-203.05",0,11.13,0,0.54,0.881,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"842","LiverD-203.04",0,7.39,0,0.54,1.966,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"843","LiverD-203.03",0,6.88,0,0.54,15.385,0,0,0,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,
"844","LiverD-203.01",0.833385,86.15,0.157683,18.66,0.264689,9.202633,0,0.674549,17.873305,19.68,0,0,,,,,,,,,,,,,,,,,,,,,,
"845","LiverD-019.03",0,45.53,0,0.22,13.25427134,0.021515448,0,0,0,0.08,1.38,0,,,,,,,,,,,,,,,,,,,,,,
"846","LiverD-201.01",0,25.6,0,0.54,29.899,0.104,0,0,0,1.4,0,0,,,,,,,,,,,,,,,,,,,,,,
"847","LiverD-200.01",7.474226,60.37,1.276008,11.11,0.434177,104.596866,0,9.690502,46.560485,19.12,0,0,,,,,,,,,,,,,,,,,,,,,,
"848","LiverD-202.01",4.792733,64.62,0.361389,26.61,0.67588,10.355265,0,0.478726,47.537589,23.67,0,0,,,,,,,,,,,,,,,,,,,,,,
"849","LiverD-199.01",0,42.76,0,6.51,0.029,0,0,0,5.798,9.69,0,0,,,,,,,,,,,,,,,,,,,,,,
"850","DFI0028",23.43,49.36,3.65333333333333,12.38,2.21,1078.23,0.25,79.74,1076.98,23.89,2.65,0.26,0,4.1666665,0.86,0.72,18.266666,0.68,0.16333333,0.7,0.24,0.05,0.23,10.38,,,,,,,,,,
"851","DFI0027",17.19,59.12,2.39333333333333,10.66,3.63,704.08,0.52,54.87,393.5,20.55,2.83,0.12,0,2.9466667,0.73,0.83,8.6866665,0.88,0.5233333,0.79,0.2,0.05,0.38,15.58,,,,,,,,,,
"852","DFI0014",89.205,23.57,28.941,1.7,0.198,77.69,0,6.263,215.072,2.96,0.43,0,,,,,,,,,,,,,,,,,,,,,,
"853","DFI0013",29.538,76.14,31.189,26.59,0.542,314.636,0,36.987,377.096,28.53,4.01,0,,,,,,,,,,,,,,,,,,,,,,
"854","DFI0012",36.16,45.82,2.79,14.43,0.81,39.49,2.92,3.69,117.48,17.61,0.31,0.02,,,,,,,,,,,,,,,,,,,,,,
"855","DFI0011",12.3,63.08,0.59,13.56,17.89,1478.09,0,220.34,113.36,28.86,26.75,0,,,,,,,,,,,,,,,,,,,,,,
"856","DFI0010",41.95,49.81,11.21,12.53,3.93,474.02,9.84,49.11,525.31,14.15,1.88,0.97,,,,,,,,,,,,,,,,,,,,,,
"857","DFI0009",21.01,39.26,4.06,17.42,44.08,3484.29,0.27,348.15,573.16,15.27,0.33,0.22,,,,,,,,,,,,,,,,,,,,,,
"858","DFI0008",200.67,118.2,4.54,13.82,14.47,340.36,2.86,34.25,319.55,34.85,1.7,0.37,,,,,,,,,,,,,,,,,,,,,,
"859","DFI0007",1.97,76.72,0.15,33.58,43.16,313.83,45.98,43.67,193.2,18.67,0.14,22.6,,,,,,,,,,,,,,,,,,,,,,
"860","DFI0024",5.514,71.26,0.892,23.36,12.194,188.676,0.717,18.512,86.734,23.29,11.12,0.642,,,,,,,,,,,,,,,,,,,,,,
"861","DFI0023",37.726,29.53,3.235,9.92,2.087,453.278,0.797,25.64,427.815,18.29,1.3,1.33,,,,,,,,,,,,,,,,,,,,,,
"862","DFI0022",46.729,42.45,40.165,8.87,1.135,66.24,3.166,5.053,174.068,9.34,1.53,1.185,,,,,,,,,,,,,,,,,,,,,,
"863","DFI0021",16.621,24.99,12.055,8.06,0.913,61.106,0,11.516,64.959,9.8,1.13,0,,,,,,,,,,,,,,,,,,,,,,
"864","DFI0020",43.716,49.28,20.37,10.94,3.791,438.78,0.229,37.506,471.491,21.21,6.59,0,,,,,,,,,,,,,,,,,,,,,,
"865","DFI0019",31.329,23.7,11.859,3.98,0.453,59.219,0.073,3.495,75.343,5.61,0.99,0,,,,,,,,,,,,,,,,,,,,,,
"866","DFI0018",6.789,61.26,4.545,34.41,0.874,264.869,0,31.765,301.354,19.66,1.28,0,,,,,,,,,,,,,,,,,,,,,,
"867","DFI0017",12.628,48.67,0,11.72,68.303,1470.606,1.349,126.262,327.832,15.03,0.99,0.51,,,,,,,,,,,,,,,,,,,,,,
"868","DFI0016",129.3,24.58,38.342,3.74,0.979,458.168,0.039,36.055,914.27,5.16,1.3,0,,,,,,,,,,,,,,,,,,,,,,
"869","DFI0015",24.854,19.97,4.772,6.55,0.812,368.819,0.09,30.537,259.037,10.37,0.99,0,,,,,,,,,,,,,,,,,,,,,,
"870","DFI0006",7.46,72.03,10.68,38.53,3.7,984.77,1.24,95.66,234.96,18.4,0.93,0.35,,,,,,,,,,,,,,,,,,,,,,
"871","DFI0005",9.61,65.62,4.65,26.64,5.17,212.31,19.41,34.78,248.98,19.92,4.96,3.47,,,,,,,,,,,,,,,,,,,,,,
"872","DFI0034",187.13294,54120,5.82404,15120,23.47039,1649.44812,8.09708,156.12158,914.60435,18950,400,1.48665,380,1.47659,0.76685,0,15.05349,3310,5.90896,920,0.90721,0,1.3379,3.60842,1.3,0.1,9.87,0.33,361.39,1267.05,1.41,0.06,229.24,1380.34
"873","DFI0033",37.05286,108860,0,44500,36.12335,1833.29937,4.46735,319.79963,562.37387,32080,70,0.7304,1640,8.96557,2.48001,0.78316,53.31126,340,4.52995,0,0.80715,10,105.03345,143.64919,0.48,0.11,1.03,0.2,251.06,459.85,3.68,1.15,82.72,566.93
"874","DFI0032",54.53817,81250,6.22234,13460,7.63583,680.21735,1.00945,94.96519,415.02921,13030,70,0.76918,390,3.99739,0.79132,0,8.50739,640,2.43921,240,1.58762,0,1.26448,10.18,1.08,0.06,4.14,0,225.11,538.42,0.35,0.05,104.55,607.76
"875","DFI0031",75.41377,82370,1.44273,19020,16.66667,3289.00492,0.49399,510.32433,1016.06479,38520,500,0.42014,950,6.12661,2.23527,0.14684,33.57106,2230,0.97123,560,0.54699,160,11.6169,34.47954,0.19,0.11,3.09,0.16,396.23,821.83,1.39,0.06,164.19,880.34
"876","DFI0030",112.43994,34430,1.9738,8100,4.03818,262.3875,0.55842,28.25607,154.80616,9180,450,0.43953,280,0.155,0.91369,0,3.79521,930,1.54953,240,1.02728,10,0.23658,1.4179,0.46,0.06,2.39,0.09,248.47,489.09,1.94,0.11,108.63,570.42
"877","DFI0029",184.75707,48870,17.64029,12100,6.87714,204.03294,7.30241,25.58159,416.99416,8110,1450,1.3897,540,0.27737,0.32632,0,12.02241,2250,7.11002,900,1.62764,10,0.38342,3.12447,0,0.08,2.57,0.09,415.27,812.76,1.64,0.15,128.31,984.55
