"","sample_id","3.oxolithocholic_acid","Acetate","alloisolithocholic_acid","Butyrate","cholic_acid","deoxycholic_acid","glycocholic_acid","isodeoxycholic_acid","lithocholic_acid","propionate","succinate","taurocholic_acid","5aminovalerate","allocholic_acid","alpha.muricholic_acid","beta.muricholic_acid","chenodeoxycholic_acid","Glycine","glycochenodeoxycholic_acid","proline","taurochenodeoxycholic_acid","Tyramine","ursocholic_acid","ursodeoxycholic_acid","5hiaa","anthranilic_acid","kynurenic_acid","kynurenine","niacin","Phenylalanine","serotonin","tryptamine","Tryptophan","Tyrosine"
"465","LiverD-202.05",0,11,0,0.67,180.713,0,3.268,0,0,1.69,6.13,0.505,,,,,,,,,,,,,,,,,,,,,,
"466","LiverD-194.08",0,16.51,0,8.33,484.082,0.135,4.497,0,0,2.38,1.28,1.029,,,,,,,,,,,,,,,,,,,,,,
"467","LiverD-191.10",21.878,46.37,1.056,10.09,3.929,784.589,0.144,60.998,185.817,20.55,1.33,0,,,,,,,,,,,,,,,,,,,,,,
"468","LiverD-187.14",0,9.48,0,0.67,199.231,0,2.385,0,0,0.31,0.46,130.243,,,,,,,,,,,,,,,,,,,,,,
"469","LiverD-202.04",0,1.06,0,0.54,0,0,3.462,0,0,0.52,0,2.027,,,,,,,,,,,,,,,,,,,,,,
"470","LiverD-146.22",0,28.78,0,4.82,291.764,0.682,225.099,0,0.065,9.51,2.13,140.698,,,,,,,,,,,,,,,,,,,,,,
"471","LiverD-138.11",0,11.83,0,0.67,225.711,0,2.652,0,0.125,4.45,6.13,5.079,,,,,,,,,,,,,,,,,,,,,,
"472","LiverD-258.03",0.078,0.37,0,0.46,114.539,0,469.804,0,0,0.66,0.72,118.94,,,,,,,,,,,,,,,,,,,,,,
"473","LiverD-258.01",0.167,6.3,0,0.58,0.973,0.031,5.659,0.051,0,0.49,0.22,8.306,,,,,,,,,,,,,,,,,,,,,,
"474","LiverD-257.01",0.01,0.39,0,0.46,3.092,0,20.148,0,0,0.66,0.72,7.297,,,,,,,,,,,,,,,,,,,,,,
"475","LiverD-258.04",0,2.55,0,0.62,969.929,0.136,6.118,0,0,0.24,0.91,364.817,,,,,,,,,,,,,,,,,,,,,,
"476","LiverD-256.04",0.236,37.43,0.04,2.12,110.278,0.132,0.524,0.066,0,4.42,0.55,0.534,,,,,,,,,,,,,,,,,,,,,,
"477","LiverD-256.03",0.243,44.4,0,1.04,15.171,0.053,0,0.04,0,3.18,0.29,0.066,,,,,,,,,,,,,,,,,,,,,,
"478","LiverD-256.01",0.228,42.66,0.052,8.95,9.764,0.076,0,0.04,0.003,20.9,0.5,0,,,,,,,,,,,,,,,,,,,,,,
"479","LiverD-042.03",0.177015226,5.07,0.021614725,0.57,9.781905125,2.527660816,62.3413592499999,0,0,2.32,0.53,45.7470634,,,,,,,,,,,,,,,,,,,,,,
"480","LiverD-253.03",76.481,44.3,31.506,7.84,4.289,950.578,0.093,106.627,279.52,9.63,1.68,0.041,,,,,,,,,,,,,,,,,,,,,,
"481","LiverD-250.03",0,36.07,0,12.36,6.674,0.057,0,0.006,0.264,21.69,1.11,0,,,,,,,,,,,,,,,,,,,,,,
"482","LiverD-250.01",0,49.88,0.091,12.44,5.397,0.062,0,0.064,0.449,36.37,11.21,0,,,,,,,,,,,,,,,,,,,,,,
"483","LiverD-254.01",1.726,32.81,0.933,9.56,0.328,11.952,0,2.262,16.009,12.05,0,0,,,,,,,,,,,,,,,,,,,,,,
"484","LiverD-246.05",39.289,31.97,5.045,1.95,2.201,19.41,0.401,1.392,42.484,10.06,0.72,0.884,,,,,,,,,,,,,,,,,,,,,,
"485","LiverD-246.04",39.266,6.05,22.965,2.19,0.344,14.057,0.065,0.853,144.758,2.08,0.72,0.085,,,,,,,,,,,,,,,,,,,,,,
"486","LiverD-244.06",0,2.43,0,0.62,100.259,0.435,0.113,0,0.011,0.24,0.72,9.656,,,,,,,,,,,,,,,,,,,,,,
"487","LiverD-244.05",0.204,13.23,0,1.59,12.914,0.122,0.214,0.053,0,0.49,0,10.229,,,,,,,,,,,,,,,,,,,,,,
"488","LiverD-239.08",0.749,60.29,0.638,4.81,8.235,0.241,1.853,0.062,0.1,46.17,0.06,0,,,,,,,,,,,,,,,,,,,,,,
"489","LiverD-041.01",5.76956419,47.71,0.381732416,6.76,0.180654624,0.531718223,0,0.018823696,4.444484058,9.68,1.38,0.040951512,,,,,,,,,,,,,,,,,,,,,,
"490","LiverD-004.01",0,16.09,0.05,0.67,12.64,0,0,0,0,0.27,3.09,0,,,,,,,,,,,,,,,,,,,,,,
"491","LiverD-244.03",0.184,3.59,0,0.58,1.445,0.049,0,0.05,0.007,0.49,0,0,,,,,,,,,,,,,,,,,,,,,,
"492","LiverD-235.05",0,0,0,0.62,0.288,0,34.675,0,0,0.24,0.72,56.14,,,,,,,,,,,,,,,,,,,,,,
"493","LiverD-080.01",0.129,15.14,0,0.58,2.303,0.034,0.108,0,0,0.77,1.89,0.014,,,,,,,,,,,,,,,,,,,,,,
"494","LiverD-081.01",18.473,39.94,10.386,11.37,0.751,40.209,0.301,3.156,88.325,15.92,1.29,0.063,,,,,,,,,,,,,,,,,,,,,,
"495","LiverD-090.01",0,0.35,0,0,0.15,0.088,6.524,0,0,0,0.67,5.564,,,,,,,,,,,,,,,,,,,,,,
"496","LiverD-235.04",0.218,24.37,0,0.86,2.547,0.034,0,0.048,0.005,0.49,1.25,0,,,,,,,,,,,,,,,,,,,,,,
"497","LiverD-079.01",0.433,61.5,0,34.13,16.868,101.491,10.697,2.413,42.385,36.83,8.41,4.891,,,,,,,,,,,,,,,,,,,,,,
"498","LiverD-004.05",0,9.74,0,0.55,374.3080208,0,2.969417009,0,0,0.33,1.23,3.123911869,,,,,,,,,,,,,,,,,,,,,,
"499","LiverD-077.01",9.471,85.12,0.457,24.4,2.248,47.25,0.153,5.112,81.766,31.71,18.41,0.087,,,,,,,,,,,,,,,,,,,,,,
"500","LiverD-075.02",0.564,27.69,0.209,9.51,642.101,0.657,0.439,0.702,3.108,10.33,1.98,0.233,,,,,,,,,,,,,,,,,,,,,,
"501","LiverD-075.01",0.200487623,7.37,0,0.54,5.408990267,0.025880506,0,0,0,0.39,1.15,0,,,,,,,,,,,,,,,,,,,,,,
"502","LiverD-074.11",0.969,48.9,0.298,7.82,210.061,20.1,0.651,0.667,1.374,35.67,10.49,1.777,,,,,,,,,,,,,,,,,,,,,,
"503","LiverD-076.01",0.152,56.08,0,0.58,30.963,0.03,0.019,0,0.015,1.43,9.82,0.032,,,,,,,,,,,,,,,,,,,,,,
"504","LiverD-074.10",6.32,34.73,0.75,3.79,2.395,231.223,0.468,8.815,68.535,10.53,0,1.088,,,,,,,,,,,,,,,,,,,,,,
"505","LiverD-074.03",0.025,5.45,0,0.58,4.033,0.209,8.898,0,0,0.34,1.01,18.459,,,,,,,,,,,,,,,,,,,,,,
"506","LiverD-074.02",0.073,52.13,0.446,15.51,11.526,3.019,0.17,0.205,0.861,5.47,4.7,0.112,,,,,,,,,,,,,,,,,,,,,,
"507","LiverD-074.01",5.208,64.2,18.436,11.59,1.827,23.265,0.034,3.221,36.715,22.89,2.13,0.057,,,,,,,,,,,,,,,,,,,,,,
"508","LiverD-072.08",1.479,14.97,1.509,1.32,216.486,12.015,0.41,1.277,2.081,8.17,0,2.278,,,,,,,,,,,,,,,,,,,,,,
"509","LiverD-004.02",0,18.04,0,0.67,8.09,0,0,0,0,1.87,4.4,0,,,,,,,,,,,,,,,,,,,,,,
"510","LiverD-002.01",0,17.84,0,2.33,59.87,0,0,0,0,0.68,0.95,0,,,,,,,,,,,,,,,,,,,,,,
"511","LiverD-072.04",15.408,36.51,15.305,15.42,1.263,68.154,0.446,8.363,74.596,17.27,2.95,0.207,,,,,,,,,,,,,,,,,,,,,,
"512","LiverD-072.03",53.604,29.31,59.024,7.95,1.145,373.277,0.115,39.496,326.387,16.78,1.01,0.04,,,,,,,,,,,,,,,,,,,,,,
"513","LiverD-072.02",167.7184945,59.1,28.02798571,10.22,0.835830501,266.0517801,0.11669403,15.67253057,390.6784457,22.59,1.05,0,,,,,,,,,,,,,,,,,,,,,,
"514","LiverD-072.01",105.3506582,32.47,24.51776486,7.81,0.73053342,203.7832958,0.460526773,14.67917467,221.0377991,11.48,1.02,0.095010938,,,,,,,,,,,,,,,,,,,,,,
"515","LiverD-070.01",0.717,12.72,0.362,1.95,0.7,1.67,0.052,0.32,1.799,3.67,1.21,0.341,,,,,,,,,,,,,,,,,,,,,,
"516","LiverD-049.02",0,26.42,0,0.58,62.565,0.275,2.165,0,0,13.13,2.08,18.614,,,,,,,,,,,,,,,,,,,,,,
"517","LiverD-048.02",2.863,22.53,1.863,2.7,0.343,2.969,0.195,0.351,4.188,5.11,0.75,0.267,,,,,,,,,,,,,,,,,,,,,,
"518","LiverD-048.01",20.994,30.27,27.802,2.2,0.764,39.55,0.171,3.365,94.079,6.88,0.15,0.231,,,,,,,,,,,,,,,,,,,,,,
"519","LiverD-047.05",0.197303503,6.55,0,0.54,0.233078091,0,1.800647278,0,0,0.39,1.22,1.98626565,,,,,,,,,,,,,,,,,,,,,,
"520","LiverD-044.04",0.566,25.71,0,4.55,0.861,0.017,0,0,0.011,18.91,2.6,0,,,,,,,,,,,,,,,,,,,,,,
"521","LiverD-044.03",0.155,10.6,0.015,0.73,2.907,0.018,0,0,0,1.02,3.8,0,,,,,,,,,,,,,,,,,,,,,,
"522","LiverD-015.01",0,54.8,0,11.95,68.08734046,0.013542368,0,0,0,5.51,7.1,4.281574194,,,,,,,,,,,,,,,,,,,,,,
"523","LiverD-044.02",0.773900342,20.12,0,4.58,5.699581957,0.011802571,0,0,0,17.15,0.98,0,,,,,,,,,,,,,,,,,,,,,,
"524","LiverD-035.02",0.479355932,86.08,0,7.55,48.72813739,0.894983311,0.20983136,0,0,10.39,2.78,0.055556188,,,,,,,,,,,,,,,,,,,,,,
"525","LiverD-033.06",2.262,79.71,0.633,5.42,42.249,102.314,0.445,6.55,54.485,15.53,18.66,0.963,,,,,,,,,,,,,,,,,,,,,,
"526","LiverD-032.04",0.349301824,7.01,0.06067216,0.54,7.230989815,0.015784076,306.3157521,0,0,0.39,1,178.2973456,,,,,,,,,,,,,,,,,,,,,,
"527","LiverD-032.03",0.235514867,11.08,0,0.54,8.851385234,0.039625213,1263.491245,0,0,0.39,1.02,339.1875924,,,,,,,,,,,,,,,,,,,,,,
"528","LiverD-029.06",0.035,11.04,0,0.9,102.259,1.045,1.157,5.626,0.063,0.53,1.33,31.129,,,,,,,,,,,,,,,,,,,,,,
"529","LiverD-029.05",0.449486485,14.73,0.035784941,0.94,107.1708207,0.360747791,0.839801615,1.212914533,0.078551393,0.68,1.3,3.854506722,,,,,,,,,,,,,,,,,,,,,,
"530","LiverD-022.03",0.45,20.02,0.043,11.05,197.452,0.851,0.195,0,1.691,11.52,1.02,1.206,,,,,,,,,,,,,,,,,,,,,,
"531","LiverD-020.02",19.969,23.63,10.883,3.32,4.727,147.671,0.908,10.473,54.861,4.07,0,2.138,,,,,,,,,,,,,,,,,,,,,,
"532","LiverD-116.01",0.395,13.94,0,0.75,31.142,8.669,2.614,1.151,2.258,0.77,2.86,5.162,,,,,,,,,,,,,,,,,,,,,,
"533","LiverD-112.01",0.261,38.33,0,2.96,1655.984,128.765,33.891,6.825,13.658,15.61,0.77,0.327,,,,,,,,,,,,,,,,,,,,,,
"534","LiverD-110.02",0,7.8,0,0.55,0.017,0,0,0,0,0.45,0.97,0,,,,,,,,,,,,,,,,,,,,,,
"535","LiverD-129.25",0,19.18,0,1.9,10.1,0.02,0,0,0,6.22,22.69,0,,,,,,,,,,,,,,,,,,,,,,
"536","LiverD-129.28",0,4.75,0,0,0.43,0,0,0,0,0,0.37,0,,,,,,,,,,,,,,,,,,,,,,
"537","LiverD-129.24",0,15.08,0,1.98,36.33,0.44,0,0,0.05,2.34,20.22,0,,,,,,,,,,,,,,,,,,,,,,
"538","LiverD-123.41",0.25,60.49,0,3.75,1.07,18.08,0,0.67,15.77,11.34,17.88,0,,,,,,,,,,,,,,,,,,,,,,
"539","LiverD-123.39",0.55,44.99,0,9.53,0.82,42.94,0,0.81,26.48,20.5,0.8,0,,,,,,,,,,,,,,,,,,,,,,
"540","LiverD-047.01",0.231012019,16.39,0.016508518,3.57,13.55711421,0.330797555,0.164729592,0,0.11276538,2.44,12.02,0.152010212,,,,,,,,,,,,,,,,,,,,,,
"541","LiverD-119.12",0,32.37,0,0.43,129.04,0,0.05,0,0,0.84,3.21,0,,,,,,,,,,,,,,,,,,,,,,
"542","LiverD-118.07",0,0,0,0,8.73,0,275.18,0,0,0,0.18,96.91,,,,,,,,,,,,,,,,,,,,,,
"543","LiverD-094.08",0.17,29.13,0,4.01,736.84,0.63,6.68,0.04,0,4.18,0.67,7.15,,,,,,,,,,,,,,,,,,,,,,
"544","LiverD-119.13",0,6.13,0,0.33,43.97,0,0,0,0,0.28,1.11,0,,,,,,,,,,,,,,,,,,,,,,
"545","LiverD-029.10",0,5.21,0,0,226.06,0,0.93,0,0,0,1.33,6.15,,,,,,,,,,,,,,,,,,,,,,
"546","LiverD-028.13",0.023,17.52,0,0.46,239.312,0.004,1.634,0,0,0.66,2.63,0.137,,,,,,,,,,,,,,,,,,,,,,
"547","LiverD-028.12",0.027,14.5,0,0.46,200.084,0.059,5.948,0,0,0.66,4.39,7.803,,,,,,,,,,,,,,,,,,,,,,
"548","LiverD-291.01",13.286,48.94,0.912,9.68,1.842,109.722,0,3.081,54.815,19.39,0.87,0,,,,,,,,,,,,,,,,,,,,,,
"549","LiverD-289.01",0.158,31.48,0,3.63,29.654,0,0.102,0,0.618,14.56,1.69,0,,,,,,,,,,,,,,,,,,,,,,
"550","LiverD-046.01",0.541958383,13.77,0.084689946,2.58,41.05176906,5.850306104,0.074466222,0.172771694,11.37624192,3.97,1.4,0.031802107,,,,,,,,,,,,,,,,,,,,,,
"551","LiverD-288.01",2.701,32.1,2.04,4.49,0.015,0.571,0,0,3.475,5.32,1.32,0,,,,,,,,,,,,,,,,,,,,,,
"552","LiverD-290.01",85.166,32.27,13.698,10.53,2.492,536.042,0.355,62.377,371.314,7.08,1.12,0,,,,,,,,,,,,,,,,,,,,,,
"553","LiverD-286.01",0.369,34.84,0,2.99,252.088,0,0.316,0,0,3.48,1.54,1.592,,,,,,,,,,,,,,,,,,,,,,
"554","LiverD-285.02",0.003,8.91,0,0.46,0.189,0,0,0,0,0.66,0.92,0,,,,,,,,,,,,,,,,,,,,,,
"555","LiverD-285.01",0.038,11.46,0,0.46,0.18,0,0,0,0,0.66,1.31,0,,,,,,,,,,,,,,,,,,,,,,
"556","LiverD-284.02",0.053,31.84,0,3.99,88.033,0,0.84,0,0,3.64,62.72,0.018,,,,,,,,,,,,,,,,,,,,,,
"557","LiverD-195.05",4.253,29.85,0.884,11.5,0.522,52.07,0,3.12,101.081,15.3,2.95,0.068,,,,,,,,,,,,,,,,,,,,,,
"558","LiverD-187.18",0.332,53.71,0.085,4.63,26.321,37.291,0,0.762,16.68,10.71,31.15,0,,,,,,,,,,,,,,,,,,,,,,
"559","LiverD-150.05",0.07,14.71,0,0.46,176.832,0.205,54.06,0,0,0.66,0.72,105.236,,,,,,,,,,,,,,,,,,,,,,
"560","LiverD-150.04",0.073,16.4,0,0.46,1286.049,0.49,32.091,0,0,0.66,1.77,446.215,,,,,,,,,,,,,,,,,,,,,,
"561","LiverD-045.01",0.198636594,9.73,0,3.06,2.582677523,0.296850299,0.101845081,0.112064855,0.141980702,0.33,4.59,0,,,,,,,,,,,,,,,,,,,,,,
"562","LiverD-150.06",0.001,45.76,0,0.46,443.005,0.32,19.179,0,0,0.66,1.01,63.335,,,,,,,,,,,,,,,,,,,,,,
"563","LiverD-150.01",23.709,32.82,3.184,16.77,5.198,486.919,4.007,44.012,153.896,29.55,0.72,1.636,,,,,,,,,,,,,,,,,,,,,,
"564","LiverD-129.22",0,5.35,0,0.46,13.744,0,0,0,0,0.66,1.13,0,,,,,,,,,,,,,,,,,,,,,,
"565","LiverD-129.21",0,8.02,0,26.43,2.003,0,0,0,0,0.89,22.2,0,,,,,,,,,,,,,,,,,,,,,,
"566","LiverD-037.04",0,11.49,0,0.46,43.012,0,0.443,0,0,0.66,0.89,2.994,,,,,,,,,,,,,,,,,,,,,,
"567","LiverD-028.11",0,6.84,0,0.46,86.692,0,0.833,0,0,0.66,2.55,12.01,,,,,,,,,,,,,,,,,,,,,,
"568","LiverD-028.10",0,7.4,0,0.46,90.138,0.057,5.004,0,0,1.06,18.03,5.738,,,,,,,,,,,,,,,,,,,,,,
"569","LiverD-028.09",0.002,15.07,0,0.46,726.643,0.378,13.518,0,0,2.13,1.32,35.421,,,,,,,,,,,,,,,,,,,,,,
"570","LiverD-029.09",0.375,31.82,0,3.16,61.607,0,0,0.15,0,2.25,1.78,0.453,,,,,,,,,,,,,,,,,,,,,,
"571","LiverD-002.16",0.063,6.46,0,1.05,21.025,0,0,0,0.055,0.66,0.72,3.283,,,,,,,,,,,,,,,,,,,,,,
"572","LiverD-002.15",0.115,7.7,0,1.1,34.552,0,0.165,0,1.069,0.66,0.72,3.048,,,,,,,,,,,,,,,,,,,,,,
"573","LiverD-044.01",0.150542785,27.7,0,0.67,0,0.022088774,0,0,0.030068618,32.61,1.27,0,,,,,,,,,,,,,,,,,,,,,,
"574","LiverD-002.13",0,5.62,0,0.62,55.919,0.052,0.07,0,0.044,0.24,0.93,0,,,,,,,,,,,,,,,,,,,,,,
"575","LiverD-002.11",0,22.05,0,4.86,78.474,0.127,0,0.089,0.561,0.49,2.48,0.05,,,,,,,,,,,,,,,,,,,,,,
"576","LiverD-271.01",33.942,33.43,3.655,5.73,2.245,18.945,0,0.914,40.041,7.27,0.72,0.219,,,,,,,,,,,,,,,,,,,,,,
"577","LiverD-117.17",0.03,13.44,0,0.92,213.66,0.72,1.12,0.52,0,1.4,10.06,4.02,,,,,,,,,,,,,,,,,,,,,,
"578","LiverD-117.15",0,6.7,0,0.58,239.78,1.88,1.54,2.12,0,0.55,1.16,1.14,,,,,,,,,,,,,,,,,,,,,,
"579","LiverD-113.07",2.354,0,0.698,0,0.002,28.094,0,1.327,12.386,0,9.41,0,,,,,,,,,,,,,,,,,,,,,,
"580","LiverD-123.18",0,1.96,0,0,0.015537863,0.041430336,3.217070229,0,0.585483975,0,0,1.674124394,,,,,,,,,,,,,,,,,,,,,,
"581","LiverD-111.11",0,77.97,0,0,37.12842014,0.724828643,0.066061255,0,0.021674303,57.38,0,0,,,,,,,,,,,,,,,,,,,,,,
"582","LiverD-111.08",0,19.72,0,0,93.59336124,1.564353338,1.180673858,0,0.218751263,13.27,0,2.672302736,,,,,,,,,,,,,,,,,,,,,,
"583","LiverD-111.07",0,34.54,0,0,38.60004925,0.772830914,0,0,0,18.82,0,0,,,,,,,,,,,,,,,,,,,,,,
"584","LiverD-102.25",0,5.88,0,0.57,153.85,0.05,0.69,0,0,0.54,1.04,1.58,,,,,,,,,,,,,,,,,,,,,,
"585","LiverD-023.01",0,34.19,0,2.86,215.5390129,3.48358376,1.383904636,0,1.257519648,7.53,8.73,0.22748488,,,,,,,,,,,,,,,,,,,,,,
"586","LiverD-102.23",0,18.75,0,0.57,268.79,0.41,1.65,0,0,0.56,1.19,9.2,,,,,,,,,,,,,,,,,,,,,,
"587","LiverD-102.20",0,15.26,0,1.62,106.44,0.16,0.1,0.04,0,0.64,4.09,0.39,,,,,,,,,,,,,,,,,,,,,,
"588","LiverD-102.24",0,10.77,0,0.57,288.88,0.29,2.05,0,0,0.57,1.13,6.44,,,,,,,,,,,,,,,,,,,,,,
"589","LiverD-102.19",0,17.1,0,3.8,331.82,0.38,0.33,0.13,0,1.46,4.94,1.34,,,,,,,,,,,,,,,,,,,,,,
"590","LiverD-075.04",0,28.39,0,3.35,13.92274594,0,0,0,1.471885728,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"591","LiverD-074.22",1.271,0,0.228,0,4.096,188.441,0,16.588,40.757,0,16.5,0,,,,,,,,,,,,,,,,,,,,,,
"592","LiverT-077.03",0.038,19.49,0,0.55,15.312,0.296,0,0,0,1.69,0.74,0,,,,,,,,,,,,,,,,,,,,,,
"593","MLiverD-402.04",5.06,0,2.818,0,28.304,350.606,0,35.827,142.906,0,0,0,,,,,,,,,,,,,,,,,,,,,,
"594","MLiverD-402.02",17.577,0,0.56,0,4.473,69.584,0,7.238,23.365,0,0.32,0,,,,,,,,,,,,,,,,,,,,,,
"595","LiverD-152.01",0,0,0.087,0,0,0,0,0,0,0,5.22,0,,,,,,,,,,,,,,,,,,,,,,
"596","LiverT-077.02",0.048,28.45,0,0.24,19.125,0,1.682,0,0,0.2,3.17,0.208,,,,,,,,,,,,,,,,,,,,,,
"597","LiverD-022.02",0,15.63,0,2.69,55.07531837,0.087148918,0,0,0.298456869,8.79,1.53,0,,,,,,,,,,,,,,,,,,,,,,
"598","LiverD-020.01",0,21.33,0,6.33,163.8567676,0.517017337,0,0.341294236,0.135086283,12.96,1.09,0.189465522,,,,,,,,,,,,,,,,,,,,,,
"599","LiverD-133.02",48.528,67.52,2.332,10.84,5.576,86.503,0.884,8.935,63.939,18.32,1.73,0,,,,,,,,,,,,,,,,,,,,,,
"600","LiverD-149.01",0.463,0,0.02,0,139.979,29.845,0.147,0.716,22.729,0,0.3,0.39,,,,,,,,,,,,,,,,,,,,,,
"601","LiverD-132.13",0,0,0.065,0,4.439,0,0,0,0,0,0.47,0,,,,,,,,,,,,,,,,,,,,,,
"602","LiverD-132.12",0,0,0.02,0,12.199,0,0.099,0,0,0,0.49,1.75,,,,,,,,,,,,,,,,,,,,,,
"603","LiverD-132.07",0,0,0.078,0,27.263,0,0,0,0,0,0.7,1.072,,,,,,,,,,,,,,,,,,,,,,
"604","LiverD-132.06",0.107,0,0.045,0,12.856,0.69,0,0,0.062,0,0.06,0,,,,,,,,,,,,,,,,,,,,,,
"605","LiverD-132.01",1.149,18.45,0.043,5.11,50.324,21.828,0,0.818,2.878,9.96,2.01,0.025,,,,,,,,,,,,,,,,,,,,,,
"606","LiverD-130.01",7.335,39.69,0,9.5,5.566,126.123,0,9.537,100.533,11.98,1.84,0,,,,,,,,,,,,,,,,,,,,,,
"607","LiverD-128.02",107.643,39,3.941,6.04,0.481,133.494,0.923,7.923,268.822,9.56,45.53,0,,,,,,,,,,,,,,,,,,,,,,
"608","LiverD-132.05",0.088,53.61,0,6.15,19.142,0.35,0,0,0,25.83,2.25,0,,,,,,,,,,,,,,,,,,,,,,
"609","LiverD-128.01",71.488,43.91,3.142,3.97,0.447,343.213,0,34.651,245.667,13.33,27.68,0,,,,,,,,,,,,,,,,,,,,,,
"610","LiverD-126.04",0.934,20.71,0,2.49,0.246,3.286,0,0,6.648,7.65,2.21,0,,,,,,,,,,,,,,,,,,,,,,
"611","LiverD-019.02",0,39.01,0,4.91,29.60127858,0,0,0,0,14.21,1.22,0,,,,,,,,,,,,,,,,,,,,,,
"612","LiverD-123.16",1.298,0,0.1685,0,1.329,1.71349999999999,0,0,15.41,0,13.49,0,,,,,,,,,,,,,,,,,,,,,,
"613","LiverD-123.11",0.09,43.54,0,11.57,8.562,0.269,0,0,0.294,14.83,11.56,0,,,,,,,,,,,,,,,,,,,,,,
"614","LiverD-123.10",0.115,66.75,0,11.83,4.619,1.901,0,0,2.855,16.3,9.09,0,,,,,,,,,,,,,,,,,,,,,,
"615","LiverD-123.07",0.095,87.1,0,24.28,8.184,0.447,0,0,1.095,23.02,25.82,0,,,,,,,,,,,,,,,,,,,,,,
"616","LiverD-123.12",0.079,78.59,0,14.39,4.517,2.478,0,0,4.886,38.18,1.56,0,,,,,,,,,,,,,,,,,,,,,,
"617","LiverD-123.06",0.325,72.26,0,26.89,0.829,10.897,0,0.029,23.286,38.06,2.1,0,,,,,,,,,,,,,,,,,,,,,,
"618","LiverD-121.09",0.084,86.28,0,8.99,1323.53,4.245,3.2,0.053,0,13.94,34.94,40.913,,,,,,,,,,,,,,,,,,,,,,
"619","LiverD-117.12",1.37,41.37,0,0.84,189.56,367.55,2.75,9.13,33.36,2.88,0.94,7.69,,,,,,,,,,,,,,,,,,,,,,
"620","LiverD-117.09",0.043,15.84,0,1.67,616.483,0.311,4.458,0,0,2.76,1.51,5.673,,,,,,,,,,,,,,,,,,,,,,
"621","LiverD-060.07",0,14,0,0,54.246,0.097,0.171,0,0,0,0.89,0,,,,,,,,,,,,,,,,,,,,,,
"622","LiverD-060.06",0,7.48,0,0,16.88,0.026,0.192,0,0,0,0.71,0,,,,,,,,,,,,,,,,,,,,,,
"623","LiverD-198.01",181.597756,89.69,68.340296,7.5,0.476155,664.629291,0.03542,63.138817,411.906781,14.83,0,0,,,,,,,,,,,,,,,,,,,,,,
"624","LiverD-033.05",0,13.05,0,0,766.332,2.026,45.472,0,0.027,0,3.86,371.13,,,,,,,,,,,,,,,,,,,,,,
"625","LiverD-033.04",0,8.61,0,0,6.753,0.068,129.657,0,0,0,5.66,52.843,,,,,,,,,,,,,,,,,,,,,,
"626","LiverD-033.03",0,9.86,0,0,8.605,0.276,77.015,0,0,0.22,4.2,37.183,,,,,,,,,,,,,,,,,,,,,,
"627","LiverD-054.05",0.772,48.97,0,20.37,778.864,1.028,0.078,0.175,9.696,16.04,0.95,0,,,,,,,,,,,,,,,,,,,,,,
"628","LiverD-032.06",0.008,11.89,0,0.55,2.03,0,686.858,0,0,0.7,2.39,175.142,,,,,,,,,,,,,,,,,,,,,,
"629","LiverD-032.05",0,12.12,0,0.55,0.667,0,292.917,0,0,0.45,1.88,85.989,,,,,,,,,,,,,,,,,,,,,,
"630","LiverD-001.05",0.113,28.49,0,10.43,27.487,0.338,0,0,0,10.44,25.34,0,,,,,,,,,,,,,,,,,,,,,,
"631","LiverD-001.04",0,44.73,0,12.52,30.957,0.156,0,0,0,9.13,15.41,0,,,,,,,,,,,,,,,,,,,,,,
"632","LiverD-097.02",0.525,81.76,0.046,32.66,75.0295,34.8175,0,1.261,11.616,34.85,7.51,0.1035,,,,,,,,,,,,,,,,,,,,,,
"633","LiverD-061.01",0.647131114,85.97,0.115885839,2.97,3.248335347,10.79005969,0,0.672924282,19.2277947,1.53,3.44,0,,,,,,,,,,,,,,,,,,,,,,
"634","LiverD-068.01",0.605220614,68.32,0,9.62,353.6090486,28.39736024,3.17514168,3.743103028,12.49261014,33.61,1.61,2.345780249,,,,,,,,,,,,,,,,,,,,,,
"635","LiverD-008.01",0,10.95,0,0.67,7.09,0,0,0,0,0.43,0.75,0,,,,,,,,,,,,,,,,,,,,,,
"636","LiverD-065.01",0.299132274,76.57,0,0.72,13.00505113,0.0060698,0.252930709,0,0,2.11,1.2,0.01630109,,,,,,,,,,,,,,,,,,,,,,
"637","LiverD-064.01",5.60752623,26.65,0.479707429,5.52,0.749164967,17.77120446,0.050150542,0.947084317,50.3233453,12.45,1.17,0.73432176,,,,,,,,,,,,,,,,,,,,,,
"638","LiverD-363.02",209.07,30.63,8.27,5.5,4.91,399.34,6.74,24.52,538.81,11.4,2.11,5.01,,,,,,,,,,,,,,,,,,,,,,
"639","LiverD-327.02",0.18,44.31,0.91,1.06,12.74,0.61,0,0.56,0.3,8.55,1.46,0.11,,,,,,,,,,,,,,,,,,,,,,
"640","LiverD-302.02",0,6.37,0,0,12.31,0,5.1,0,0,0,0.07,15.95,,,,,,,,,,,,,,,,,,,,,,
"641","LiverD-284.05",0,29.94,0,3.68,127.73,0.41,1.61,0,0.43,1.14,34.89,3.1,,,,,,,,,,,,,,,,,,,,,,
"642","LiverD-281.06",0,10.3,0,0,6.45,0,0,0,0,0,3.18,0,,,,,,,,,,,,,,,,,,,,,,
