Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR239752,AMPLICON,601,14119018,PRJDB9239,SAMD00200879,MIMARKS.survey.human-gut,8111323,METAGEN,2017-01-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229627,Japan,Asia,Japan,Homo sapiens,SC002,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200879,SC002-T1,DRP006895
DRR239753,AMPLICON,601,13389281,PRJDB9239,SAMD00200880,MIMARKS.survey.human-gut,7680433,METAGEN,2017-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229628,Japan,Asia,Japan,Homo sapiens,SC002,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200880,SC002-T2,DRP006895
DRR239754,AMPLICON,601,14327898,PRJDB9239,SAMD00200881,MIMARKS.survey.human-gut,8291277,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229629,Japan,Asia,Japan,Homo sapiens,SC002,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200881,SC002-T3,DRP006895
DRR239755,AMPLICON,601,12546836,PRJDB9239,SAMD00200882,MIMARKS.survey.human-gut,7303256,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229630,Japan,Asia,Japan,Homo sapiens,SC002,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200882,SC002-T4,DRP006895
DRR239756,AMPLICON,601,15455151,PRJDB9239,SAMD00200883,MIMARKS.survey.human-gut,8808232,METAGEN,2017-04-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229631,Japan,Asia,Japan,Homo sapiens,SC002,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200883,SC002-T5,DRP006895
DRR239757,AMPLICON,601,14713816,PRJDB9239,SAMD00200884,MIMARKS.survey.human-gut,8486963,METAGEN,2017-04-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229632,Japan,Asia,Japan,Homo sapiens,SC002,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200884,SC002-T6,DRP006895
DRR239758,AMPLICON,601,12399446,PRJDB9239,SAMD00200885,MIMARKS.survey.human-gut,7087437,METAGEN,2017-01-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229633,Japan,Asia,Japan,Homo sapiens,SC003,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200885,SC003-T1,DRP006895
DRR239759,AMPLICON,601,15224133,PRJDB9239,SAMD00200886,MIMARKS.survey.human-gut,8700514,METAGEN,2017-02-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229634,Japan,Asia,Japan,Homo sapiens,SC003,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200886,SC003-T2,DRP006895
DRR239760,AMPLICON,601,13375755,PRJDB9239,SAMD00200887,MIMARKS.survey.human-gut,7628421,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229635,Japan,Asia,Japan,Homo sapiens,SC003,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200887,SC003-T3,DRP006895
DRR239761,AMPLICON,601,13429918,PRJDB9239,SAMD00200888,MIMARKS.survey.human-gut,7645090,METAGEN,2017-03-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229636,Japan,Asia,Japan,Homo sapiens,SC003,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200888,SC003-T4,DRP006895
DRR239762,AMPLICON,601,13208057,PRJDB9239,SAMD00200889,MIMARKS.survey.human-gut,7574935,METAGEN,2017-04-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229637,Japan,Asia,Japan,Homo sapiens,SC003,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:57:00Z,1,SAMD00200889,SC003-T5,DRP006895
DRR239763,AMPLICON,601,13245499,PRJDB9239,SAMD00200890,MIMARKS.survey.human-gut,7649518,METAGEN,2017-04-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229638,Japan,Asia,Japan,Homo sapiens,SC003,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200890,SC003-T6,DRP006895
DRR239764,AMPLICON,601,14893153,PRJDB9239,SAMD00200891,MIMARKS.survey.human-gut,8389088,METAGEN,2017-01-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229639,Japan,Asia,Japan,Homo sapiens,SC007,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200891,SC007-T1,DRP006895
DRR239765,AMPLICON,601,13866382,PRJDB9239,SAMD00200892,MIMARKS.survey.human-gut,7938909,METAGEN,2017-02-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229640,Japan,Asia,Japan,Homo sapiens,SC007,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200892,SC007-T2,DRP006895
DRR239766,AMPLICON,601,12672289,PRJDB9239,SAMD00200893,MIMARKS.survey.human-gut,7232718,METAGEN,2017-02-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229641,Japan,Asia,Japan,Homo sapiens,SC007,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200893,SC007-T3,DRP006895
DRR239767,AMPLICON,601,14725718,PRJDB9239,SAMD00200894,MIMARKS.survey.human-gut,8364488,METAGEN,2017-03-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229642,Japan,Asia,Japan,Homo sapiens,SC007,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200894,SC007-T4,DRP006895
DRR239768,AMPLICON,601,14412248,PRJDB9239,SAMD00200895,MIMARKS.survey.human-gut,8216713,METAGEN,2017-04-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229643,Japan,Asia,Japan,Homo sapiens,SC007,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200895,SC007-T5,DRP006895
DRR239769,AMPLICON,601,12879648,PRJDB9239,SAMD00200896,MIMARKS.survey.human-gut,7314247,METAGEN,2017-04-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229644,Japan,Asia,Japan,Homo sapiens,SC007,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200896,SC007-T6,DRP006895
DRR239770,AMPLICON,601,11519172,PRJDB9239,SAMD00200897,MIMARKS.survey.human-gut,6629571,METAGEN,2017-01-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229645,Japan,Asia,Japan,Homo sapiens,SC012,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200897,SC012-T1,DRP006895
DRR239771,AMPLICON,601,12219469,PRJDB9239,SAMD00200898,MIMARKS.survey.human-gut,7094690,METAGEN,2017-02-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229646,Japan,Asia,Japan,Homo sapiens,SC012,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200898,SC012-T2,DRP006895
DRR239772,AMPLICON,601,12909942,PRJDB9239,SAMD00200899,MIMARKS.survey.human-gut,7320845,METAGEN,2017-02-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229647,Japan,Asia,Japan,Homo sapiens,SC012,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200899,SC012-T3,DRP006895
DRR239773,AMPLICON,601,12381651,PRJDB9239,SAMD00200900,MIMARKS.survey.human-gut,7108604,METAGEN,2017-03-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229648,Japan,Asia,Japan,Homo sapiens,SC012,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200900,SC012-T4,DRP006895
DRR239774,AMPLICON,601,11630807,PRJDB9239,SAMD00200901,MIMARKS.survey.human-gut,6686289,METAGEN,2017-04-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229649,Japan,Asia,Japan,Homo sapiens,SC012,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200901,SC012-T5,DRP006895
DRR239775,AMPLICON,601,14655039,PRJDB9239,SAMD00200902,MIMARKS.survey.human-gut,8347037,METAGEN,2017-04-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229650,Japan,Asia,Japan,Homo sapiens,SC012,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200902,SC012-T6,DRP006895
DRR239776,AMPLICON,601,13349718,PRJDB9239,SAMD00200903,MIMARKS.survey.human-gut,7667799,METAGEN,2017-01-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229651,Japan,Asia,Japan,Homo sapiens,SC017,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200903,SC017-T1,DRP006895
DRR239777,AMPLICON,601,13821081,PRJDB9239,SAMD00200904,MIMARKS.survey.human-gut,7918168,METAGEN,2017-02-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229652,Japan,Asia,Japan,Homo sapiens,SC017,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200904,SC017-T2,DRP006895
DRR239778,AMPLICON,601,11580464,PRJDB9239,SAMD00200905,MIMARKS.survey.human-gut,6643853,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229653,Japan,Asia,Japan,Homo sapiens,SC017,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200905,SC017-T3,DRP006895
DRR239779,AMPLICON,601,13369751,PRJDB9239,SAMD00200906,MIMARKS.survey.human-gut,7742140,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229654,Japan,Asia,Japan,Homo sapiens,SC017,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200906,SC017-T4,DRP006895
DRR239780,AMPLICON,601,13486253,PRJDB9239,SAMD00200907,MIMARKS.survey.human-gut,7601419,METAGEN,2017-04-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229655,Japan,Asia,Japan,Homo sapiens,SC017,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200907,SC017-T5,DRP006895
DRR239781,AMPLICON,601,11703741,PRJDB9239,SAMD00200908,MIMARKS.survey.human-gut,6687209,METAGEN,2017-04-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229656,Japan,Asia,Japan,Homo sapiens,SC017,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200908,SC017-T6,DRP006895
DRR239782,AMPLICON,601,12337064,PRJDB9239,SAMD00200909,MIMARKS.survey.human-gut,7115510,METAGEN,2017-01-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229657,Japan,Asia,Japan,Homo sapiens,SC018,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:59:00Z,1,SAMD00200909,SC018-T1,DRP006895
DRR239783,AMPLICON,601,14140449,PRJDB9239,SAMD00200910,MIMARKS.survey.human-gut,8144895,METAGEN,2017-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229658,Japan,Asia,Japan,Homo sapiens,SC018,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200910,SC018-T2,DRP006895
DRR239784,AMPLICON,601,12449831,PRJDB9239,SAMD00200911,MIMARKS.survey.human-gut,7257363,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229659,Japan,Asia,Japan,Homo sapiens,SC018,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200911,SC018-T3,DRP006895
DRR239785,AMPLICON,601,12894686,PRJDB9239,SAMD00200912,MIMARKS.survey.human-gut,7472816,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229660,Japan,Asia,Japan,Homo sapiens,SC018,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200912,SC018-T4,DRP006895
DRR239786,AMPLICON,601,12468000,PRJDB9239,SAMD00200913,MIMARKS.survey.human-gut,7270625,METAGEN,2017-04-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229661,Japan,Asia,Japan,Homo sapiens,SC018,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200913,SC018-T5,DRP006895
DRR239787,AMPLICON,601,12421722,PRJDB9239,SAMD00200914,MIMARKS.survey.human-gut,7281341,METAGEN,2017-04-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229662,Japan,Asia,Japan,Homo sapiens,SC018,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200914,SC018-T6,DRP006895
DRR239788,AMPLICON,601,12210551,PRJDB9239,SAMD00200915,MIMARKS.survey.human-gut,6955172,METAGEN,2017-01-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229663,Japan,Asia,Japan,Homo sapiens,SC019,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200915,SC019-T1,DRP006895
DRR239789,AMPLICON,601,13124666,PRJDB9239,SAMD00200916,MIMARKS.survey.human-gut,7523346,METAGEN,2017-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229664,Japan,Asia,Japan,Homo sapiens,SC019,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:57:00Z,1,SAMD00200916,SC019-T2,DRP006895
DRR239790,AMPLICON,601,11664455,PRJDB9239,SAMD00200917,MIMARKS.survey.human-gut,6668766,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229665,Japan,Asia,Japan,Homo sapiens,SC019,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200917,SC019-T3,DRP006895
DRR239791,AMPLICON,601,13382644,PRJDB9239,SAMD00200918,MIMARKS.survey.human-gut,7627411,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229666,Japan,Asia,Japan,Homo sapiens,SC019,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200918,SC019-T4,DRP006895
DRR239792,AMPLICON,601,10994939,PRJDB9239,SAMD00200919,MIMARKS.survey.human-gut,6339491,METAGEN,2017-04-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229667,Japan,Asia,Japan,Homo sapiens,SC019,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:58:00Z,1,SAMD00200919,SC019-T5,DRP006895
DRR239793,AMPLICON,601,11809455,PRJDB9239,SAMD00200920,MIMARKS.survey.human-gut,6741176,METAGEN,2017-04-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229668,Japan,Asia,Japan,Homo sapiens,SC019,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:58:00Z,1,SAMD00200920,SC019-T6,DRP006895
DRR239794,AMPLICON,601,10475325,PRJDB9239,SAMD00200921,MIMARKS.survey.human-gut,6040656,METAGEN,2017-01-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229669,Japan,Asia,Japan,Homo sapiens,SC021,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200921,SC021-T1,DRP006895
DRR239795,AMPLICON,601,11019309,PRJDB9239,SAMD00200922,MIMARKS.survey.human-gut,6425447,METAGEN,2017-02-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229670,Japan,Asia,Japan,Homo sapiens,SC021,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T03:58:00Z,1,SAMD00200922,SC021-T2,DRP006895
DRR239796,AMPLICON,601,12041572,PRJDB9239,SAMD00200923,MIMARKS.survey.human-gut,6853641,METAGEN,2017-02-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229671,Japan,Asia,Japan,Homo sapiens,SC021,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:33:00Z,1,SAMD00200923,SC021-T3,DRP006895
DRR239797,AMPLICON,601,11504365,PRJDB9239,SAMD00200924,MIMARKS.survey.human-gut,6652512,METAGEN,2017-03-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229672,Japan,Asia,Japan,Homo sapiens,SC021,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200924,SC021-T4,DRP006895
DRR239798,AMPLICON,601,11092413,PRJDB9239,SAMD00200925,MIMARKS.survey.human-gut,6377033,METAGEN,2017-04-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX229673,Japan,Asia,Japan,Homo sapiens,SC021,Illumina MiSeq,missing,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Stratification of population who improve the blood parameters by Chlorella consumption,2021-01-20T00:00:00Z,2021-01-20T02:32:00Z,1,SAMD00200925,SC021-T5,DRP006895
