"sample_id","Putrescine","5-Aminovaleric Acid","Pyroglutamic Acid","Alanine","Aspartic Acid","Cysteine","Glutamic Acid","Proline","Tyrosine","2-Aminobutyric Acid","N-Acetyl-L-Aspartic Acid","beta-Alanine","Sarcosine","Anthranilic Acid","Cinnamic Acid","p-Cresol","Succinic Acid","Glutaric Acid","Malonic Acid","Acetic Acid","Propionic Acid","Valeric Acid","Isovaleric Acid","Caproic Acid","2-Methylbutanoic Acid","Glutarate semialdehyde","Enanthic Acid","Caprylic Acid","Pelargonic Acid","Capric Acid","Undecylic Acid","Lauric Acid","Tridecylic Acid","Sebacic Acid","Myristic Acid","Pentadecylic Acid","Palmitic Acid","Margaric Acid","Stearic Acid","Arachidonic Acid","Eicosatrienoic Acid","Eicosenoic Acid","Docosahexaenoic Acid","Clupanodonic Acid","Behenic Acid","Isotridecanoic Acid","Isomyristic Acid","Isopentadecanoic Acid","Anteisopentadecanoic Acid","Isopalmitic Acid/Anteisopalmitic Acid","Isomargaric Acid","Anteisomargaric Acid","Pimelic Acid","Methylsuccinic Acid","Suberic Acid","3-Methyladipic Acid","Undecanedioic Acid","Ethylmalonic Acid","Azelaic Acid","Dodecanedioic Acid","Indole","3-methylindole","Indoleacetic Acid","Linoleic Acid/Oleic Acid","Stearidonic Acid","Phenylacetic Acid","Hydrocinnamic Acid","Nicotinic Acid","Acetoacetate","2-Oxobutanoic Acid","Citric Acid","Tryptophan"
"Gran_33_UT",4957.41,56612.908,31892.453,19896.112,187789.6,3378.42,374175.484,147141.59,40285.7,69133.879,22982.649,84273.429,3793.899,13266.006,11870.943,626927.041,414344.634,71408.907,43597.004,475029.645,11931.164,318794.547,773757.632,247759.134,331074.679,2515.837,474.357,63962.209,3787.197,20186.459,3894.145,6182.078,17025.326,3555.564,110520.677,95216.899,2634490.242,11301.02,662005.68,11744.683,9424.771,95301.292,11720.586,7954.659,13074.155,8719.678,21710.764,106287.404,326256.814,18244.988,18790.71,11490.603,6018.689,106240.442,9345.62,15662.512,1677.659,2599.847,21627.774,6439.725,154217.328,51059.149,5356.456,307326.868,4981.334,221900.799,130409.297,59560.717,1875.176,7785.059,14441.126,13812.981
"Gran_55_UT",5662.28,378849.11,9226.37,19144.337,260003.148,4963.191,343433.582,163108.959,59510.077,79250.571,12619.219,131271.018,13861.022,9938.011,7595.471,519107.601,228327.771,11873.608,58998.674,321388.173,3428.6,152431.458,602999.031,22569.127,271102.185,10484.925,481.568,10179.55,11508.489,38566.478,38460.097,54066.236,32885.196,9014.601,175803.885,118890.093,2520180.898,8924.313,424293.371,4190.133,1886.342,174705.907,986.458,1718.325,2510.183,11821.048,60949.001,94825.257,308102.103,37696.53,19958.844,15760.78,49608.437,76150.378,49189.296,57931.607,4683.111,370.52,292154.532,5786.777,37376.161,74769.363,4997.782,280795.88,2011.203,167865.321,74472.06,22333.541,1428.181,4095.836,5164.189,14441.162
"Inf_27_UT",133550.386,1260736,73639.915,48565.075,1190236.673,46168.109,538324.163,1230226.239,228956,3686146.999,249449.995,143927.951,25488.157,4148.824,21173.497,118873.015,2669574.523,35398.71,186609.699,1242036.073,20472.441,25375.931,750493.689,5901.918,358680.072,2371.913,948,30959.334,10131.157,219756.008,2519.591,256057.811,32541.527,4607.605,287177.331,12156.748,2939395.066,4565.263,198781.888,13114.283,67106.015,9845.482,1246.191,5379.503,950.382,4976.095,11423.455,50525.627,289137.702,2896.548,1417.897,1072.919,6005.907,23906.617,5099.128,940.551,1480.622,2571.73,6439.255,9967.565,228785.057,975.234,50826.5,120740.352,8965.119,140118.196,2534.879,126279.481,1451.103,29671.619,122909.28,92533.264
"Moth_27_UT",234152.246,501555.092,23162.438,31865.255,675836.735,38369.459,763934.753,315163.051,135715.887,143753.797,140321.578,446342.379,57217.872,14365.559,10515.13,586378.767,1389941.442,109024.841,1330581.137,2077439.6,39792.49,968734.18,1407679.253,30058.645,598503.217,3947.778,2506.208,40912.466,0,49260.373,2391.25,8344.273,16412.388,3246.918,88289.825,52822.964,2248299.55,9988.55,579875.095,25727.408,25172.808,62365.392,10995.122,5085.345,41619.372,7717.737,17028.602,62865.367,204753.921,8445.842,7874.518,4632.082,11919.897,131144.38,12035.587,11298.151,1649.771,1708.184,51315.893,8636.138,622348.033,3111.206,9503.239,177157.235,2959.812,326590.505,1141471.556,284732.547,2964.061,127837.262,49986.443,65905.111
"Inf_50_UT",91081.871,2668,57419.146,40060.814,505278.898,7498.898,349525.348,1150543.236,26593,300184.208,193834.811,25839.423,25696.742,1571.614,385782.804,0,667663.148,3728.884,66022.388,2903527.415,19813.08,0,36942.049,1140.874,8236.358,2079.12,51755,10010.878,3154.36,53774.817,1282.643,201389.616,50145.006,535.669,326656.416,12932.09,1728395.752,2251.478,54950.866,44040.75,8462.974,21476.141,8527.089,2930.083,2634.494,2311.747,4955.793,9032.071,64125.577,2489.273,2017.106,1939.201,2167.388,4988.691,8840.172,513.584,478.799,637.772,3077.201,4202.876,3414.158,649.383,26745.336,148609.411,1745.696,8584.028,2324.161,62457.485,2952.899,62195.754,1305970.45,21570.381
"Moth_25_UT",21183.706,299112.483,30378.577,35879.361,794933.656,3943.496,402705.145,350750.651,258510.584,66384.562,154634.663,76998.622,12413.388,6510.669,10528.359,1474979.589,405551.587,369805.482,155763.956,1166632.084,12216.059,458652.157,1647459.603,180983.663,926468.647,6863.739,2314.052,52977.094,6562.885,35372.386,6976.328,28254.343,20981.083,8372.042,126080.251,100041.377,2303143.682,12328.046,854621.566,3665.926,3059.161,13216.769,273.146,0,6173.758,7412.604,44095.879,57634.666,264678.619,51804.814,25163.721,13767.047,47850.829,13688.668,50812.328,174584.444,5147.833,4783.83,313600.508,6664.455,331030.911,503267.091,8828.472,218770.115,638.23,330078.274,83246.77,45754.867,2377.335,19538.41,32154.911,64433.047
"Inf_24_UT",28524.5,17829,6481.051,51645.519,34112.81,25043.45,42353.022,813215.382,89325,308866.23,1696499.173,47838.853,47727.833,673.549,18829.727,0,5532412.924,4627.49,19833.446,2454410.187,5335.807,5460.343,33670.745,3745.246,14606.006,755.148,1608,2826.072,6027.916,6180.577,880.954,7243.059,2581.721,769.357,42717.836,8405.48,1256778.807,5833.567,217487.301,38558.482,6084.822,1667.458,10444.212,1957.231,1912.319,3527.122,10965.069,33229.37,184454.315,5159.928,3475.646,2898.583,1898.683,1784.015,3449.232,3859.011,403.806,3452.021,2687.035,9142.64,3713.878,272.509,6800.128,108763.088,1419.82,5868.339,0,50296.964,2673.293,13301.56,28460.647,114402.477
"Inf_44_UT",325378.984,2513724,37321.291,36186.353,358791.236,15609.058,204110.512,406629.172,103760,561313.417,121408.95,505585.547,34868.125,2398.779,212641.34,20023.606,452918.082,10112.043,943565.88,5068670.12,39179.419,71333.818,101112.07,4794.943,150690.892,4896.629,38212,14741.545,3879.769,127843.161,2969.1,160229.499,35961.363,1860.969,182565.102,12333.011,2443170.328,4035.13,135149.61,10574.428,9638.517,7103.317,2998.955,2802.137,2108.751,2389.98,5929.863,9791.027,90927.426,1880.586,1556.086,1327.24,8115.197,39463.267,32331.503,4771.03,1327.753,1550.055,13411.102,4419.704,20428.541,545.018,23601.063,143480.12,1829.923,74862.481,19838.819,87019.773,2959.236,100586.363,242101.362,65764.039
"Gran_51_UT",2221757.683,377441.475,21804.455,30652.347,627182.941,45236.115,431158.454,266844.588,103662.348,143112.902,33112.546,246445.753,28492.727,24279.369,16002.453,1396567.909,297962.53,136048.988,57200.339,1059887.863,22178.722,417912.939,1384691.016,16522.918,627026.243,2853.519,1729.159,4293.769,7184.198,23433.086,4898.881,17907.577,21840.754,1858.479,281640.803,72685.543,2712149.2,13800.78,424894.133,12872.877,28007.668,116662.047,1536.578,11861.098,7527.129,12385.567,25357.708,97982.873,371778.794,14298.898,17261.978,12156.594,7839.579,53961.781,8971.993,1757.414,1471.141,2949.98,25111.862,7680.523,746606.301,1919.439,30084.244,203002.737,14146.309,365861.863,7505.605,55905.556,2690.993,39465.056,50850.345,50181.539
"Moth_24_UT",7160.593,209975.453,50793.655,22204.921,364422.621,3408.833,463987.047,309450.228,139082.524,112554.622,185752.161,282127.99,11744.779,10043.158,7643.458,797969.865,751247.227,15944.842,128055.743,1935068.468,22661.633,713672.303,1650304.899,286042.978,960010.067,7843.573,3197.153,69885.422,1197.867,67786.601,8027.82,17120.643,21668.598,11662.799,128714.564,123668.856,2030534.308,15006.503,772483.345,3776.755,3234.544,42754.139,927.613,570.426,15912.751,14401.598,36231.338,89711.475,381092.828,22663.644,21407.898,7350.191,46600.022,19473.336,61177.817,90954.57,8418.472,2517.517,272469.732,8432.935,141380.156,15809.656,9898.097,245816.395,2977.86,351413.217,505296.794,150794.344,2884.938,34208.139,22091.554,49805.525
"Moth_21_UT",20531.887,369446.096,31273.162,27273.085,600715.769,5143.857,410643.231,306353.884,92615.813,133979.92,38563.924,193805.598,14346.394,7494.246,13894.491,811506.718,312472.322,20307.18,131239.329,789286.016,15717.219,483025.028,1593437.843,140170.418,910137.564,7743.53,1554.967,18820.047,3190.611,9196.268,16536.323,11836.257,82852.328,12144.04,107235.116,166104.996,2127642.143,35275.209,633564.755,4898.889,7522.196,34305.24,1339.022,182.536,8999.657,14839.738,122307.482,56950.697,529042.652,79077.408,76696.546,42681.377,54070.122,170097.361,65018.498,161039.459,7711.101,3164.252,311395.747,14655.079,158873.561,393799.96,44167.686,202555.066,1595.848,375749.657,273138.108,117070.804,2714.52,10715.713,16917.933,27040.599
"Inf_25_UT",214664.959,1295047,206663.081,70766.405,1141145.07,102194.731,619270.471,548684.054,233885,1777239.425,357518.315,115796.775,121425.381,2095.091,180958.067,2120.147,4251345.34,28826.429,50727.949,1816526.902,26404.3,9620.296,31155.162,3230.917,38614.27,3258.176,6999,17939.551,6633.983,33187.613,3324.032,17484.135,55011.382,1310.361,59063.405,8728.809,1308898.751,7810.475,339010.235,52701.987,51319.133,4175.57,4301.568,2487.458,1467.46,960.84,1556.099,2039.756,6875.396,2964.427,4481.296,2958.757,6265.736,8878.109,4317.599,1672.204,934.523,2621.266,6804.346,11048.444,7830.332,897.54,30420.868,95644.197,3688.924,9520.218,5046.809,178676.7,2008.732,73963.609,34948.411,103147.394
"Inf_35_UT",54722.973,214234,7980.104,29708.502,96639.937,15278.508,30484.517,292364.112,38720,83309.545,35201.817,13895.011,50185.506,651.097,61097.153,0,919647.249,4292.972,79777.598,1203983.517,2047.364,0,1182.916,4647.658,771.63,857.674,5110,16150.925,2811.545,13650.87,822.507,8449.892,13785.513,1374.385,53814.06,8437.921,1667732.899,8850.674,306809.378,18564.734,12899.21,2146.645,6053.105,1747.445,2458.284,836.328,2122.044,1797.684,8609.749,4406.581,5331.337,2768.016,5012.588,3172.947,8344.395,215.012,721.082,1060.89,71756.566,6369.525,3403.098,412.822,12756.8,131330.719,2280.134,2061.307,16585.203,37865.724,914.068,1866.407,77167.51,21013.213
"Moth_06_UT",5205.134,283222.805,27758.423,16669.861,477445.516,5903.288,257985.32,255014.093,279887.873,58511.055,89246.87,95986.411,17110.196,8644.802,3046.138,536754.86,306003.203,319393.449,80333.301,639142.101,10491.899,399620.086,1050096.056,28460.803,553268.02,11570.668,2049.667,38867.349,3144.6,128068.592,1203.136,79436.232,8052.818,6865.971,112286.137,57620.246,1886082.808,9766.73,944918.46,3091.722,1257.856,35588.336,424.593,335.41,13791.306,7099.088,28210.956,53197.501,157883.479,18068.855,19654.885,9497.851,46365.496,13839.212,53345.22,62991.089,3349.742,6111.098,224599.967,4486.514,95144.126,88135.227,5834.559,310338.534,1089.968,241249.038,322187.325,37258.734,2662.177,19189.526,30018.018,44387.078
"Gran_53_UT",14049.019,82380.67,46529.812,28983.291,327521.327,6532.374,362017.514,350288.997,168187.797,135932.918,49263.522,106281.478,9237.945,8865.658,14170.39,523748.765,477665.549,189765.246,76712.491,1274121.518,20701.415,763685.844,1151173.139,564406.865,599657.857,3619.071,823.714,225383.882,11407.497,57347.488,10843.246,16302.876,19986.766,5113.752,111543.005,63680.882,1862540.623,9336.143,569763.596,1964.523,4134.489,17884.883,0,1364.926,2620.759,6049.414,13658.036,42846.817,140434.525,9816.676,11144.001,5362.081,26425.524,181063.381,30816.33,103546.77,3322.519,3437.507,105346.704,7153.825,111362.721,108317.528,12072.718,152674.227,4596.277,255260.258,526977.446,73440.997,1626.623,25438.43,28557.609,30152.667
"Gran_11_UT",5334.032,9018.408,17441.875,19130.339,382975.991,23143.89,198480.295,442808.944,246586.273,16511.794,90067.412,10072.196,33963.454,2228.657,2594.273,242.469,255823.368,26462.598,199139.346,151012.256,571.601,0,149826.653,1693.766,13224.346,1828.937,1061.694,3177.519,10741.869,2837.697,80.226,1304.512,2119.304,659.271,4551.543,3217.639,898780.77,3344.26,117378.799,25238.439,6113.017,2077.945,4507.436,300.495,4176.799,567.506,1314.534,2101.343,3406.722,2314.971,1911.677,1234.544,1354.356,52061.484,4288.804,653.696,481.067,544.257,12708.115,10889.043,5431.4,198.27,8395.328,84808.873,1352.47,3623.84,1370.45,45354.747,3541.888,2989.684,121839.477,145585.088
"Moth_56_UT",116191.755,79086.741,28581.11,90784.294,684871.287,9461.329,569487.557,799265.898,221231.243,574606.199,58042.752,119027.186,8467.936,2561.875,800801.905,193777.613,1615976.058,176170.192,141593.58,2163694.332,23399.938,267857.413,936505.764,10431.642,475388.221,1541.84,52023.921,6629.382,0,48968.032,445.632,13487.828,5744.964,3016.039,117106.583,36815.274,1797308.56,9357.152,598383.272,2990.448,2816.6,6406.655,765.686,0,4401.137,4139.971,18242.25,22732.999,167120.405,17191.517,15662.567,9103.901,689.929,117825.31,12215.109,1619.983,3334.53,1707.271,35377.075,20253.1,170394.058,62925.543,10113.062,207893.698,1198.8,237544.396,407327.454,117581.534,1816.172,40902.46,26274.153,169340.649
"Moth_04_UT",12222.687,160827.355,39434.354,41157.729,962986.735,7618.226,703892.101,572118.903,489618.636,1239456.216,70602.752,518218.509,22269.293,9347.792,29581.605,322691.294,606450.361,288661.805,181190.851,1157747.335,27577.878,507182.14,1714415.411,29911.76,955780.673,4834.434,2109.63,17287.359,957.501,109745.576,76896.26,14151.977,35326.736,10446.057,82134.209,71555.271,1792642.771,11747.326,801380.895,3223.092,2347.971,20369.792,1267.355,281.79,19803.839,14104.289,23826.43,60248.356,225717.841,28159.167,8922.483,5862.644,24393.227,99895.274,34874.043,9025.354,6195.959,2256.265,109119.455,6462.78,129864.504,44150.153,37605.107,288579.006,774.408,305330.959,567248.274,150041.043,4964.041,32319.736,35325.841,90795.599
"Gran_17_UT",134104.037,565946.162,64205.396,28041.307,643344.596,24121.771,428126.355,278583.934,177808.891,315955.145,182308.538,398388.63,55792.999,8928.62,9972.815,214143.657,3022818.56,144265.108,132586.188,2850111.589,22202.874,798183.646,569668.419,748579.707,390975.68,6272.288,2494.38,76880.365,8767.935,13888.736,5156.113,5410.452,18055.439,4292.108,75243.092,80526.691,1769854.319,7619.356,608064.134,9713.296,9102.616,14185.663,1396.7,2383.858,19250.436,5139.413,23324.104,55182.911,285103.767,20693.217,6425.754,6621.738,9430.218,46548.961,13747.106,55500.13,3665.096,1962.517,80060.637,11441.386,495898.038,13166.991,43582.788,271115.145,3601.284,169923.863,285624.492,220100.97,2236.982,94430.584,27534.438,44809.547
"Gran_06_UT",16194.725,231147.282,23132.564,15992.314,323303.394,3136.288,320908.71,181273.583,83464.042,35221.638,88681.447,166472.933,10705.425,6221.251,8006.65,139079.435,431814.508,26706.658,111565.245,706427.285,10957.027,452961.669,520986,189789.261,274494.99,8404.299,560.895,116120.346,8373.149,117503.889,10829.239,24751.481,20825.68,4307.759,127279.768,71555.527,1884567.181,8402.33,585130.216,2511.108,5896.925,22744.722,1336.155,970.261,5990.468,8557.391,34385.319,49808.852,158507.324,45564.952,13798.206,9655.362,12426.492,29530.501,18046.783,38453.606,3374.756,4491.451,105601.16,2038.737,114315.656,21547.187,18181.009,309341.993,1670.699,131039.055,191276.218,76336.79,2002.46,9758.721,25914.872,16368.647
"Gran_19_UT",36775.881,57128.068,31031.763,94190.137,419257.681,10963.497,833309.888,1136903.582,407406.047,2618831.96,42068.858,385008.757,8214.813,10958.397,216023.749,476363.733,1082377.607,249902.162,69272.772,450365.313,12690.951,342390.821,1061087.387,13341.347,631587.64,2726.626,731.567,11087.722,7882.879,22580.486,5268.175,12533.39,29451.129,8075.58,135641.616,108476.607,2249006.33,10233.238,562761.438,7664.929,5206.026,58710.916,543.857,875.034,12814.245,12741.005,63263.139,79331.546,307153.708,26508.02,22569.371,9970.778,117928.502,141325.571,28125.82,2054.195,10657.57,7394.451,82105.093,17895.905,272204.635,63568.074,31407.592,195882.828,3512.18,258721.025,290179.223,80715.899,1554.462,20551.9,16112.671,174823.946
"Gran_31_UT",11355.657,194663.643,11734.29,17411.054,256156.748,3240.207,511714.125,164978.078,78768.456,36947.06,54852.227,153970.076,16657.445,13583.815,4523.954,661332.977,266680.989,12874.596,95063.305,420829.198,13839.184,604266.965,1057463.163,20869.718,663317.068,4286.046,1078.521,4803.126,11473.601,11440.118,4737.155,6621.281,37857.45,4549.361,96758.817,125332.268,2151255.93,14831.844,726004.222,3389.89,5388.416,31142.251,1693.159,845.407,5881.033,9453.453,46102.188,81901.439,385491.542,30042.973,24316.493,9321.864,17476.922,21302.161,20917.188,32282.291,2327.585,2342.787,112279.649,6782.966,384226.01,167652.073,30042.858,256985.459,2384.591,325647.307,819814.143,116923.673,2764.156,17047.036,33883.208,16503.472
"Gran_21_UT",12807.723,101056.355,58739.03,30831.028,529099.289,3164.346,391874.232,356188.677,86382.592,294128.409,34571.279,113454.851,6090.558,12946.199,14519.448,336662.314,652455.535,14763.075,161445.895,726040.481,9236.186,231023.288,733750.817,38053.779,308937.602,5192.125,495.991,9893.443,9967.903,40867.206,34560.858,20657.63,44178.841,6672.918,203711.759,126644.544,2625820.016,7718.593,370939.109,4204.991,3994.723,77927.918,614.84,1795.565,28971.98,13051.64,28676.825,85664.095,298672.43,36024.09,17050.698,14078.224,25438.162,36805.923,27502.119,57105.273,4913.926,4530.453,132612.634,7663.756,51979.68,49303.99,8082.966,237960.34,3706.299,186355.963,237508.757,80770.324,1930.299,9306.018,25614.851,28514.803
"Gran_30_UT",23720.245,504659.694,30398.213,45082.649,840931.189,17743.198,531866.351,559918.793,294738.698,2442982.256,133431.699,278009.313,20074.725,6601.022,26425.888,402209.646,1020791.335,207688.302,71392.239,1065674.607,24313.168,872646.219,1345367.141,1040445.412,721692.896,5410.255,1472.75,108559.107,10892.438,41895.487,3122.447,17028.165,14728.787,10427.045,130655.947,94121.365,2088804.968,10988.426,488314.056,5659.014,2311.587,28803.068,1203.583,2064.318,2320.95,4711.295,24534.378,41363.756,119934.978,34411.564,17949.653,11620.185,18854.403,97366.111,31960.934,63229.064,4746.281,4908.951,97790.342,4425.646,307852.077,15435.762,12991.08,146161.534,8185.893,290516.193,293490.051,144933.9,2697.007,38610.861,57048.649,70235.38
"Gran_01_UT",23578.58,137000.974,81449.227,35932.891,515998.435,6238.282,469220.373,424871.788,130506.528,878214.591,82223.764,285429.796,32110.119,10490.678,24916.26,422436.443,654657.115,249808.293,76124.978,1068698.27,19968.8,596919.461,1001814.957,545743.463,613276.736,4072.111,1316.5,161119.31,9688.798,16215.271,5052.965,8305.562,28917.274,6960.493,79712.392,64747.846,2032552.074,14891.386,792091.955,9045.72,3573.443,28212.788,3001.13,2244.192,7567.027,4308.067,17208.245,61681.489,126202.676,15755.439,10203.399,5722.7,14154.879,50863.688,25103.196,37304.304,5477.6,2070.659,76628.419,5258.106,296545.836,10102.309,41243.526,212513.809,3233.2,245975.175,163513.823,192674.738,2581.75,30198.982,44739.586,27749.801
"Moth_01_UT",54648.343,110086.5,53882.533,25612.667,347336.359,4356.688,379618.702,290672.461,136521.525,101398.744,48007.548,243348.543,13655.719,12656.88,12841.903,670189.554,308935.56,129646.991,81945.988,814621.93,12515,648153.23,1014972.972,727263.099,536254.808,4429.358,1584.948,337711.152,0,7031.339,874.098,5547.645,8479.199,3870.389,77317.365,50748.993,2021255.297,10698.042,644483.801,4612.265,709.178,20717.874,5352.03,1869.285,14844.159,6786.131,17739.107,50715.956,155173.68,34741.973,8710.377,5705.912,8890.908,132423.551,14375.9,1933.408,2638.569,2195.063,27170.149,8544.467,205232.635,140329.988,20215.083,277198.85,2305.175,211084.119,145968.803,135668.954,1645.754,9455.856,37787.914,46345.88
"Gran_04_UT",5934.38,123067.773,53314.901,19532.987,302937.696,3557.161,310725.153,180143.013,104641.945,39739.433,77175.738,301675.244,7207.075,7077.735,13490.022,485603.894,902548.999,12776.46,103578.024,670129.679,7907.818,264257.197,897019.815,120750.191,486005.092,8088.64,410.255,22784.505,8859.746,12594.452,9029.884,13401.722,21335.902,9266.963,121650.721,125720.434,2708062.972,16304.51,1124764.222,1605.793,1592.933,33260.08,1251.602,390.432,18141.259,7983.912,31932.526,56655.786,130061.391,19208.785,19796.321,6888.938,59432.796,288944.837,50920.04,194160.256,6692.415,3928.579,259730.977,5569.785,70816.408,63335.815,5865.89,210322.075,1391.718,207815.135,169850.515,56282.217,2205.913,8150.704,20164.32,19078.113
"Gran_24_UT",8505.945,72094.242,42311.774,45885.476,647612.876,6517.825,448132.692,647599.937,119305.127,195171.796,38273.954,272382.398,21563.756,9565.236,26390.391,530225.135,1032134.141,55885.492,68357.811,637183.902,11484.349,375002.685,812308.629,159623.109,359819.075,2395.236,475.959,27749.108,5225.873,25643.492,7727.166,19728.857,39079.837,1211.924,209829.066,129169.593,2571896.92,14180.855,742075.584,1435.98,1975.554,219840.385,0,1187.168,19573.043,13958.654,58814.362,100703.516,415322.073,33530.408,57389.931,20702.976,6561.638,27685.607,11623.955,49129.99,584.326,1594.656,48159.696,3686.888,124535.818,35831.097,44503.121,258041.143,1181.688,217001.569,118196.168,40951.449,1008.246,12747.381,443567.629,88233.901
"Inf_03_UT",35164.912,262838,23015.153,45784.402,541025.758,8503.768,312517.283,670243.042,98496,1044856.492,122398.144,29328.226,33548.6,541.202,112430.039,0,52465.643,4411.037,73146.612,1111952.676,11952.112,0,17303.78,381.071,7026.062,922.739,387,8018.523,1203.945,5091.095,5590.707,12613.518,133767.656,993.442,68577.235,25140.744,1378885.107,10693.465,281673.663,10835.884,3514.864,580.287,2391.804,349.259,801.614,1346.499,5609.194,8070.727,75174.583,3758.947,3313.07,2248.02,3026.758,12746.033,3742.053,344.427,576.866,654.284,2841.497,2072.093,1268.558,294.542,5319.159,78321.803,1647.432,1858.659,0,54434.161,1187.338,14977.072,16860.29,62876.258
"Moth_28_UT",29338.731,191140.637,11473.371,31353.891,801406.619,22774.334,697630.937,357986.441,543534.398,114803.109,53458.745,322589.415,18221.233,10351.956,10912.847,933505.47,787571.894,129006.552,135431.557,1447479.723,38166.77,1502438.799,1348943.514,286091.94,783770.013,3629.994,3184.888,14040.747,0,5567.851,6595.073,11722.632,13362.092,4882.555,49239.166,44391.338,1728486.177,8213.159,590624.228,8042.681,13972.379,11185.175,1162.559,3642.738,13955.083,9146.719,17355.549,66728.131,286623.826,4280.179,7673.498,3795.469,21664.531,205518.423,28772.473,2347.909,3800.026,3137.761,77575.96,8639.194,967796.276,10739.637,17645.253,156396.818,2044.305,274943.237,316810.464,121808.619,2641.483,106839.632,30307.066,96364.723
"Inf_51_UT",431380.222,425320,26877.398,21576.001,473951.558,2666.772,211229.613,159194.156,97108,234521.975,83682.44,677530.288,5080.401,4008.206,24323.316,25806.844,5287697.991,34119.673,461513.183,1267614.581,35064.385,43609.422,700170.407,4702.598,366345.636,3200.998,1821,8940,511.296,35563.731,1419.727,135281.756,21873.68,2643.131,264206.336,38799.514,2304491.866,7223.316,139299.639,4020.053,3434.847,29125.121,539.689,665.09,3129.907,19408.535,86552.474,43267.429,505717.854,14550.619,11542.908,8671.907,7805.339,210574.135,8322.181,2270.366,1572.921,1342.625,34357.736,3035.591,99841.161,897.54,25227.637,181354.462,2373.385,163474.394,29193.88,108248.288,2451.508,35209.754,26000.17,36914.16
"Gran_56_UT",3850.869,175723.75,17351.77,24035.406,494970.403,3147.719,405717.798,244434.517,64184.613,85155.12,22386.972,117205.528,15178.676,17396.517,3701.596,609360.37,508734.554,345764.866,109996.44,585027.173,10966.084,316931.115,1077548.108,99002.084,410969.748,5939.849,854.964,41645.879,15733.624,78030.221,11264.751,24220.61,30298.635,8400.325,252336.859,142134.728,2661771.364,23333.41,826507.755,3111.821,2377.009,34062.741,420.68,2300.27,11013.114,15073.753,40188.399,159084.787,347241.907,91890.199,63417.504,31527.588,28010.131,32486.765,28687.249,112715.969,3262.993,2068.886,158112.052,4770.861,29303.134,63490.654,10966.151,139075.359,3238.503,242324.156,117917.766,43036.039,3274.292,12874.384,21621.565,19775.204
"Inf_28_UT",69658.131,706865,5852.736,20662.72,228583.173,4842.297,166576.959,158043.869,19932,41259.403,71613.149,64561.431,71650.697,2030.1,60543.643,0,308754.224,13377.413,548431.145,4086005.029,13190.802,4964.34,24001.942,267.685,12151.588,2439.935,9666,825233.991,3885.619,16850.517,4541.852,7566.668,74377.863,308.383,33198.167,4966.727,342280.065,1592.509,14440.978,5908.344,1982.774,11091.921,569.127,1164.195,14.444,1141.549,433.255,220.246,1584.483,557.499,647.982,1596.321,8550.934,11367.337,2480.903,4765.935,757.617,601.653,3764.256,1586.268,4098.759,351.363,11645.745,20004.324,839.258,13565.784,660.32,126922.439,1878.83,58118.238,70636.411,17423.037
"Gran_36_UT",73093.079,336432.727,34245.506,21888.77,363976.629,8043.362,426027.739,237807.904,111712.85,99826.4,75475.858,204495.494,23497.136,5639.602,12426.084,392032.117,691085.694,155099.328,71772.332,1310495.154,28583.068,846597.776,837511.173,44481.814,433133.303,4325.897,1753.197,5939.967,3308.863,11027.218,7375.7,14689.109,83600.258,4598.268,128329.163,123485.031,2162521.04,24173.941,647519.986,14993.416,5920.715,14049.061,2766.259,1969.09,6229.859,17490.133,135235.736,58624.713,547033.533,41953.556,44004.128,17430.278,18501.487,235019.622,14717.746,5686.377,1563.467,4925.793,36256.052,2878.1,338582.63,75630.42,25436.267,185409.339,1952.861,199646.396,244636.597,130085.188,1944.33,46504.486,18354.164,20795.872
"Inf_05_UT",30877.249,6720,41284.132,42659.905,200726.179,59648.428,217698.111,537681.491,84721,194696.374,261941.942,32263.156,35342.429,1617.699,74753.289,1647.983,3133498.262,3524.457,26973.809,909331.086,4739.754,3059.043,27563.461,2146.152,6446.811,1217.503,8532,12829.637,4085.691,26066.446,1942.561,15538.362,31876.956,951.826,68215.212,12876.94,1073251.395,3555.688,139152.705,17394.408,6102.472,4473.331,6380.598,1015.501,4074.511,1578.996,10788.148,13161.188,122591.252,3870.224,1744.21,1481.649,2210.961,3253.806,3550.205,0,915.294,2343.659,2851.527,4488.176,2303.755,359.48,6901.133,67935.68,1236.326,5717.408,1770.243,33999.246,1747.343,12437.624,1749095.237,86102.785
"Gran_26_UT",135978.506,148778.099,81724.235,31207.327,821565.503,12170.001,380698.047,242612.828,120457.164,90290.823,147883.64,198832.636,19844.854,7345.574,35247.994,186141.175,513131.273,89366.951,113111.94,1287230.557,29658.845,1018227.988,442114.885,794072.514,280048.456,1858.3,1642.621,146797.714,3526.454,17692.183,3677.662,13855.027,22946.058,2700.663,95401.266,73352.518,2295074.088,7894.241,302070.924,4522.329,8344.312,12416.817,1568.938,1452.746,1174.155,6582.073,72231.634,31908.223,377621.145,24888.263,11124.702,9272.643,7672.672,100111.846,27465.547,4342.131,3224.119,1953.653,64788.389,11438.427,296389.681,20076.216,37913.971,223606.421,1592.202,107027.09,376555.077,168850.97,1186.643,41063.856,19550.6,52970.901
