"","Acetanaerobacterium_elongatum","Acetivibrio_cellulolyticus","Acetivibrio_ethanolgignens","Acidaminococcus_fermentans","Acidaminococcus_intestini","Acinetobacter_baumannii","Actinobacillus_rossii","Actinomyces_cardiffensis","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_meyeri","Actinomyces_odontolyticus","Actinomyces_oris","Adlercreutzia_equolifaciens","Aggregatibacter_segnis","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerococcus_murdochii","Anaerococcus_prevotii","Anaerococcus_vaginalis","Anaerofilum_agile","Anaerofustis_stercorihominis","Anaeroglobus_geminatus","Anaerosporobacter_mobilis","Anaerostipes_butyraticus","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Atopobium_parvulum","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coprocola","Bacteroides_coprophilus","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_plebeius","Bacteroides_salyersiae","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Barnesiella_viscericola","Bifidobacterium_adolescentis","Bifidobacterium_animalis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_pullorum","Bilophila_wadsworthia","Blautia_faecis","Blautia_glucerasea","Blautia_hydrogenotrophica","Blautia_luti","Blautia_schinkii","Blautia_stercoris","Blautia_wexlerae","Bradyrhizobium_elkanii","Burkholderia_cepacia","Butyricicoccus_pullicaecorum","Butyricimonas_synergistica","Butyricimonas_virosa","Cardiobacterium_valvarum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Cellulosilyticum_ruminicola","Christensenella_minuta","Cloacibacillus_evryensis","Clostridium_aldenense","Clostridium_aminobutyricum","Clostridium_aminovalericum","Clostridium_asparagiforme","Clostridium_bartlettii","Clostridium_bifermentans","Clostridium_cadaveris","Clostridium_citroniae","Clostridium_clostridioforme","Clostridium_colinum","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycolicum","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_hiranonis","Clostridium_hylemonae","Clostridium_indolis","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_oroticum","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_piliforme","Clostridium_polysaccharolyticum","Clostridium_populeti","Clostridium_quinii","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_saccharogumia","Clostridium_sartagoforme","Clostridium_scindens","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_straminisolvens","Clostridium_symbiosum","Clostridium_tertium","Clostridium_thermocellum","Clostridium_viride","Collinsella_aerofaciens","Collinsella_stercoris","Collinsella_tanakaei","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Corynebacterium_amycolatum","Corynebacterium_argentoratense","Corynebacterium_durum","Corynebacterium_variabile","Dehalobacterium_formicoaceticum","Denitrobacterium_detoxificans","Desulfovibrio_desulfuricans","Desulfovibrio_fairfieldensis","Desulfovibrio_legallii","Desulfovibrio_piger","Dialister_invisus","Dialister_pneumosintes","Dialister_propionicifaciens","Dialister_succinatiphilus","Dioscorea_elephantipes","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Eggerthella_sinensis","Enterococcus_avium","Enterococcus_durans","Enterococcus_faecalis","Enterococcus_faecium","Enterorhabdus_mucosicola","Erwinia_psidii","Escherichia/Shigella_coli","Escherichia/Shigella_sonnei","Eubacterium_biforme","Eubacterium_brachy","Eubacterium_contortum","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_dolichum","Eubacterium_eligens","Eubacterium_fissicatena","Eubacterium_hallii","Eubacterium_infirmum","Eubacterium_limosum","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_saphenum","Eubacterium_siraeum","Eubacterium_sulci","Eubacterium_tarantellae","Eubacterium_uniforme","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Finegoldia_magna","Flavobacterium_anhuiense","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_mortiferum","Fusobacterium_necrogenes","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Fusobacterium_varium","Gemella_asaccharolytica","Gemella_haemolysans","Gemella_morbillorum","Gemella_sanguinis","Gemmiger_formicilis","Gordonibacter_pamelaeae","Gracilibacter_thermotolerans","Granulicatella_elegans","Haemophilus_parainfluenzae","Haemophilus_pittmaniae","Haemophilus_sputorum","Herbiconiux_solani","Holdemania_filiformis","Howardella_ureilytica","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Klebsiella_pneumoniae","Kluyvera_cryocrescens","Kluyvera_georgiana","Lachnospira_pectinoschiza","Lactobacillus_acidophilus","Lactobacillus_casei","Lactobacillus_coleohominis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_fermentum","Lactobacillus_gasseri","Lactobacillus_iners","Lactobacillus_johnsonii","Lactobacillus_mucosae","Lactobacillus_oris","Lactobacillus_plantarum","Lactobacillus_reuteri","Lactobacillus_ruminis","Lactobacillus_sakei","Lactobacillus_salivarius","Lactobacillus_sanfranciscensis","Lactococcus_garvieae","Lactococcus_lactis","Lactonifactor_longoviformis","Leuconostoc_citreum","Leuconostoc_lactis","Leuconostoc_pseudomesenteroides","Megamonas_funiformis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Methanobrevibacter_smithii","Methanosphaera_stadtmanae","Methylobacterium_komagatae","Microbacterium_ginsengisoli","Micropruina_glycogenica","Mitsuokella_multacida","Modestobacter_multiseptatus","Morganella_morganii","Neisseria_subflava","Novosphingobium_sediminicola","Odoribacter_splanchnicus","Olsenella_profusa","Olsenella_uli","Olsenella_umbonata","Oribacterium_sinus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Papillibacter_cinnamivorans","Parabacteroides_chinchillae","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_gordonii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasporobacterium_paucivorans","Parasutterella_excrementihominis","Parvibacter_caecicola","Parvimonas_micra","Pediococcus_acidilactici","Peptoclostridium_difficile","Peptoniphilus_asaccharolyticus","Peptoniphilus_coxii","Peptoniphilus_duerdenii","Peptostreptococcus_stomatis","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Photorhabdus_luminescens","Porphyromonas_asaccharolytica","Porphyromonas_bennonis","Porphyromonas_uenonis","Prevotella_bivia","Prevotella_buccalis","Prevotella_copri","Prevotella_corporis","Prevotella_stercorea","Prevotella_timonensis","Propionibacterium_acidifaciens","Propionibacterium_propionicum","Proteus_mirabilis","Pseudoscardovia_suis","Pyramidobacter_piscolens","Ralstonia_pickettii","Rhizomicrobium_palustre","Robinsoniella_peoriensis","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_dentocariosa","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Sarcina_ventriculi","Sediminibacterium_salmoneum","Shuttleworthia_satelles","Slackia_equolifaciens","Slackia_faecicanis","Slackia_isoflavoniconvertens","Slackia_piriformis","Solobacterium_moorei","Sphingopyxis_rigui","Sporomusa_ovata","Streptococcus_anginosus","Streptococcus_cristatus","Streptococcus_downei","Streptococcus_equinus","Streptococcus_gordonii","Streptococcus_intermedius","Streptococcus_lactarius","Streptococcus_macedonicus","Streptococcus_mutans","Streptococcus_parasanguinis","Streptococcus_peroris","Streptococcus_pleomorphus","Streptococcus_salivarius","Streptococcus_sanguinis","Streptococcus_sobrinus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succiniclasticum_ruminis","Sutterella_stercoricanis","Sutterella_wadsworthensis","Synergistes_jonesii","Turicibacter_sanguinis","Vallitalea_guaymasensis","Veillonella_atypica","Veillonella_dispar","Veillonella_parvula","Veillonella_rogosae","Weissella_cibaria","Weissella_confusa"
"N12_HW",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,299,0,0,0,0,2445,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"N11_HW",0,0,0,0,0,0,0,0,10,0,0,66,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,6,22,0,0,0,0,205,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,2852,0,0,2339,4,0,19,0,141,0,0,0,0,1147,0,0,0,0,0,0,0,17,0,0,0,0,21,0,0,58,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,15,0,0,1,3,44,0,0,5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,46,98,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,73,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,0,36,28,0,0,0,0,979,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"H5_HW",0,0,0,0,0,0,0,5,0,0,0,0,0,87,0,0,16,60,0,0,283,0,0,0,0,0,0,0,0,0,0,0,2,0,641,14,0,0,2,1351,0,0,312,0,4516,73,0,4,257,0,215,0,31,840,26,55,121,1640,350,368,33,0,5,0,77,0,0,1356,203,0,44,97,2,0,1739,0,56,0,0,0,0,0,36,0,0,2,0,8,0,80,0,0,7,0,0,0,0,0,0,6,0,0,15,385,0,0,0,75,0,9,140,0,488,0,0,0,0,0,0,0,977,420,0,0,0,2,0,0,0,0,0,0,2815,0,494,221,0,19,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,503,269,0,0,0,0,0,0,0,0,199,0,0,0,0,39,5,13,0,0,1,2409,19,0,0,0,241,0,0,0,0,0,0,0,3304,0,0,638,6,0,0,0,0,0,0,0,4,0,202,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,86,0,0,0,0,158,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,7,0,0,16,0,233,1279,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,30,0,0,0,0,0,0,0,0,0,0
"N10_HW",0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,13,0,32,0,0,0,0,0,0,0,73,0,932,122,0,0,921,0,0,0,0,3787,0,0,0,91,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,191,0,0,0,0,0,0,0,0,0,0,1766,0,0,0,0,11,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,475,0,0,0,0,0,0,0,0,19,0,139,0,0,0,0,0,0,0,0,1148,0,0,0,0,11,0,0,0,0,0,0,0,1986,0,0,399,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,1511,0,0,0,736,0,19,0,0,0,0,0,16,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,55,785,7,0,0,0,0,0,0,61,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,104,29,17,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N9_HW",0,0,0,0,0,0,0,0,0,0,0,7,0,37,0,972,39,0,0,0,431,0,202,0,0,0,0,0,0,0,0,0,1,0,1578,4,0,0,0,0,0,0,0,0,120,0,0,0,57,73,0,0,32,0,0,0,0,31,0,4,0,0,11,0,0,0,408,159,0,0,51,142,0,0,161,2,0,0,0,0,0,0,59,0,0,0,0,14,0,0,0,0,0,246,0,4,0,0,0,302,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,499,0,0,0,0,67,52,0,0,0,0,0,6,0,3,0,6,0,0,0,0,12,37,82,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,241,0,0,0,0,0,0,0,0,9296,0,0,0,10,187,0,0,0,19,0,2619,0,0,0,170,24,0,0,0,0,0,0,134,3767,0,0,80,84,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,185,0,11,0,0,5,0,0,0,190,0,0,0,3,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,87,0,0,0,0,0,0,650,129,0,0,0,0,175,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,0,0,0
"N8_HW",0,0,0,51,0,0,0,0,8,0,0,277,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,34,0,56,89,0,0,0,0,37,16,0,0,0,0,0,0,0,2429,456,1,21,729,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,128,0,0,321,0,103,0,0,0,0,2,0,0,45,0,0,0,0,3,6,0,0,0,0,0,6895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,5802,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,17,0,0,6992,0,0,0,295,10633,1,6,0,0,0,0,0,14954,0,0,1708,87,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,351,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,114,0,400,140,0,11,0,0,0,0,0,109,49,20,5466,0,0,0,0,0,0,0,22,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,26,0,0,0,0
"N7_HW",23,0,0,0,0,0,0,0,5,0,0,67,0,4321,0,1025,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1148,0,0,0,0,186,0,0,33,0,0,0,0,0,470,0,50,0,0,33,0,0,0,97,216,0,22,0,46,0,1795,44,0,4171,264,1,10,0,0,0,639,0,0,0,0,0,0,0,8,0,0,0,0,37,185,0,0,0,0,56,0,0,0,0,0,44,0,0,83,18,0,2,0,312,0,0,90,10,0,0,0,0,0,3,0,0,0,333,0,0,0,0,23,0,0,0,12,0,5854,0,0,0,0,72,90,95,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1195,5297,1008,0,0,0,0,0,0,0,2347,6,0,0,0,140,0,0,0,0,0,1,0,15,0,205,41,0,0,0,0,0,0,0,93,0,0,28,0,0,0,0,0,0,0,0,0,37,189,206,0,0,0,0,0,0,0,583,25,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,23,0,0,0,0,117,105,0,0,137,0,0,2,0,0,0,0,0,0,0,0,114,967,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,438,0,0,16,71,0,135,0,0,0,0,49,28,0,0,48,0,628,5960,0,0,0,0,0,0,0,6,0,0,18,3,0,0,0,0,0,0,0,18,0,0,295,0,0,474,0,0,0,0,0,129,0,0,21,0,0,0,0
"N6_HW",0,0,0,0,0,0,0,0,28,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992,0,0,38,0,0,0,0,3,0,0,0,0,0,5,0,7,0,2,16,0,18,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,0,45,0,18,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,24,0,0,0,609,0,0,52,0,0,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,6138,0,17,0,174,0,0,0,0,0,5851,1,0,3,0,0,0,0,0,0,0,1507,0,0,0,108,4131,0,140,0,35,0,0,0,5,40,0,0,2,0,0,0,0,0,0,25,45,47,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,21,0,0,0,0,0,0,0,0,0,37,0,85,0,0,0,0,0,0,0,0,24,0,0,0,5,0,0,0,12,0,0,0,187,0,0,0,36,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,33,0,0,0,0,22,0,0,0,0,0,1444,0,3,7577,0,4,9,0,2,0,0,171,0,0,2,12,0,0,0,0,10,0,0,0,0,0,178,19,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
"N5_HW",0,0,0,0,0,0,0,0,0,0,0,54,0,6,3,0,0,6,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,49,0,0,0,3,21,16,28,0,0,0,90,0,82,43,0,0,0,141,0,0,1722,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,870,0,0,0,0,0,0,13,0,25,0,0,0,0,354,0,0,0,0,4,8314,0,0,0,0,0,0,0,0,40,0,885,0,0,0,0,18,209,83,0,0,0,0,0,0,0,0,0,0,39,9,0,31,0,135,951,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,88,0,0,0,382,0,0,0,18,301,0,0,0,0,0,0,53,12392,0,0,0,3,0,0,0,0,0,0,2,15,0,1164,0,0,0,294,0,8,0,0,0,0,2,730,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,92,0,0,144,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,257,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,22,0,0,51,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0,0,0,107,0,653,1528,0,38,0,3119,8,0,0,0,0,241,549,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,1,0,0,0,0,0,0,119,0,26,455,0,0,0,0,0,14,0,35,104,32,0,0,0
"N4_HW",0,0,0,0,0,0,0,0,0,33,0,231,0,26,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,10,0,0,0,0,341,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,7,6,0,0,106,265,0,0,0,0,0,0,0,0,3327,0,0,47,1793,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,87,32,0,0,0,0,0,9,0,0,58,1148,2,0,0,80,0,0,0,0,40,0,4726,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,528,425,0,0,0,0,0,0,0,0,32,0,0,0,0,232,0,58,0,0,0,5123,0,0,0,0,63,0,0,0,19,0,0,33,16476,0,0,11,5,0,0,0,0,0,0,18,14,13,1362,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,6,0,0,10,0,0,9,78,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,58,35,211,71,1344,61,0,0,281,65,2080,415,0,0,0,0,627,0,0,60,0,0,10,34,0,0,0,0,29,0,0,41,1,0,119,6,0,178,0,0,0,0,0,421,0,0,0,16,0,0,0
"N3_HW",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,322,21,0,10269,0,0,0,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,729,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,0,0,2,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2957,0,620,10038,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,22,0,0,0,0
"N2_HW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,87,7,0,0,0,0,0,0,0,0,0,18,7,0,4487,0,0,0,49,0,0,0,1352,50,0,0,0,0,113,0,100,5,0,535,0,0,13,18,0,0,25,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,915,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,19,382,0,0,0,0,0,0,12,0,0,0,475,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,96,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,6,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,66,24,0,0,0,0,0,0,0,0,0,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,53,0,4,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,259,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,37,0,0,0,0,0,0,0
"N1_HW",0,0,0,0,0,0,0,0,0,0,0,102,27,127,0,1069,78,272,0,27,6,2,41,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,78,399,0,293,0,0,0,0,1035,0,0,56,0,44,29,0,9,313,476,152,765,660,0,0,0,0,0,0,7,0,0,105,655,0,0,812,29,44,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,103,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1533,0,0,0,44,0,0,0,0,0,0,5616,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,18082,0,0,0,0,0,0,0,0,0,0,838,0,0,30,0,202,0,0,0,3438,0,0,0,262,4648,0,0,0,29,0,0,277,4721,0,0,5,14,0,0,0,0,0,0,0,6,12,290,11,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0,0,0,1227,43,0,0,136,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,25,0,13,92,0,3,0,0,0,0,12,0,0,102,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,73,0,0,0,0,0,12,0,0,0,0,0,0,0
