Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Collection_Date,host_subject_id,subject_information
SRR8058588,AMPLICON,350,15656200,PRJNA436359,SAMN10243165,Metagenome or environmental,8593050,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888124,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75157,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75157,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75157_SubjectID_12455,
SRR8058589,AMPLICON,350,22229550,PRJNA436359,SAMN10243170,Metagenome or environmental,12224202,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888123,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75124,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75124,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75124_SubjectID_8771,
SRR8058591,AMPLICON,350,15001350,PRJNA436359,SAMN10243168,Metagenome or environmental,8364848,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888121,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75122,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75122,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75122_SubjectID_1119,
SRR8058592,AMPLICON,350,20673100,PRJNA436359,SAMN10243169,Metagenome or environmental,11397755,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888120,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75123,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75123,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75123_SubjectID_12609,
SRR8058593,AMPLICON,350,2038400,PRJNA436359,SAMN10243192,Metagenome or environmental,1155127,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888119,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74893,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74893,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74893_SubjectID_9761,
SRR8058594,AMPLICON,350,1556800,PRJNA436359,SAMN10243193,Metagenome or environmental,865017,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888118,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74891,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74891,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74891_SubjectID_7966,
SRR8058595,AMPLICON,350,4471600,PRJNA436359,SAMN10243188,Metagenome or environmental,2383080,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888117,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74898,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74898,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74898_SubjectID_11935,
SRR8058596,AMPLICON,350,2925650,PRJNA436359,SAMN10243189,Metagenome or environmental,1629469,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888116,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74897,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74897,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74897_SubjectID_3249,
SRR8058597,AMPLICON,350,4657100,PRJNA436359,SAMN10243190,Metagenome or environmental,2574126,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888115,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74896,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74896,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74896_SubjectID_1527,
SRR8058598,AMPLICON,350,5945100,PRJNA436359,SAMN10243191,Metagenome or environmental,3064626,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888114,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74894,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74894,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74894_SubjectID_11721,
SRR8058599,AMPLICON,350,41155800,PRJNA436359,SAMN10243184,Metagenome or environmental,27408454,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888113,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94763,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94763,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94763_SubjectID_15368,
SRR8058600,AMPLICON,350,20463450,PRJNA436359,SAMN10243185,Metagenome or environmental,13517256,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888112,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94762,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94762,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94762_SubjectID_8298,
SRR8058601,AMPLICON,350,17044300,PRJNA436359,SAMN10243186,Metagenome or environmental,9232164,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888111,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75052,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75052,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75052_SubjectID_41,
SRR8058602,AMPLICON,350,25906300,PRJNA436359,SAMN10243187,Metagenome or environmental,17294662,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888110,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94760,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94760,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94760_SubjectID_13310,
SRR8058605,AMPLICON,350,14414400,PRJNA436359,SAMN10243088,Metagenome or environmental,8866274,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888107,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94593,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94593,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94593_SubjectID_3578,
SRR8058606,AMPLICON,350,33687150,PRJNA436359,SAMN10243089,Metagenome or environmental,21789334,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888106,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94598,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94598,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94598_SubjectID_2667,
SRR8058607,AMPLICON,350,21524300,PRJNA436359,SAMN10243086,Metagenome or environmental,13479720,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888105,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94591,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94591,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94591_SubjectID_12674,
SRR8058608,AMPLICON,350,19049800,PRJNA436359,SAMN10243087,Metagenome or environmental,12089734,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888104,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94592,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94592,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94592_SubjectID_9149,
SRR8058609,AMPLICON,350,33756800,PRJNA436359,SAMN10243084,Metagenome or environmental,22036975,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888103,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94597,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94597,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94597_SubjectID_1318,
SRR8058610,AMPLICON,350,14725200,PRJNA436359,SAMN10243085,Metagenome or environmental,9274878,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888102,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94590,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94590,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94590_SubjectID_12421,
SRR8058611,AMPLICON,350,14509250,PRJNA436359,SAMN10243131,Metagenome or environmental,7160605,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888101,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93173,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93173,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G93173_SubjectID_4892,
SRR8058612,AMPLICON,350,15414350,PRJNA436359,SAMN10243092,Metagenome or environmental,8253974,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888100,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75114,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75114,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75114_SubjectID_3101,
SRR8058613,AMPLICON,350,16379650,PRJNA436359,SAMN10243093,Metagenome or environmental,9275070,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888099,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75117,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75117,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75117_SubjectID_4892,
SRR8058614,AMPLICON,350,4081350,PRJNA436359,SAMN10243183,Metagenome or environmental,2713105,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888098,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94764,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94764,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94764_SubjectID_11668,
SRR8058615,AMPLICON,350,17758650,PRJNA436359,SAMN10243182,Metagenome or environmental,11750314,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888097,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94765,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94765,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94765_SubjectID_14392,
SRR8058616,AMPLICON,350,35588000,PRJNA436359,SAMN10243121,Metagenome or environmental,23399320,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888096,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94733,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94733,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94733_SubjectID_12966,
SRR8058617,AMPLICON,350,4684750,PRJNA436359,SAMN10243175,Metagenome or environmental,2245242,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888095,USA,North America,USA,Homo sapiens,Illumina MiSeq,G74971,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74971,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G74971_SubjectID_14486,
SRR8058618,AMPLICON,350,36563450,PRJNA436359,SAMN10243174,Metagenome or environmental,24040524,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888094,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94608,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94608,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94608_SubjectID_9334,
SRR8058619,AMPLICON,350,15654450,PRJNA436359,SAMN10243177,Metagenome or environmental,11083005,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888093,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104228,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104228,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G104228_SubjectID_3159,
SRR8058620,AMPLICON,350,3527300,PRJNA436359,SAMN10243176,Metagenome or environmental,2571789,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888092,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104229,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104229,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G104229_SubjectID_3115,
SRR8058621,AMPLICON,350,52663100,PRJNA436359,SAMN10243179,Metagenome or environmental,34771079,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888091,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94769,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94769,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94769_SubjectID_9765,
SRR8058622,AMPLICON,350,19856900,PRJNA436359,SAMN10243178,Metagenome or environmental,10785959,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888090,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75059,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75059,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75059_SubjectID_3014,
SRR8058623,AMPLICON,350,16331350,PRJNA436359,SAMN10243181,Metagenome or environmental,8880620,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888089,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75055,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75055,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75055_SubjectID_41,
SRR8058624,AMPLICON,350,16667000,PRJNA436359,SAMN10243180,Metagenome or environmental,9353792,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888088,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75054,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75054,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75054_SubjectID_10897,
SRR8058625,AMPLICON,350,55673100,PRJNA436359,SAMN10243119,Metagenome or environmental,36583343,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888087,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94730,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94730,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94730_SubjectID_8856,
SRR8058626,AMPLICON,350,13985650,PRJNA436359,SAMN10243203,Metagenome or environmental,6974675,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888086,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93104,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93104,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G93104_SubjectID_1061,
SRR8058627,AMPLICON,350,18285400,PRJNA436359,SAMN10243202,Metagenome or environmental,9079924,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888085,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93107,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93107,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G93107_SubjectID_11783,
SRR8058628,AMPLICON,350,12614000,PRJNA436359,SAMN10243135,Metagenome or environmental,6012058,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888084,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93179,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93179,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G93179_SubjectID_13001,
SRR8058629,AMPLICON,350,23077250,PRJNA436359,SAMN10243118,Metagenome or environmental,14942835,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888083,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94669,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94669,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94669_SubjectID_2548,
SRR8058630,AMPLICON,350,9002000,PRJNA436359,SAMN10243197,Metagenome or environmental,5698579,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888082,USA,North America,USA,Homo sapiens,Illumina MiSeq,G91847,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G91847,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G91847_SubjectID_4205,
SRR8058631,AMPLICON,350,2090900,PRJNA436359,SAMN10243196,Metagenome or environmental,1420728,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888081,USA,North America,USA,Homo sapiens,Illumina MiSeq,G91845,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G91845,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G91845_SubjectID_2198,
SRR8058632,AMPLICON,350,4560850,PRJNA436359,SAMN10243195,Metagenome or environmental,2197282,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888080,USA,North America,USA,Homo sapiens,Illumina MiSeq,G75004,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75004,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G75004_SubjectID_6659,
SRR8058633,AMPLICON,350,29479450,PRJNA436359,SAMN10243194,Metagenome or environmental,19534975,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888079,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94715,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94715,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94715_SubjectID_9660,
SRR8058634,AMPLICON,350,18485950,PRJNA436359,SAMN10243201,Metagenome or environmental,8892864,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888078,USA,North America,USA,Homo sapiens,Illumina MiSeq,G93106,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93106,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G93106_SubjectID_7805,
SRR8058635,AMPLICON,350,12177200,PRJNA436359,SAMN10243200,Metagenome or environmental,7742496,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888077,USA,North America,USA,Homo sapiens,Illumina MiSeq,G91842,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G91842,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G91842_SubjectID_6555,
SRR8058636,AMPLICON,350,14023450,PRJNA436359,SAMN10243254,Metagenome or environmental,8720141,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888203,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94574,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94574,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94574_SubjectID_13233,
SRR8058637,AMPLICON,350,15757350,PRJNA436359,SAMN10243255,Metagenome or environmental,9778126,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888202,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94572,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94572,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94572_SubjectID_10848,
SRR8058638,AMPLICON,350,29589350,PRJNA436359,SAMN10243256,Metagenome or environmental,18882951,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888201,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94573,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94573,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94573_SubjectID_13045,
SRR8058639,AMPLICON,350,22036000,PRJNA436359,SAMN10243257,Metagenome or environmental,14078429,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888200,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94571,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94571,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94571_SubjectID_5323,
SRR8058640,AMPLICON,350,72673650,PRJNA436359,SAMN10243232,Metagenome or environmental,51021421,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888199,USA,North America,USA,Homo sapiens,Illumina MiSeq,G104303,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104303,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G104303_SubjectID_14392,
SRR8058641,AMPLICON,350,18824750,PRJNA436359,SAMN10243233,Metagenome or environmental,11812679,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4888198,USA,North America,USA,Homo sapiens,Illumina MiSeq,G94488,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94488,SRP165757,2018-10-15T14:30:00Z,1,2012/2016,G94488_SubjectID_12532,
