Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR18272859,WGS,297,9855605706,PRJNA812695,SAMN26423124,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3162325649,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case51,mising,SRX14411209,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LQQ_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:46:00Z,1,LQQ_0,SRP363091
SRR18272864,WGS,297,9931501505,PRJNA812695,SAMN26423120,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3229606179,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case47,mising,SRX14411204,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LL_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:34:00Z,1,LL_0,SRP363091
SRR18272867,WGS,297,9525083698,PRJNA812695,SAMN26423117,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3044443580,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case44,mising,SRX14411201,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LJJ,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:36:00Z,1,LJJ,SRP363091
SRR18272868,WGS,298,10372868688,PRJNA812695,SAMN26423116,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3368848959,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case43,mising,SRX14411200,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LJH,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:06:00Z,1,LJH,SRP363091
SRR18272870,WGS,297,10648960458,PRJNA812695,SAMN26423114,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3406371082,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case41,mising,SRX14411198,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LDS_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:43:00Z,1,LDS_12,SRP363091
SRR18272872,WGS,297,10802204949,PRJNA812695,SAMN26423113,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3467720662,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case40,mising,SRX14411196,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LDS_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:24:00Z,1,LDS_0,SRP363091
SRR18272874,WGS,298,12056216065,PRJNA812695,SAMN26423111,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3880395696,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case38,mising,SRX14411194,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LDK_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:19:00Z,1,LDK_12,SRP363091
SRR18272875,WGS,297,9757568393,PRJNA812695,SAMN26423110,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3103596709,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case37,mising,SRX14411193,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LDK_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:16:00Z,1,LDK_0,SRP363091
SRR18272880,WGS,297,10428575129,PRJNA812695,SAMN26423105,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3450017824,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case32,mising,SRX14411188,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,LB,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:55:00Z,1,LB,SRP363091
SRR18272881,WGS,297,10800174838,PRJNA812695,SAMN26423104,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3426191833,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case31,mising,SRX14411187,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,JS,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:12:00Z,1,JS,SRP363091
SRR18272882,WGS,298,10521494651,PRJNA812695,SAMN26423077,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3388525301,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case4,mising,SRX14411186,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,BSJB,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:55:00Z,1,BSJB,SRP363091
SRR18272883,WGS,298,9792510951,PRJNA812695,SAMN26423103,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3162189440,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case30,mising,SRX14411185,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,JH,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:40:00Z,1,JH,SRP363091
SRR18272888,WGS,298,10789596265,PRJNA812695,SAMN26423098,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3498972028,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case25,mising,SRX14411180,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,HH,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:41:00Z,1,HH,SRP363091
SRR18272889,WGS,298,10709072491,PRJNA812695,SAMN26423097,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3487639250,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case24,mising,SRX14411179,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,HDP,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T05:11:00Z,1,HDP,SRP363091
SRR18272892,WGS,298,10464573726,PRJNA812695,SAMN26423094,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3434750445,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case21,mising,SRX14411176,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,GSZM,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:30:00Z,1,GSZM,SRP363091
SRR18272893,WGS,297,10545161697,PRJNA812695,SAMN26423076,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3450351632,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case3,mising,SRX14411175,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,BMHY,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:46:00Z,1,BMHY,SRP363091
SRR18272897,WGS,297,10472479137,PRJNA812695,SAMN26423090,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3338419598,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case17,mising,SRX14411171,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,DSC_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:56:00Z,1,DSC_12,SRP363091
SRR18272898,WGS,298,10179453893,PRJNA812695,SAMN26423229,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3346900427,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case156,mising,SRX14411170,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZZJ_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:46:00Z,1,ZZJ_12,SRP363091
SRR18272899,WGS,298,11237915175,PRJNA812695,SAMN26423228,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3637377555,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case155,mising,SRX14411169,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZZJ_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:30:00Z,1,ZZJ_0,SRP363091
SRR18272902,WGS,298,10867052400,PRJNA812695,SAMN26423225,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3559480104,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case152,mising,SRX14411166,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZXD,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:53:00Z,1,ZXD,SRP363091
SRR18272904,WGS,297,11453453863,PRJNA812695,SAMN26423089,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3730049362,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case16,mising,SRX14411164,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,DSC_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:52:00Z,1,DSC_0,SRP363091
SRR18272905,WGS,298,11015042640,PRJNA812695,SAMN26423223,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3654539911,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case150,mising,SRX14411163,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZX_12,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T03:29:00Z,1,ZX_12,SRP363091
SRR18272906,WGS,298,9739269977,PRJNA812695,SAMN26423222,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3079816979,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case149,mising,SRX14411162,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZX_0,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T05:51:00Z,1,ZX_0,SRP363091
SRR18272909,WGS,298,9839191164,PRJNA812695,SAMN26423219,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3200295887,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case146,mising,SRX14411159,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZSQ,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T04:55:00Z,1,ZSQ,SRP363091
SRR18272910,WGS,297,10712307584,PRJNA812695,SAMN26423218,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3464937250,CHINA,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",mising,Case145,mising,SRX14411158,uncalculated,uncalculated,not collected,Homo sapiens,Illumina NovaSeq 6000,missing,ZS,PAIRED,RANDOM PCR,METAGENOMIC,human metagenome,ILLUMINA,2022-06-01T00:00:00Z,2022-03-14T02:47:00Z,1,ZS,SRP363091
