"","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R)-(+)-Atenolol","(R)-Baclofen","(R,S)-ANATABINE","1,5-isoquinolinediol","1-Isomangostin","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-phenyl-1H-pyrazole-5-carboxylic acid","1453-93-6","15861-40-2","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2227803-25-8","23012-16-0","2971-31-5","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-HYDROXYQUINOLINE","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","890-38-0","961-07-9","98483-00-2","Ala-phe","BEPHENIUM","Benzododecinium","Bisdemethoxycurcumin","Butylscopolamine","CHEMBL5028245","CID 6993119","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","Columbamine","Cratoxyarborenone E","Cratoxylone","D-Tryptophan","D-phenylalanine","D-tyrosine","DL-Tryptophan","Demethoxycurcumin","Fendizoic acid","Feruloylputrescine","GARCINONE D","GLYCOCHENODEOXYCHOLIC ACID","Garcinone C","Glycitein","Glycocholic acid","Glycoursodeoxycholic acid","H-ILE-TRP-OH","H-gamma-glu-phe-oh","Hispidol","INDOLE-3-CARBOXALDEHYDE","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-phenylalanine","L-tryptophan","L-tyrosine","LETESTUIANIN B","LEVOFLOXACIN","LPC 16:0","LPC 16:1","LPC 18:0","LPC 18:1","LPC 18:2","LPC 18:3","LPE 16:0","LPE 18:0","Levocetirizine","METHYL NICOTINATE","Moxacin","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","Oleamide","PAF C-16-d4","Phe-ala","Piperolein B","Robinetin","SCHEMBL3706","SCHEMBL424527","SPB 18:0;2O","SPB 18:1;2O","Solanidine","Sulfachloropyridazine","TAUROCHENODEOXYCHOLIC ACID","TAUROCHOLIC ACID","TAURODEOXYCHOLIC ACID","Tauroursodeoxycholic acid","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","UFIPRAZOLE","VORTIOXETINE","Val-Tyr","Vidarabine","Z2961795382","abacavir","amitriptyline","amoxicillin","aspartame","atenolol","atorvastatin","baclofen","berberine","celecoxib","cetirizine","cholic acid","ciprofloxacin","curcumin","daidzein","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","fluconazole","gabapentin","gamma-Mangostin","genistein","glycodeoxycholic acid","hydroxyzine","lisinopril","loperamide","m-Tyramine","metoprolol","minocycline","minocycline zwitterion","montelukast","mycophenolic acid","naringenin chalcone","nortriptyline","octopamine","ofloxacin","piperine","protriptyline","ranitidine","sertraline","sphingosine","sulfadimethoxine","sulfamethazine","sulfamethizole","sulfapyridine","trans-Zeatin","trazodone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","valsartan","sample_clean"
"PLCL20000",0,0,1941,1450,0,0,0,5520,0,7110,0,0,0,3360,0,0,0,0,0,0,4434,0,0,0,0,0,0,0,14900,10443,2760,0,0,0,7416,0,0,0,5064,0,0,0,0,8234,16492,3524,6102,0,0,73320,104300,0,0,0,0,0,24190,0,5688,2760,2760,0,3616,3621,0,13120,0,9960,0,0,9848,20190,0,0,1082,4926,3008,0,0,0,8532,0,14464,0,8449,3376,5400,0,0,647,711,0,0,0,7618,0,0,14810,0,0,0,0,0,0,4529,0,0,0,2778,6230,0,0,0,5040,0,11112,0,0,8656,0,0,11844,3524,0,0,0,59240,11494,5800,11840,0,8870,0,0,52636,18400,0,4512,0,0,0,5530,0,0,0,15990,14772,0,0,0,0,25150,0,0,0,0,0,22990,0,0,17640,1350,0,0,6310,181500,0,0,0,5370,0,6056,15390,51180,0,0,0,0,"PLCL20000"
"PLCL20003",0,32438,2709,0,0,0,0,6096,0,22460,0,37020,0,0,20403,0,0,0,0,0,6084,0,24680,0,24680,0,0,0,17400,5138,3048,12340,0,24680,5000,0,0,0,9042,847,6801,13602,0,10474,78160,0,4688,0,0,133140,72210,0,0,0,631,0,24710,631,7968,3048,3048,0,0,15666,0,43410,0,7140,0,0,0,0,7588,0,2793,7146,2516,6801,6801,0,11952,0,0,0,36554,6028,0,0,0,903,2246,0,0,0,4706,0,0,4806,0,0,0,0,0,0,6321,0,0,0,0,0,0,0,0,5660,3651,0,2434,6085,22344,0,0,8494,0,0,0,0,19224,16674,0,36392,0,0,0,0,31620,17760,0,3774,0,0,0,5230,0,0,0,7620,0,0,0,42950,0,20890,0,0,0,0,5536,13260,6580,0,13632,0,0,0,6880,20970,0,0,0,0,0,3720,7840,0,0,0,0,0,"PLCL20003"
"PLCL20047",0,0,1839,0,0,0,0,5096,0,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,0,0,0,0,0,0,0,0,0,0,0,0,7226,8740,2496,4552,3210,0,61740,23850,0,0,0,0,0,7758,0,3092,2548,2548,0,1766,0,0,5930,1047,0,0,0,2508,0,0,0,0,1977,0,0,0,0,4638,0,7064,0,0,0,0,0,0,613,1099,0,0,0,6594,0,0,7324,0,0,0,0,0,0,4291,1284,0,0,0,0,0,0,0,6620,0,0,0,0,0,0,0,2916,2496,0,0,0,29296,4613,0,0,0,5220,0,0,3344,6072,0,0,0,0,0,0,0,0,0,7140,3762,0,0,0,0,24750,9432,0,0,0,0,7600,0,0,9564,0,0,0,0,38120,0,0,0,0,0,2428,5610,26240,0,9432,4716,0,"PLCL20047"
"PLCL20051",0,0,2805,1936,0,0,0,4532,15200,35720,22800,0,0,29610,0,0,0,0,0,0,9438,0,0,0,0,0,0,0,16880,10829,2266,0,0,0,14160,0,0,0,4194,1492,0,0,0,8726,43840,2744,7632,0,0,222120,34830,0,0,0,0,0,16370,0,0,2266,2266,2916,0,3096,2916,11210,0,28120,0,0,4356,22656,0,0,850,10191,2804,0,0,0,0,0,0,3888,7224,2796,6408,3800,0,935,3572,0,0,0,4165,0,0,14078,0,0,0,0,0,0,6545,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,6722,2744,0,0,0,56312,23779,7744,24672,0,7630,0,0,11980,25104,0,4206,0,0,0,6400,0,0,0,7970,6534,0,0,16400,0,36480,2572,0,0,0,0,22760,5950,0,12414,1602,0,0,18860,75520,0,0,0,0,0,4220,17000,0,0,2572,1286,0,"PLCL20051"
"PLCL20053",0,24843,2412,0,0,0,0,5412,8272,37940,12408,0,0,4224,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,2240,2706,0,0,0,0,0,0,0,19644,0,0,0,0,8424,13900,0,4132,0,0,242880,44040,0,0,0,0,0,28440,0,12028,2706,2706,0,1574,1659,0,6460,0,0,0,0,0,0,0,0,0,1740,0,0,0,0,18042,0,6296,0,3871,13096,0,2068,0,804,3794,0,0,0,6301,0,0,3788,0,0,0,0,0,0,5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,0,0,0,0,15152,4060,0,0,0,0,0,0,7640,0,0,0,0,0,0,0,0,0,0,6880,0,0,0,0,0,17150,3784,0,0,0,0,0,0,0,4800,0,0,0,6750,0,0,0,0,0,0,0,0,7000,0,3784,1892,0,"PLCL20053"
"PLCL20066",0,0,3402,0,0,0,0,5208,0,13590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,0,0,0,0,0,0,0,0,0,0,10628,10468,0,4746,0,0,76920,22250,0,0,0,574,0,2613,574,2800,2604,2604,0,4522,5274,0,7090,0,0,0,0,0,0,0,0,0,5280,0,0,0,0,4200,0,18088,0,12306,0,0,0,0,1134,1359,0,0,0,4945,0,0,0,0,0,0,0,0,0,7938,0,0,0,0,0,0,0,0,6710,0,0,0,0,0,0,0,7406,0,0,0,0,0,12320,0,4720,0,0,0,0,0,0,0,0,0,0,1722,0,2120,0,0,7950,0,0,0,25770,0,0,90600,0,0,0,0,0,0,0,8814,0,0,0,12410,16530,0,0,0,0,0,0,0,0,0,90600,45300,0,"PLCL20066"
"PLCL20075",0,17241,2727,0,0,0,0,5664,2148,16910,3222,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,9790,5548,2832,0,0,0,0,0,0,0,0,0,0,0,0,10288,110840,0,13240,0,0,110100,39650,0,0,0,0,0,12070,0,18744,2832,2832,0,0,2445,0,8970,0,0,0,0,0,0,0,0,0,2175,0,0,0,0,28116,0,0,0,5705,0,0,537,0,909,1691,0,0,0,7110,0,0,4526,0,0,0,0,0,0,6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,0,0,0,0,18104,5075,0,13520,0,0,0,0,11392,6416,0,0,0,0,0,0,2660,0,0,7430,0,0,0,0,0,40280,0,0,0,0,0,10100,0,0,8886,0,0,0,7180,84520,0,0,0,0,0,0,5980,0,0,0,0,0,"PLCL20075"
"PLCL20076",0,7147,2376,0,0,0,0,5292,4670,11750,18680,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,9884,0,0,2646,0,0,0,0,0,0,0,0,0,0,0,0,9486,20964,4056,4820,0,0,73920,60080,20840,0,0,0,0,73830,0,9956,2646,2646,0,0,0,0,9870,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,14934,0,0,0,0,0,0,2335,0,792,1175,0,0,0,6887,0,0,3442,0,0,0,0,0,0,5544,0,0,0,13022,0,0,0,0,0,0,52088,0,0,0,0,0,1938,4056,0,0,0,13768,3689,0,0,0,0,25680,0,4564,0,0,0,0,0,0,0,12084,0,0,1717000,0,0,0,5710,0,17530,0,102000,0,0,0,0,0,0,6168,0,0,0,12030,25740,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20076"
"PLCL20079",0,0,1881,0,0,0,1310,5728,3080,39220,4620,0,0,0,13002,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,0,0,0,4334,8668,0,7772,5880,0,1652,0,0,310740,31140,0,0,0,557,0,0,557,4704,2864,2864,0,0,0,0,16390,0,0,0,0,0,0,28329,0,0,0,0,4334,4334,3930,7056,7860,0,0,0,0,0,770,0,627,3922,966,0,0,6002,0,0,8404,0,0,0,0,0,0,4389,0,0,0,0,0,0,0,0,0,15657,0,10438,26095,0,0,0,1750,0,0,0,0,33616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852,0,0,9010,0,0,0,54010,0,0,60320,0,0,0,0,0,5750,0,3648,0,0,0,0,26680,0,0,14870,0,0,0,0,10390,0,60320,30160,0,"PLCL20079"
"PLCL20080",0,33075,1950,0,0,0,0,5896,2792,13250,4188,0,0,0,0,0,0,0,0,0,3612,0,0,0,0,0,0,0,6710,602,2948,0,0,0,0,0,0,0,4308,0,0,0,0,8338,17796,3620,4514,0,0,107760,28600,0,0,0,0,0,65860,0,7664,2948,4956,0,0,0,0,9310,0,0,3012,0,0,0,0,0,953,3174,0,0,0,0,11496,0,0,0,0,2872,0,698,0,650,1325,0,0,0,6977,0,0,5666,0,0,0,0,0,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,7624,0,0,4348,3620,0,0,0,22664,7406,0,0,0,0,0,0,11272,0,0,0,0,0,0,0,0,0,0,6990,0,0,0,6390,0,8810,3040,0,0,0,4880,0,0,0,8340,0,0,0,19410,51140,0,0,0,0,0,3308,0,0,0,3040,1520,0,"PLCL20080"
"PLCL20088",1716,0,3324,0,0,0,0,5272,4464,41850,6696,0,0,0,52800,0,0,0,0,749,0,0,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,16014,0,17600,35200,0,8556,5576,0,2140,0,0,256260,35590,0,0,0,585,0,3120,585,8132,2636,2636,0,1022,0,0,8820,0,10500,0,0,0,0,0,0,1394,3864,0,17600,17600,0,12198,0,4088,0,0,10676,0,1116,670,1108,4185,0,0,0,3835,8470,0,5128,0,0,0,0,0,0,7756,0,0,0,0,0,0,0,0,0,0,0,0,0,11152,0,0,5026,0,0,0,73430,20512,9016,0,0,0,8380,0,3630,197800,4272,4004,0,0,0,0,0,15328,0,0,9090,0,0,0,9180,0,8010,29532,0,0,0,0,11330,6840,84280,6774,0,0,36120,10430,0,0,0,0,0,0,4584,7540,0,0,29532,14766,0,"PLCL20088"
"PLCL20093",0,26586,3123,0,0,5900,0,4964,3580,0,5370,0,0,5292,0,0,0,7500,0,17420,0,0,0,2976,0,0,0,0,7140,2068,2482,0,0,0,0,0,1488,1488,0,0,0,0,0,9730,8796,0,2984,0,0,61320,37040,0,0,0,592,0,141300,592,30272,2482,2482,0,0,0,0,13430,0,0,0,0,3872,16176,0,0,0,6541,0,0,0,0,45408,0,0,0,0,0,0,895,0,1041,0,0,0,19590,5826,5712,0,7026,0,0,0,0,0,0,7287,0,7090,0,0,0,0,0,0,73990,0,0,0,0,0,0,0,0,0,0,112700,76750,28104,6734,0,0,0,0,0,2448,368360,9368,0,0,0,0,0,0,0,0,0,7610,5808,0,0,0,0,15400,0,0,0,0,0,0,0,62741,5100,0,0,26889,7700,53000,0,0,0,0,618600,3632,0,6980,8850,0,0,0,"PLCL20093"
"PLCL20099",0,0,3090,0,0,0,0,5424,0,17150,0,0,0,0,115050,0,0,0,0,614,0,0,0,0,0,0,0,0,5890,0,2712,0,0,0,0,0,0,0,0,0,38350,76700,0,7166,24072,0,3972,0,0,183360,41080,0,0,0,781,0,6197,781,24468,2712,2712,0,0,1776,0,13160,0,0,0,0,0,0,13566,0,0,2010,0,38350,38350,0,36702,0,0,0,4144,0,0,0,0,1030,1715,0,0,0,4048,0,0,3040,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,14142,0,9428,23570,0,0,0,2138,0,0,0,0,12160,4690,0,8912,0,0,0,0,7456,0,0,0,0,0,83200,0,5164,0,0,6150,0,0,0,270000,0,5780,50480,0,0,0,0,0,9690,0,5646,0,0,0,7910,12070,0,0,0,0,0,2172,0,0,0,50480,25240,0,"PLCL20099"
"PLCL20100",0,0,3435,0,0,0,0,5428,7492,0,11238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,0,0,0,0,0,0,0,0,0,0,0,0,8458,0,0,0,3120,0,31920,21530,0,0,0,552,0,11270,552,3024,2714,2714,0,0,0,0,8770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536,0,0,0,0,0,0,1873,0,1145,0,0,0,0,3549,0,0,1892,0,0,0,0,0,0,8015,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,7568,0,0,11160,0,0,0,0,6736,0,0,0,0,0,0,0,3592,0,0,6930,0,0,0,17570,0,37530,2328,0,0,0,0,0,0,0,4644,0,0,0,0,40050,0,0,0,0,0,0,0,0,0,2328,1164,0,"PLCL20100"
"PLCL20116",0,5292,2844,0,0,0,0,5376,6512,12440,9768,3231,0,0,6402,0,0,3005,0,5873,0,0,2154,0,2154,0,0,0,5000,0,2688,1077,0,2154,0,0,0,0,0,0,2134,4268,0,10468,84840,0,8464,0,0,91800,16730,0,0,0,650,0,5069,650,3472,2688,2688,0,0,5487,0,12620,0,0,0,0,0,0,0,0,0,7891,0,2134,2134,0,5208,0,0,0,12803,0,0,1628,0,948,1244,0,0,10490,5166,0,0,2288,0,0,0,0,0,0,6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,0,0,33490,0,9152,7259,0,4192,0,0,0,0,2432,0,0,0,0,0,0,0,0,0,0,7990,0,0,0,10060,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,12510,0,0,0,0,66220,0,0,0,0,0,0,0,"PLCL20116"
"PLCL20120",0,6860,2256,0,0,0,0,6424,2816,10980,4224,0,0,0,0,0,0,0,0,5688,6228,0,0,2484,0,0,0,0,6470,3426,3212,0,0,0,0,0,1242,1242,6354,0,0,0,0,9418,69640,3888,9682,2530,0,88740,37740,0,0,0,559,0,4940,559,5088,3212,3212,0,0,1626,0,42010,0,0,0,0,0,0,16905,0,3895,2244,0,0,0,0,7632,0,0,0,3794,4236,0,704,0,752,1098,0,0,5329,6815,0,0,4778,0,0,0,0,0,0,5264,1012,0,0,0,0,0,0,0,0,10062,0,6708,16770,31160,0,0,4162,3888,0,44560,0,19112,5236,0,19112,0,0,0,0,5392,4840,0,0,0,0,0,12860,8396,0,0,5810,0,0,0,65870,0,21470,4276,0,0,0,0,21090,24770,0,5904,0,0,0,19260,43830,0,0,0,0,647400,4672,16600,10110,0,4276,2138,0,"PLCL20120"
"PLCL20123",0,15414,1929,0,0,0,0,5520,3536,0,5304,0,0,0,0,0,0,0,0,6719,0,0,0,2184,0,0,0,0,5260,0,2760,0,0,0,0,0,1092,1092,0,0,0,0,0,8932,46440,0,4310,2565,0,49098,28670,0,0,0,555,0,21030,555,2700,2760,2760,0,0,2436,0,0,0,5810,0,0,0,4560,0,0,0,6295,0,0,0,0,4050,0,0,0,5684,0,0,884,0,643,0,0,0,33720,7070,0,0,6648,0,0,0,0,0,0,4501,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0,0,30360,0,26592,8785,0,7544,0,0,0,0,7852,0,0,0,0,0,0,0,0,0,0,7270,0,0,0,0,0,19760,0,0,0,0,0,0,0,0,6882,0,0,0,9430,129200,0,0,0,0,334800,3456,0,11920,0,0,0,0,"PLCL20123"
"PLCL20124",0,72096,2379,0,0,10904,893,5476,12912,7750,19368,0,0,0,0,0,0,23633,0,52260,6432,2523,0,2212,0,5887,0,0,5960,3108,2738,0,0,0,0,0,1106,1106,0,0,0,0,0,9058,8548,0,4884,2645,0,108180,21380,0,0,0,0,700,5180,0,4096,2738,2738,0,1232,0,0,17570,0,0,0,0,3464,5028,0,0,0,14015,0,0,0,2679,6144,5358,4928,0,0,0,0,3228,0,793,775,0,0,78170,6076,0,0,6092,0,0,0,0,0,0,5551,1058,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,3538,0,0,277500,0,24368,9520,0,5664,0,0,0,0,3552,5912,0,0,0,0,0,0,7456,0,0,6720,5196,0,0,27010,0,22110,3712,0,0,0,0,10720,0,0,5244,0,14190,0,16040,162700,15780,0,0,0,368300,2924,0,0,16356,3712,1856,0,"PLCL20124"
"PLCL20129",0,66325,3009,0,0,0,0,4912,2392,8430,3588,0,0,0,0,0,0,0,0,1122,3804,0,0,0,0,0,0,0,8690,4626,2456,0,0,0,0,0,0,0,0,564,0,0,0,10506,25152,0,1372,0,0,49362,12280,0,0,0,671,0,22780,671,5768,2456,2456,0,1324,2001,0,15520,0,8210,0,0,0,0,8176,0,0,7887,0,0,0,0,8652,0,5296,0,4669,0,0,598,0,1003,843,0,0,0,5970,0,0,3636,0,0,0,0,0,0,7021,0,0,0,0,0,0,0,0,0,5394,0,3596,8990,0,0,0,5008,0,0,0,0,14544,18403,0,5536,0,0,0,0,4888,0,0,0,0,0,0,0,3648,0,0,7040,0,0,0,84140,0,0,0,0,0,0,0,7950,0,0,10518,0,0,0,11710,7700,0,0,0,0,0,3440,0,0,0,0,0,0,"PLCL20129"
"PLCL20134",0,0,2427,0,0,0,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,2450,0,0,0,0,0,0,0,4134,0,0,0,0,7564,18304,0,5618,2555,0,26514,25960,0,0,0,0,0,6664,0,0,2450,2450,0,1248,0,0,0,0,0,0,0,0,3078,0,0,0,0,0,0,0,0,0,0,4992,0,0,2756,0,0,0,809,0,0,0,0,6922,0,0,7122,0,0,0,0,0,0,5663,1022,0,0,1430,0,0,0,0,0,0,5720,0,0,0,0,0,2730,0,0,0,0,28488,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,6228,0,0,7780,0,0,0,0,0,9220,18364,0,0,0,0,0,0,0,11946,0,0,0,0,54710,0,0,0,0,0,0,0,24390,0,18364,9182,0,"PLCL20134"
"PLCL20141",0,0,2070,0,0,0,0,5804,1174,0,4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,0,0,0,0,0,0,0,0,0,0,0,0,9842,28520,0,1030,0,0,24090,43250,0,0,0,642,0,7460,642,9476,2902,2902,0,0,3456,0,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,14214,0,0,0,8064,0,0,587,0,690,0,0,833,0,8827,0,0,0,0,0,0,0,0,0,4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,3997,0,0,0,0,0,0,2188,0,0,0,0,0,59520,0,0,15370,0,9060,0,0,0,10980,0,0,0,0,0,0,0,0,0,0,3852,0,0,0,0,10920,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20141"
"PLCL20144",0,37051,2040,0,0,0,0,5724,40480,9750,60720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,0,0,0,0,0,0,0,4920,0,0,0,0,9548,41840,3896,12870,3840,0,93240,34200,0,0,0,577,0,21300,577,0,2862,2862,0,2874,1794,0,10960,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,11496,0,4186,3280,0,10120,0,680,975,0,0,0,7088,0,0,4130,0,0,0,0,0,0,4760,1536,0,0,0,0,0,0,0,0,0,0,0,0,7024,0,0,1458,3896,0,0,0,16520,0,0,16920,0,0,0,0,3392,0,0,0,0,0,0,0,0,0,0,8280,0,0,0,10460,0,25910,0,0,0,0,0,0,0,0,4110,0,0,0,0,17380,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20144"
"PLCL20145",0,10255,2190,0,0,0,0,8207,4960,9930,7440,0,0,0,17028,0,0,0,0,558,0,0,0,0,0,0,0,0,0,3476,5746,0,0,0,0,0,0,0,0,0,2838,2838,0,10316,175800,3440,2446,2525,0,84120,45010,0,10872,0,516,0,13750,516,43520,4432,3775,0,1096,0,0,8450,0,0,0,0,0,0,0,0,783,1740,0,2838,2838,0,65280,0,4384,0,0,0,4416,1240,0,730,993,0,0,0,6440,0,0,3610,0,0,0,0,7248,0,5110,1010,0,0,0,0,0,0,0,0,0,0,0,0,6264,0,0,1742,3440,0,0,0,14440,4060,0,20272,0,0,0,0,15812,0,0,0,0,0,0,0,9540,0,0,7460,0,0,0,0,0,21760,0,0,0,0,7176,0,0,0,6924,1104,0,0,5570,31170,0,0,0,0,0,2300,0,0,0,0,0,0,"PLCL20145"
"PLCL20155",0,0,2328,0,0,3440,0,6392,6328,5180,13132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196,0,0,0,0,0,0,0,0,0,0,0,0,8666,6460,2308,2382,3470,0,47628,36030,0,0,0,553,0,20000,553,0,3196,3196,0,0,1584,0,5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,9144,1946,0,776,518,0,0,0,6914,0,0,7392,0,0,0,0,0,0,5432,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,2308,0,0,0,29568,0,0,0,0,0,0,0,0,6736,0,0,0,0,0,0,0,0,0,6780,0,0,0,0,0,0,2968,0,0,0,0,0,0,0,6738,2286,0,0,0,55820,0,0,0,0,9860,2224,0,25430,5160,2968,1484,0,"PLCL20155"
"PLCL20156",0,0,2154,0,0,0,0,5752,0,5450,0,0,0,45600,0,0,0,0,0,0,3024,0,0,0,0,0,0,0,7760,504,2876,0,0,0,0,0,0,0,0,0,0,0,0,9802,9008,0,5534,5060,0,67020,36580,0,0,0,653,0,3733,653,0,2876,2876,0,1258,1983,0,6550,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,5032,0,4627,0,0,0,0,718,545,0,0,0,7167,0,0,3856,0,0,0,0,0,0,5026,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524,0,0,0,0,15424,0,0,10456,0,0,0,0,0,4080,0,0,0,0,0,0,0,0,0,7310,0,0,0,7410,0,12370,2600,0,0,0,0,0,0,0,13986,0,0,0,21760,0,0,0,0,0,0,2312,0,0,0,2600,1300,0,"PLCL20156"
"PLCL20158",0,0,1512,0,0,0,0,5660,3144,31310,4716,0,0,0,6594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,0,0,0,0,0,0,0,0,0,2198,4396,0,9652,35720,0,3004,3735,0,284640,57560,0,0,0,512,0,0,512,0,2830,2830,0,1010,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,2198,2198,0,0,0,4040,0,3640,0,0,786,0,504,3131,0,7390,0,8152,0,0,0,0,0,0,0,0,0,3528,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,0,0,0,0,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,9688,0,0,8260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL20158"
"PLCL20166",0,4067,2934,2446,0,0,0,4496,5100,9460,7650,0,0,7176,0,0,0,0,0,2176,11478,0,0,0,0,0,0,0,23850,7717,2248,0,0,0,14904,0,0,0,15354,1385,0,0,0,7978,15736,3264,2266,2785,0,48330,39900,0,0,0,0,0,20690,0,0,2248,8748,0,0,8610,0,12930,0,27770,9750,0,2348,14112,0,0,1618,10209,0,0,0,0,0,0,0,0,20090,10236,5488,1275,0,978,946,0,0,0,3360,0,0,9568,0,0,0,0,0,0,6846,1114,0,0,0,0,0,0,0,0,0,0,0,0,12944,0,0,17046,3264,0,0,0,38272,23821,9784,12648,0,0,0,0,24196,35968,0,0,0,0,0,5830,0,0,0,13200,3522,0,0,0,0,26150,31212,0,0,0,0,15750,0,0,29412,1372,0,0,15390,31530,0,0,0,0,0,3896,10820,0,0,31212,15606,0,"PLCL20166"
