database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC_Inf_1_GC	QC_Inf_2_GC	QC_Inf_3_GC	QC_Inf_4_GC	QC_Inf_5_GC	QC_Inf_6_GC	QC_Inf_7_GC	QC_Inf_8_GC	QC_Moth_1_GC	QC_Moth_2_GC	QC_Moth_3_GC	QC_Moth_4_GC	QC_Moth_6_GC	QC_Moth_7_GC	QC_Moth_8_GC	QC_Gran_1_GC	QC_Gran_2_GC	QC_Gran_4_GC	QC_Gran_5_GC	QC_Gran_6_GC	QC_Gran_7_GC	QC_Gran_8_GC	Inf_02	Inf_03	Inf_04	Inf_05	Inf_06	Inf_07	Inf_08	Inf_09	Inf_10	Inf_11	Inf_12	Inf_13	Inf_14	Inf_15	Inf_16	Inf_17	Inf_18	Inf_19	Inf_20	Inf_21	Inf_22	Inf_23	Inf_24	Inf_25	Inf_26	Inf_27	Inf_28	Inf_29	Inf_30	Inf_31	Inf_32	Inf_33	Inf_34	Inf_35	Inf_36	Inf_37	Inf_39	Inf_40	Inf_41	Inf_42	Inf_43	Inf_44	Inf_45	Inf_46	Inf_47	Inf_48	Inf_49	Inf_50	Inf_51	Inf_52	Inf_53	Inf_54	Inf_55	Inf_56	Inf_58	Inf_59	Inf_60	Inf_62	Inf_63	Inf_64	Inf_65	Inf_66a	Inf_66b	Inf_67a	Inf_67b	Moth_01	Moth_02	Moth_03	Moth_04	Moth_05	Moth_06	Moth_07	Moth_08	Moth_09	Moth_10	Moth_11	Moth_12	Moth_13	Moth_14	Moth_15	Moth_16	Moth_17	Moth_18	Moth_19	Moth_20	Moth_21	Moth_22	Moth_23	Moth_24	Moth_25	Moth_26	Moth_27	Moth_28	Moth_29	Moth_30	Moth_31	Moth_32	Moth_33	Moth_34	Moth_35	Moth_36	Moth_37	Moth_38	Moth_39	Moth_40	Moth_41	Moth_42	Moth_43	Moth_44	Moth_45	Moth_46	Moth_47	Moth_48	Moth_49	Moth_50	Moth_51	Moth_52	Moth_53	Moth_54	Moth_55	Moth_56	Moth_57	Moth_58	Moth_59	Moth_60	Moth_61	Moth_62	Moth_63	Moth_64	Moth_65	Moth_66	Moth_67	Gran_01	Gran_02	Gran_03	Gran_04	Gran_05	Gran_06	Gran_07	Gran_08	Gran_09	Gran_10	Gran_11	Gran_12	Gran_13	Gran_14	Gran_15	Gran_16	Gran_17	Gran_18	Gran_19	Gran_21	Gran_22	Gran_24	Gran_25	Gran_26	Gran_27	Gran_28	Gran_29	Gran_30	Gran_31	Gran_32	Gran_33	Gran_34	Gran_35	Gran_36	Gran_37	Gran_38	Gran_39	Gran_40	Gran_41	Gran_42	Gran_43	Gran_44	Gran_45	Gran_46	Gran_47	Gran_48	Gran_49	Gran_50	Gran_51	Gran_52	Gran_53	Gran_54	Gran_55	Gran_56	Gran_57	Gran_58	Gran_59	Gran_61	Gran_63	Gran_64	Gran_65	Gran_66	Gran_67
CHEBI:741548	C5H8O4	CCC(C(O)=O)C(O)=O	InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	Ethylmalonic Acid	132.0417			Positive	9.731												2994.847	2893.712	2879.264	2912.288	2996.911	2869.976	2877.2	2990.72	2541.267	3035.453	2903	2518.43	2967.856	2280.015	3052.809	2848.929	2903	2974.799	2392.427	2859.566	3778.775	2926.933	5157.908	654.284	1529.416	2343.659	1711.047	1169.25	223.943	1584.111	1185.761	1112.49	2333.339	502.581	1633.647	319.918	3364.301	1615.071	1280.705	4401.456	497.421	2880.296	2219.82	1907.125	3452.021	2621.266	2917.448	2571.73	601.653	334.366	856.555	187.823	1440.664	1365.328	974.203	1060.89	861.715	4688.35	2289.995	311.662	2802.897	6544.908	3053.671	1550.055	2356.043	1770.902	1008.258	1633.647	2039.221	637.772	1342.625	533.541	664.604	1971.109	63.984	992.779	321.982	1331.273	54.696	775.028	3137.263	1060.89	429.31	331.27	2331.275	1539.736	980.395	2195.063	3821.948	5860.808	2256.265	2741.316	6111.098	1849.772	399.185	707.937	5135.515	5535.614	3343.291	2973.337	3031.799	2280.015	2755.018	2459.968	3640.168	5439.699	4532.626	3164.252	4926.331	3827.429	2517.517	4783.83	1144.575	1708.184	3137.761	2606.123	3488.533	3646.563	760.919	2709.345	2982.472	3569.831	5626.047	4563.684	3722.38	915.295	2417.949	4799.359	8173.708	6426.244	607.456	1900.013	3008.962	5674.461	2414.295	1351.019	4142.576	6964.277	6915.863	1020.343	2921.269	4200.124	1707.271	777.361	3376.176	1398.519	3289.397	2708.431	4802.099	5030.466	2829.923	4890.705	1146.402	1579.385	2070.659	4350.511	1184.247	3928.579	4518.929	4491.451	4068.632	1516.651	4886.791	2759.401	544.257	2410.155	2804.608	4021.652	863.365	2668.987	1962.517	2874.635	7394.451	4530.453	5859.185	1594.656	2285.171	1953.653	2628.212	2140.685	4253.892	4908.951	2342.787	1638.09	2599.847	2706.216	413.068	4925.793	1581.359	3146.763	3231.859	1205.521	3105.102	2932.252	3529.693	1014.056	4448.016	1425.351	4975.432	4370.012	1529.947	4275.166	2949.98	3445.484	3437.507	3835.506	370.52	2068.886	2283.398	650.627	2510.319	2333.923	1472.331	1638.09	4337.215	1113.334	3051.031
CHEBI:48131	C9H16O4	OC(=O)CCCCCCCC(O)=O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	Azelaic Acid	152.0832			Positive	14.811												57910.162	60964.295	60752.662	46395.732	60796.794	63969.28	49361.601	60644.338	56281.364	60698.5	66698.761	54890.537	77741.602	45061.456	64738.657	60283.541	60698.5	64112.124	38189.917	58671.661	69186.562	63746.099	3554.629	2841.497	3471.38	2851.527	20986.754	8132.317	6604.749	4762.24	5698.038	7278.765	7993.903	9058.085	27984.679	1752.24	3498.461	12187.443	85050.317	9552.564	6572.653	7529.515	5869.551	13036.983	2687.035	6804.346	15399.046	6439.255	3764.256	4485.412	10589.665	3688.028	2495.462	5101.254	3604.779	71756.566	3255.735	4998.948	8860.495	6876.562	26071.96	39063.808	32522.248	13411.102	2455.342	7640.848	4294.842	2115.325	6005.959	3077.201	34357.736	5696.032	8873.534	4207.581	6079.178	1786.341	1866.581	9259.688	3438.281	437.308	5910.674	6153.4	2574.699	7332.927	6934.736	8051.074	4737.165	27170.149	140651.526	258785.176	109119.455	44295.121	224599.967	33190.402	149858.019	190088.232	220063.834	39925.583	45074.784	40279.715	33499.792	166444.176	63339.262	104122.569	90158.135	137133.049	148127.34	311395.747	169968.366	72780.891	272469.732	313600.508	38662.32	51315.893	77575.96	209671.188	96433.515	197150.891	106445.374	275838.75	115298.686	74511.571	75782.45	272661.078	46095.294	29202.603	58481.364	82521.439	260657.7	89436.542	74154.583	62467.259	312901.762	131903.883	24157.167	26359.072	62029.353	101532.261	210480.362	231966.304	72487.685	85541.085	35377.075	34863.011	69692.704	41829.521	45058.6	158568.536	238639.607	29778.545	53769.117	132659.746	143593.111	247461.504	76628.419	161127.354	77324.258	259730.977	183430.415	105601.16	166474.843	184284.8	219048.37	139921.39	12708.115	44494.552	33354.276	32361.898	198588.158	85233.922	80060.637	36231.586	82105.093	132612.634	149968.484	48159.696	167315.526	64788.389	82192.195	42411.928	49456.442	97790.342	112279.649	19434.559	21627.774	37778.873	234242.324	36256.052	28474.595	34582.516	129148.118	86815.463	38526.582	167801.929	87187.36	121549.674	43327.969	151679.211	61458.932	40427.172	188854.24	95938.686	25111.862	126175.878	105346.704	33398.317	292154.532	158112.052	28563.655	27939.259	39966.215	197679.946	53009.038	22052.519	34303.593	31894.091	98859.057
CHEBI:4676	C12H22O4	OC(=O)CCCCCCCCCCC(O)=O	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	Dodecanedioic Acid	144.1021			Positive	16.618												8725.287	10570.77	8586.713	8329.128	10655.545	8550.847	13268.892	6035.316	8435.99	8728.573	9332.835	8426.059	8656	8215.217	8773.644	8998.255	7814.664	9131.409	7783.101	8656	8928.226	8419.282	2522.051	2072.093	4770.215	4488.176	28335.989	131956.926	8616.058	7166.734	30106.479	3493.701	4165.379	16620.759	2668.777	3285.025	6579.832	6001.08	7652.559	12791.219	6509.729	3568.695	3498.592	2101.438	9142.64	11048.444	6134.764	9967.565	1586.268	23751.627	14475.304	3901.273	8378.036	8389.448	3964.854	6369.525	2874.193	9080.689	7898.732	5476.128	7797.655	5231.586	5800.555	4419.704	9295.887	7885.69	1628.655	10086.575	4706.634	4202.876	3035.591	7986.768	1548.771	11094.092	8032.416	4967.479	10479.474	6124.982	1829.18	6129.873	3501.853	8826.365	3990.939	2342.72	1710.169	4882.705	5256.04	8544.467	5128.972	8495.576	6462.78	12739.927	4486.514	6707.235	4413.941	7783.601	7552.133	6985.303	6212.977	8865.315	3575.155	4899.796	8202.994	17198.94	7645.331	11440.496	6808.837	14655.079	2760.05	9363.392	8432.935	6664.455	7936.385	8636.138	8639.194	5973.87	7778.254	8050.974	7921.871	5802.751	6251.174	4327.618	4257.337	6671.331	8128.894	10684.213	8212.161	8699.544	4122.123	9805.703	8833.994	6607.925	9682.711	8497.104	6147.28	5373.427	6729.389	5472.737	9730.838	10023.42	8067.016	11253.335	20253.1	11964.546	5801.224	4456.721	6506.324	3734.051	7505.533	5162.585	5180.919	13613.854	10478.718	6420.764	5258.106	5212.735	11180.009	5569.785	4014.348	2038.737	2823.852	3371.263	4636.72	10548.76	10889.043	17093.036	7135.085	12388.259	10406.729	5497.783	11441.386	5808.476	17895.905	7663.756	8170.727	3686.888	4036.047	11438.427	6054.071	6699.129	7655.865	4425.646	6782.966	3626.722	6439.725	6470.301	3089.174	2878.1	4072.541	2907.69	2974.76	6008.7	2756.782	5743.378	5075.635	6609.373	5623.046	5748.31	24732.133	10248.917	10596.104	4741.271	7680.523	5300.518	7153.825	9036.722	5786.777	4770.861	7827.486	15911.417	6296.707	17704.558	13592.563	4092.268	44112.459	6226.678	14566.067
CHEBI:35581	C8H7N			Indole	117.0573			Positive	12.95												122924.051	136138.29	123496.949	119090.728	136171.47	118777.736	118089.817	136365.016	123210.5	141035.249	132227.509	122401.517	121655.509	122319.166	140166.198	122975.266	123674.962	125061.34	116710.037	110417.781	132005.244	123210.5	34632.631	1268.558	2883.288	2303.755	129608.589	29857.013	5463.537	5265.567	5379.483	2962.918	118855.154	112077.714	83145.3	4555.528	64470.842	152503.463	244304.156	225701.587	93052.661	43713.825	3160.888	89652.881	3713.878	7830.332	332489.403	228785.057	4098.759	5007.874	113116.228	10436.019	45288.74	9056.863	2797.021	3403.098	3847.701	4108.713	9671.788	16693.649	343229.566	157536.775	222952.123	20428.541	4733.591	17748.753	155453.11	26321.198	5292.11	3414.158	99841.161	9253.727	127317.001	4172.859	4347.604	954.46	4126.408	41695.414	13732.943	6081.779	75757.359	486593.218	2563.66	10861.821	5132.849	3365.495	3369.918	205232.635	52853.219	62340.116	129864.504	292225.896	95144.126	565017.797	73515.705	67830.542	146898.679	374349.759	567232.569	824753.588	322787.037	415089.551	355631.738	331836.987	102506.354	224455.422	200410.71	158873.561	35565.208	477683.503	141380.156	331030.911	249300.397	622348.033	967796.276	235980.762	468842.823	329391.631	169958.079	27887.138	158099.457	283571.233	473689.938	230420.58	398121.258	3176.832	298983.566	413040.45	61841.163	257961.842	651341.589	1986367.607	76029.849	340066.328	843463.858	114124.703	490159.277	122818.119	215085.754	154108.798	123126.211	142548.579	170394.058	375108.362	855538.531	4940.124	366926.494	116546.807	105375.094	361273.303	624139.421	120008.478	362516.327	479767.482	296545.836	176169.153	409858.495	70816.408	112471.823	114315.656	250255.813	32073.889	43825.573	91529.001	5431.4	100301.723	115417.752	302956.209	385654.431	722464.298	495898.038	90356.836	272204.635	51979.68	178652.622	124535.818	512200.247	296389.681	325901.022	1372150.238	139636.832	307852.077	384226.01	244359.951	154217.328	146040.198	17148.049	338582.63	120518.824	116131.462	89767.25	264318.795	348100.093	146431.587	164517.569	50082.794	602797.321	19117.007	115834.166	127390.656	19527.415	148945.086	746606.301	122412.707	111362.721	155262.367	37376.161	29303.134	185687.617	143888.058	440304.766	13620.542	139577.773	488219.404	181083.039	268449.902	91745.216
CHEBI:9171	C9H9N	Cc1c[nH]c2ccccc12	InChI=1S/C9H9N/c1-7-6-10-9-5-3-2-4-8(7)9/h2-6,10H,1H3	3-methylindole	130.0651			Positive	13.774												32921.396	34169.139	35471.384	32777.604	31662.057	30670.588	35838.981	26439.163	35750.72	32849.5	32345.408	36159.939	33329.558	24571.504	32377.032	33063.82	33092.144	32849.5	26980.719	26298.105	33290.414	27076.077	407.024	294.542	488.197	359.48	1025.097	1052.928	568.21	330.49	670.256	913.775	1168.889	678.373	649.383	849.996	569.37	352.522	587.923	1568.956	529.943	346.724	1080.759	713.162	272.509	897.54	433.695	975.234	351.363	1281.372	456.887	993.788	516.028	553.135	840.719	412.822	459.207	821.006	3454.485	2296.033	1993.374	1834.507	17983.269	545.018	1303.404	1450.675	20365.113	875.507	1951.628	649.383	897.54	814.048	96.248	516.028	441.812	1080.759	534.581	594.881	1639.692	652.862	489.356	1411.248	310.776	342.086	634.308	491.676	264.392	140329.988	39049.142	174278.118	44150.153	3810.104	88135.227	21328.741	20271.855	190743.031	493591.931	2640.003	2886.673	3879.678	1953.754	99882.416	7221.742	83459.88	1352.891	45792.09	140761.977	393799.96	3793.66	110805.474	15809.656	503267.091	2335.776	3111.206	10739.637	99776.791	119149.881	168518.688	32138.584	113405.63	64333.46	653.36	502978.677	74889.675	18058.149	1346.566	2006.883	96579.567	351566.877	74882.085	123925.793	1269.402	103435.098	282291.793	3755.71	13662.994	4631.073	50412.411	504075.41	242040.292	54889.79	34571.131	62925.543	4361.001	604.658	67081.618	8986.382	77291.23	70355.373	21571.617	13549.778	50306.786	204790.577	38554.537	10102.309	110507.935	133148.438	63335.815	64452.734	21547.187	194893.375	34217.56	7024.41	52122.252	198.27	3031.637	11868.797	1806.142	13981.785	3273.337	13166.991	342.723	63568.074	49303.99	177262.485	35831.097	25652.313	20076.216	51515.169	1882.617	219037.894	15435.762	167652.073	8797.506	51059.149	27065.692	25809.04	75630.42	21828.541	1605.04	147742.97	29331.63	314.399	312093.381	58714.244	63279.166	467.35	302905.001	35135.266	50489.832	68918.521	11347.631	1919.439	48025.623	108317.528	5160.675	74769.363	63490.654	544.769	572.149	66262.652	74376.601	75910.83	913.929	22692.43	10684.844	79678.897
CHEBI:16411	C10H9NO2	OC(=O)Cc1c[nH]c2ccccc12	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	Indoleacetic Acid	130.0651			Positive	16.587												17842.467	18523.267	17141.991	16992.451	15141.567	19715.65	16999.009	16995.074	29242.283	17070.5	23839.601	16587.967	16398.98	12695.88	22015.327	17070.5	16570.919	17255.749	22948.215	14576.536	21465.237	15178.595	12689.9	5319.159	1543.933	6901.133	38919.717	9165.219	92634.698	6473.502	16772.076	5337.524	43716.798	5459.517	51742.104	4117.593	16475.62	46197.323	11875.302	68758.166	10427.126	32467.203	4444.22	6843.416	6800.128	30420.868	185201.184	50826.5	11645.745	9638.762	8316.515	3354.153	2597.271	3153.455	6179.669	12756.8	2083.064	11371.588	27889.184	14323.033	16168.67	12262.269	19596.281	23601.063	13521.552	29695.468	4572.772	1962.383	11968.436	26745.336	25227.637	16105.706	10234.298	5294.236	5382.123	3718.82	1879.742	30747.495	18099.57	2470.031	42571.638	171594.369	1179.266	8779.564	7030.997	4297.303	5298.171	20215.083	6330.73	12033.452	37605.107	24583.209	5834.559	63081.943	7254.232	16760.068	21899.078	21509.414	35896.433	40614.606	11656.778	2732.189	66348.621	19781.258	30574.931	5224.086	33543.516	44167.686	8216.051	975648.078	9898.097	8828.472	3332.92	9503.239	17645.253	12419.219	198741.924	3363.444	7895.877	8654.422	22762.182	27106.928	11285.299	23214.841	4005.739	2296.416	241506.173	19294.179	10340.365	35730.826	3976.514	15696.937	22971.301	19448.096	10255.938	43891.675	48263.048	10516.363	7475.691	22366.674	6183.957	102156.081	10113.062	28055.758	6008.608	32909.664	23530.468	10534.547	11519.746	40610.06	19546.161	17208.181	9865.625	12821.871	41243.526	28104.641	10306.94	5865.89	17592.745	18181.009	14983.492	6432.477	34826.816	10531.604	8395.328	15461.395	24189.777	28133.217	11956.445	28352.954	43582.788	25602.794	31407.592	8082.966	32490.51	44503.121	59059.949	37913.971	30028.078	17612.452	19610.776	12991.08	30042.858	50927.714	5356.456	40364.579	9116.617	25436.267	34536.132	32969.398	7265.112	23781.835	3579.839	32019.505	9843.818	15959.991	31529.777	8775.68	22333.346	25283.535	5940.778	13669.013	30084.244	8795.387	12072.718	32287.524	4997.782	10966.151	34625.801	5583.09	18263.78	7579.444	63366.003	4145.439	28356.895	2400.354	56058.521
CHEBI:16196	C18H34O2	CCCCCCCC\C=C/CCCCCCCC(O)=O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-	Linoleic Acid/Oleic Acid	264.2448			Positive	17.915												204967.395	212053.504	194543.812	225462.261	171099.447	210237.605	203737.471	232661.642	194533.729	211019.894	193914.515	215503.341	207602.5	215337.659	194344.618	224742.471	204357.068	207602.5	212597.152	202119.694	182140.094	244172.401	28870.657	78321.803	55746.144	67935.68	152783.481	156198.549	133906.513	158265.963	137891.502	128979.683	80424	118583.749	99930.647	180808.622	191319.61	149825.956	75394.602	127024.648	107039.946	168245.382	122471.521	67110.676	108763.088	95644.197	90481.906	120740.352	20004.324	116341.524	116312.091	94862.896	128340.194	82822.307	140139.079	131330.719	197795.663	189497.467	155566.195	167266.08	54724.032	110956.259	64236.989	143480.12	35586.63	125780.454	12936.944	68599.25	68626.899	148609.411	181354.462	109050.278	200713.053	81177.652	153973.27	150274.579	140925.731	74749.761	25853.375	124315.961	115380.06	91949.074	172470.291	85099.316	112784.644	126125.617	173341.673	277198.85	102471.613	321017.472	288579.006	206092.956	310338.534	229305.127	240074.437	229894.218	198280.813	120534.264	288908.696	219242.057	232356.013	288369.812	256488.639	116752.035	177204.094	271095.404	210675.142	202555.066	398767.368	138044.642	245816.395	218770.115	89228.793	177157.235	156396.818	241742.969	177995.685	294844.786	251262.135	383387.422	240817.494	275234.099	295338.484	349981.643	299363.377	125203.475	114102.802	274665.091	189573.32	155478.037	96284.489	152743.453	168208.75	235674.668	143292.902	369520.367	229594.652	256199.114	234623.677	362091.468	363604.359	113468.525	207893.698	234287.293	235883.862	291173.012	187068.012	357400.501	297654.68	209461.817	292711.007	186847.103	171109.017	303677.795	212513.809	191495.392	289671.954	210322.075	260060.236	309341.993	226304.168	321606.373	247342.427	100942.769	84808.873	99772.985	173574.573	146102.003	177500.644	241812.989	271115.145	241365.514	195882.828	237960.34	159501.442	258041.143	249245.435	223606.421	114501.95	172721.295	213083.322	146161.534	256985.459	149470.466	307326.868	205981.272	284944.199	185409.339	240037.972	250738.672	243447.115	188291.632	217841.834	161507.637	217241.563	269920.556	248548.923	242379.525	90669.701	82763.982	222312.613	259378.606	203002.737	236446.268	152674.227	215338.555	280795.88	139075.359	204773.785	125268.133	199441.79	200535.177	189193.527	237511.873	127482.687	158553.907	163600.152
CHEBI:32389	C18H28O2	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-,13-12-	Stearidonic Acid	79.0542			Positive	18.77												4571.298	4350.705	4581.325	4358.726	4562.274	4245.421	4308.591	4582.328	4463.781	3064.269	4858.642	4269.633	5296.707	4460.5	3579.994	4447.771	4636.586	4442.467	4437.163	4460.5	4611.128	4461.561	1291.474	1647.432	1535.13	1236.326	7228.447	3329.959	2213.956	1744.694	2794.518	15709.262	2545.849	5185.952	5817.651	6604.769	16509.415	2358.345	1625.373	3122.4	3580.633	9521.616	1878.052	2701.267	1419.82	3688.924	2531.811	8965.119	839.258	3029.149	7350.776	3160.503	4161.195	2776.469	4811.945	2280.134	4315.61	19929.616	7342.754	3212.643	2478.668	3568.601	1693.556	1829.923	6739.13	5107.741	1479.982	1073.889	2375.39	1745.696	2373.385	396.066	2680.211	883.377	2259.078	39540.375	4516.15	1583.259	1025.76	5354.405	3990.736	1279.442	3267.791	1446.893	2402.463	1823.907	1583.259	2305.175	341.811	887.615	774.408	1175.831	1089.968	1123.875	406.892	1618.271	6446.287	667.762	8776.072	6493.867	2536.513	5918.53	1468.968	1404.981	1228.333	1853.437	1716.166	1595.848	1995.631	1328.415	2977.86	638.23	1122.235	2959.812	2044.305	1079.03	1014.496	728.468	1251.303	538.148	1950.785	1517.095	2308.456	849.879	2015.866	1704.134	4426.592	8105.575	785.346	1963.364	2705.504	3481.553	3085.598	1473.343	2880.512	2298.612	1798.201	2521.2	1675.695	964.728	1207.004	1676.242	1198.8	3060.441	4140.018	5190.062	1110.75	1312.008	1391.308	1974.849	3605.698	2315.019	2208.921	911.679	3233.2	1971.955	2414.292	1391.718	9748.394	1670.699	4922.992	1599.628	2872.541	8876.448	1352.47	2151.223	1777.835	5959.355	2853.447	4899.655	3601.284	2941.49	3512.18	3706.299	9989.186	1181.688	1406.569	1592.202	4350.181	30321.853	2106.671	8185.893	2384.591	5769.479	4981.334	2786.619	2764.343	1952.861	2061.059	4415.948	1877.547	2824.807	3248.05	17607.572	1556.136	2262.603	12175.415	4374.578	3786.917	1549.772	3164.25	1520.071	14146.309	7806.14	4596.277	7526.099	2011.203	3238.503	10810.215	3363.673	16676.224	1595.385	4436.102	2990.285	5404.577	729.804	978.022
CHEBI:30745	C8H8O2	OC(=O)Cc1ccccc1	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	Phenylacetic Acid	65.0386			Positive	11.685												151785.213	160990.905	152449.095	149099.076	181556.477	167285.648	147585.551	172499.604	139494.643	156720	161898.705	127690.279	161226.905	107041.537	176637.64	152920.001	159719.734	156720	159968.37	153316.61	158795.655	156004.292	83247.028	1858.659	3244.474	5717.408	302725.005	105487.609	85232.342	4052.953	6320.074	5580.199	67114.374	62845.052	154447.074	4132.113	99401.847	210014.753	145762.777	414876.767	78824.665	62075.624	10086.999	158971.817	5868.339	9520.218	440163.396	140118.196	13565.784	4653.508	49534.689	6753.867	8472.15	28967.006	2978.499	2061.307	5599.197	32269.53	90856.87	11501.31	312675.849	191236.069	252702.695	74862.481	10433.188	92125.529	51453.509	25961.066	90367.138	8584.028	163474.394	19852.083	164009.511	30087.901	26414.912	4445.583	4378.034	61830.758	30344.377	1713.006	174340.32	285206.536	1137.782	36918.816	29058.831	12707.697	14389.04	211084.119	147071.665	282426.224	305330.959	284655.109	241249.038	230475.671	109742.292	292683.669	510042.721	261412.355	236243.154	348537.1	147368.172	169733.265	386346.814	303431.621	192505.843	374597.516	149891.869	375749.657	66954.65	278069.267	351413.217	330078.274	30663.898	326590.505	274943.237	218948.33	482855.579	299235.625	212089.701	129798.867	257055.398	168987.762	282293.219	359382.476	325725.552	2510.143	363785.18	259737.515	175651.543	324966.494	183769.902	228140.044	304043.272	571519.618	143217.922	73072.011	220803.616	192671.04	192930.271	539493.482	164574.045	81682.572	237544.396	242615.511	281228.336	207890.316	149706.341	324223.533	208900.981	341855.528	271393.625	179070.691	331498.118	305741.833	245975.175	183191.143	257914.721	207815.135	245950.01	131039.055	578737.288	152518.359	188985.261	324774.566	3623.84	70694.069	176993.371	263880.97	170852.975	246763.36	169923.863	122882.396	258721.025	186355.963	350531.007	217001.569	243749.533	107027.09	180184.363	538656.613	160324.714	290516.193	325647.307	187082.745	221900.799	179628.707	214805.119	199646.396	77452.53	120698.025	244535.705	273215.378	128453.043	450904.324	210990.021	155380.186	228875.684	225801.46	345065.049	152285.829	263469.262	284124.142	365861.863	148634.811	255260.258	116147.087	167865.321	242324.156	235571.735	98712.39	321576.527	250927.756	376232.085	54967.611	249970.459	174756.656	226160.824
CHEBI:28631	C9H10O2	OC(=O)CCc1ccccc1	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)	Hydrocinnamic Acid	91.0542			Positive	12.743												253638.128	270501.855	259501.731	252708.673	306957.172	559410.271	222501.884	265581.269	262918.771	262541.5	299855.291	260304.894	259025.976	258456.567	297582.659	266632.228	262541.5	259449.082	236593.873	280722.93	261187.923	304317.732	10181.243	0	1720.171	1770.243	26056.054	24383.868	685.356	0	7153.992	0	40439.146	39872.71	2383.621	0	1187.116	0	82928.101	7316.725	9908.978	10869.729	3279.695	25893.321	0	5046.809	129869.264	2534.879	660.32	1527.186	5626.806	49947.55	3884.728	4804.796	0	16585.203	1816.142	8845.998	180297.712	864.78	2066.5	10200.02	0	19838.819	2628.764	37910.526	11707.386	1439.561	0	2324.161	29193.88	0	0	0	1698.265	1882.904	1379.058	2780.022	802.19	0	12933.099	8065.714	0	1351.936	13586.118	1511.539	636.328	145968.803	70781.82	300559.796	567248.274	962983.404	322187.325	586213.891	278534.983	138885.717	462655.178	175068.696	584801.877	1034780.954	7050.062	32469.312	711211.637	293140.47	287733.587	726951.938	573295.616	273138.108	268214.573	1809709.338	505296.794	83246.77	29939.496	1141471.556	316810.464	264901.194	966335.811	783080.237	58810.225	102370.5	503084.205	483862.404	131952.74	544175.708	232030.594	835.6	1034759.939	8469.081	97915.301	376283.164	125634.203	364356.601	323688.402	1544740.095	15583.188	589109.97	1213269.105	97150.752	238228.043	1058751.164	101891.156	700147.693	407327.454	34832.009	1143761.2	140512.886	456656.871	435553.72	212195.352	726316.482	11396.182	451003.812	535263.309	65116.753	163513.823	326287.116	428882.463	169850.515	412766.082	191276.218	171974.619	92437.893	180668.822	496487.274	1370.45	336303.026	491522.907	7687.457	244879.379	17100.63	285624.492	1124666.181	290179.223	237508.757	675264.462	118196.168	55878.183	376555.077	645913.207	157843.609	70611.927	293490.051	819814.143	1714917.741	130409.297	925690.32	237862.149	244636.597	322247.007	1146099.384	137742.424	97312.271	216168.355	252151.576	256576.949	147960.808	18695.115	434105.546	478108.056	236677.3	246090.474	499255.358	7505.605	361382.638	526977.446	299242.754	74472.06	117917.766	1174427.019	417710.763	31653.461	162993.577	862883.959	393652.895	554678.911	252455.287	182740.433
