sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
9002000001447662LL,EGAN00001373970,SAMEA3885745,EGAR00001420872,EGAX00001383768,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447911LL,EGAN00001374606,SAMEA3886381,EGAR00001420873,EGAX00001383769,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001447950LL,EGAN00001374673,SAMEA3886448,EGAR00001420874,EGAX00001383770,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001448300LL,EGAN00001373707,SAMEA3885482,EGAR00001420875,EGAX00001383771,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001448427LL,EGAN00001373725,SAMEA3885500,EGAR00001420876,EGAX00001383772,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001448570LL,EGAN00001374306,SAMEA3886081,EGAR00001420877,EGAX00001383773,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001448688LL,EGAN00001373981,SAMEA3885756,EGAR00001420878,EGAX00001383774,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001449415LL,EGAN00001374049,SAMEA3885824,EGAR00001420879,EGAX00001383775,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001449540LL,EGAN00001374567,SAMEA3886342,EGAR00001420880,EGAX00001383776,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001450040LL,EGAN00001373713,SAMEA3885488,EGAR00001420881,EGAX00001383777,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001450416LL,EGAN00001373901,SAMEA3885676,EGAR00001420882,EGAX00001383778,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001450980LL,EGAN00001374586,SAMEA3886361,EGAR00001420883,EGAX00001383779,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001451540LL,EGAN00001374529,SAMEA3886304,EGAR00001420884,EGAX00001383780,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001451692LL,EGAN00001374428,SAMEA3886203,EGAR00001420885,EGAX00001383781,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001451807LL,EGAN00001374491,SAMEA3886266,EGAR00001420886,EGAX00001383782,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001452386LL,EGAN00001374103,SAMEA3885878,EGAR00001420887,EGAX00001383783,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001452653LL,EGAN00001374472,SAMEA3886247,EGAR00001420888,EGAX00001383784,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001452789LL,EGAN00001374279,SAMEA3886054,EGAR00001420889,EGAX00001383785,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001452878LL,EGAN00001374192,SAMEA3885967,EGAR00001420890,EGAX00001383786,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001453220LL,EGAN00001373750,SAMEA3885525,EGAR00001420891,EGAX00001383787,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001453703LL,EGAN00001373917,SAMEA3885692,EGAR00001420892,EGAX00001383788,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001453721LL,EGAN00001373956,SAMEA3885731,EGAR00001420893,EGAX00001383789,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001453937LL,EGAN00001374597,SAMEA3886372,EGAR00001420894,EGAX00001383790,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454080LL,EGAN00001374091,SAMEA3885866,EGAR00001420895,EGAX00001383791,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454184LL,EGAN00001374351,SAMEA3886126,EGAR00001420896,EGAX00001383792,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454470LL,EGAN00001373937,SAMEA3885712,EGAR00001420897,EGAX00001383793,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454504LL,EGAN00001374197,SAMEA3885972,EGAR00001420898,EGAX00001383794,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454587LL,EGAN00001373914,SAMEA3885689,EGAR00001420899,EGAX00001383795,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454910LL,EGAN00001374521,SAMEA3886296,EGAR00001420900,EGAX00001383796,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001454943LL,EGAN00001374120,SAMEA3885895,EGAR00001420901,EGAX00001383797,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001455207LL,EGAN00001374469,SAMEA3886244,EGAR00001420902,EGAX00001383798,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001455557LL,EGAN00001373636,SAMEA3885411,EGAR00001420903,EGAX00001383799,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001455922LL,EGAN00001374148,SAMEA3885923,EGAR00001420904,EGAX00001383800,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001455931LL,EGAN00001374132,SAMEA3885907,EGAR00001420905,EGAX00001383801,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001456320LL,EGAN00001374055,SAMEA3885830,EGAR00001420906,EGAX00001383802,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001456330LL,EGAN00001374072,SAMEA3885847,EGAR00001420907,EGAX00001383803,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001456509LL,EGAN00001374644,SAMEA3886419,EGAR00001420908,EGAX00001383804,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001456625LL,EGAN00001374111,SAMEA3885886,EGAR00001420909,EGAX00001383805,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001456920LL,EGAN00001373972,SAMEA3885747,EGAR00001420910,EGAX00001383806,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001457408LL,EGAN00001373689,SAMEA3885464,EGAR00001420911,EGAX00001383807,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001457530LL,EGAN00001374047,SAMEA3885822,EGAR00001420912,EGAX00001383808,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001457730LL,EGAN00001373691,SAMEA3885466,EGAR00001420913,EGAX00001383809,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001458156LL,EGAN00001373913,SAMEA3885688,EGAR00001420914,EGAX00001383810,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001458530LL,EGAN00001373840,SAMEA3885615,EGAR00001420915,EGAX00001383811,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001459378LL,EGAN00001374539,SAMEA3886314,EGAR00001420916,EGAX00001383812,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001459681LL,EGAN00001373800,SAMEA3885575,EGAR00001420917,EGAX00001383813,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001459770LL,EGAN00001374086,SAMEA3885861,EGAR00001420918,EGAX00001383814,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001459832LL,EGAN00001373991,SAMEA3885766,EGAR00001420919,EGAX00001383815,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001460056LL,EGAN00001373704,SAMEA3885479,EGAR00001420920,EGAX00001383816,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001460323LL,EGAN00001373958,SAMEA3885733,EGAR00001420921,EGAX00001383817,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001460332LL,EGAN00001374510,SAMEA3886285,EGAR00001420922,EGAX00001383818,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001460717LL,EGAN00001374637,SAMEA3886412,EGAR00001420923,EGAX00001383819,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001461090LL,EGAN00001374636,SAMEA3886411,EGAR00001420924,EGAX00001383820,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001461142LL,EGAN00001374136,SAMEA3885911,EGAR00001420925,EGAX00001383821,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001461438LL,EGAN00001374213,SAMEA3885988,EGAR00001420926,EGAX00001383822,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001461625LL,EGAN00001374150,SAMEA3885925,EGAR00001420927,EGAX00001383823,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001461750LL,EGAN00001374667,SAMEA3886442,EGAR00001420928,EGAX00001383824,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462195LL,EGAN00001374054,SAMEA3885829,EGAR00001420929,EGAX00001383825,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462201LL,EGAN00001374509,SAMEA3886284,EGAR00001420930,EGAX00001383826,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462284LL,EGAN00001374590,SAMEA3886365,EGAR00001420931,EGAX00001383827,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462533LL,EGAN00001374628,SAMEA3886403,EGAR00001420932,EGAX00001383828,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462589LL,EGAN00001374134,SAMEA3885909,EGAR00001420933,EGAX00001383829,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462687LL,EGAN00001374526,SAMEA3886301,EGAR00001420934,EGAX00001383830,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001462829LL,EGAN00001373644,SAMEA3885419,EGAR00001420935,EGAX00001383831,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001463100LL,EGAN00001374635,SAMEA3886410,EGAR00001420936,EGAX00001383832,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001463399LL,EGAN00001374253,SAMEA3886028,EGAR00001420937,EGAX00001383833,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001463423LL,EGAN00001373551,SAMEA3885326,EGAR00001420938,EGAX00001383834,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001463497LL,EGAN00001374118,SAMEA3885893,EGAR00001420939,EGAX00001383835,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001464010LL,EGAN00001374512,SAMEA3886287,EGAR00001420940,EGAX00001383836,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001464171LL,EGAN00001374229,SAMEA3886004,EGAR00001420941,EGAX00001383837,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001464340LL,EGAN00001374151,SAMEA3885926,EGAR00001420942,EGAX00001383838,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001464387LL,EGAN00001374502,SAMEA3886277,EGAR00001420943,EGAX00001383839,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001464609LL,EGAN00001374082,SAMEA3885857,EGAR00001420944,EGAX00001383840,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001464743LL,EGAN00001373933,SAMEA3885708,EGAR00001420945,EGAX00001383841,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001465025LL,EGAN00001373835,SAMEA3885610,EGAR00001420946,EGAX00001383842,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001465099LL,EGAN00001373964,SAMEA3885739,EGAR00001420947,EGAX00001383843,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001465778LL,EGAN00001373696,SAMEA3885471,EGAR00001420948,EGAX00001383844,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001466194LL,EGAN00001374487,SAMEA3886262,EGAR00001420949,EGAX00001383845,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001466292LL,EGAN00001374286,SAMEA3886061,EGAR00001420950,EGAX00001383846,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001466505LL,EGAN00001374070,SAMEA3885845,EGAR00001420951,EGAX00001383847,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001467235LL,EGAN00001374339,SAMEA3886114,EGAR00001420952,EGAX00001383848,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001467807LL,EGAN00001374067,SAMEA3885842,EGAR00001420953,EGAX00001383849,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001467905LL,EGAN00001374507,SAMEA3886282,EGAR00001420954,EGAX00001383850,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001468260LL,EGAN00001374096,SAMEA3885871,EGAR00001420955,EGAX00001383851,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001468813LL,EGAN00001374212,SAMEA3885987,EGAR00001420956,EGAX00001383852,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001468930LL,EGAN00001373666,SAMEA3885441,EGAR00001420957,EGAX00001383853,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001469937LL,EGAN00001373661,SAMEA3885436,EGAR00001420958,EGAX00001383854,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001469950LL,EGAN00001373984,SAMEA3885759,EGAR00001420959,EGAX00001383855,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001470400LL,EGAN00001374525,SAMEA3886300,EGAR00001420960,EGAX00001383856,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001470722LL,EGAN00001373979,SAMEA3885754,EGAR00001420961,EGAX00001383857,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001471363LL,EGAN00001374641,SAMEA3886416,EGAR00001420962,EGAX00001383858,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001471766LL,EGAN00001374081,SAMEA3885856,EGAR00001420963,EGAX00001383859,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001472324LL,EGAN00001374365,SAMEA3886140,EGAR00001420964,EGAX00001383860,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001472585LL,EGAN00001374087,SAMEA3885862,EGAR00001420965,EGAX00001383861,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001472656LL,EGAN00001373781,SAMEA3885556,EGAR00001420966,EGAX00001383862,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001472763LL,EGAN00001374389,SAMEA3886164,EGAR00001420967,EGAX00001383863,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001473072LL,EGAN00001374149,SAMEA3885924,EGAR00001420968,EGAX00001383864,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001473223LL,EGAN00001374524,SAMEA3886299,EGAR00001420969,EGAX00001383865,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001473241LL,EGAN00001374583,SAMEA3886358,EGAR00001420970,EGAX00001383866,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001473555LL,EGAN00001374084,SAMEA3885859,EGAR00001420971,EGAX00001383867,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001473742LL,EGAN00001374646,SAMEA3886421,EGAR00001420972,EGAX00001383868,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001473840LL,EGAN00001373895,SAMEA3885670,EGAR00001420973,EGAX00001383869,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001474089LL,EGAN00001373628,SAMEA3885403,EGAR00001420974,EGAX00001383870,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001474580LL,EGAN00001373962,SAMEA3885737,EGAR00001420975,EGAX00001383871,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001475729LL,EGAN00001374549,SAMEA3886324,EGAR00001420976,EGAX00001383872,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001475747LL,EGAN00001374255,SAMEA3886030,EGAR00001420977,EGAX00001383873,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001475980LL,EGAN00001374093,SAMEA3885868,EGAR00001420978,EGAX00001383874,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001476065LL,EGAN00001373949,SAMEA3885724,EGAR00001420979,EGAX00001383875,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001476074LL,EGAN00001374318,SAMEA3886093,EGAR00001420980,EGAX00001383876,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001476261LL,EGAN00001373976,SAMEA3885751,EGAR00001420981,EGAX00001383877,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001476459LL,EGAN00001374168,SAMEA3885943,EGAR00001420982,EGAX00001383878,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001476720LL,EGAN00001374058,SAMEA3885833,EGAR00001420983,EGAX00001383879,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001476931LL,EGAN00001374632,SAMEA3886407,EGAR00001420984,EGAX00001383880,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001477035LL,EGAN00001374550,SAMEA3886325,EGAR00001420985,EGAX00001383881,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001477160LL,EGAN00001374269,SAMEA3886044,EGAR00001420986,EGAX00001383882,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001477438LL,EGAN00001374615,SAMEA3886390,EGAR00001420987,EGAX00001383883,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001477607LL,EGAN00001374135,SAMEA3885910,EGAR00001420988,EGAX00001383884,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001477859LL,EGAN00001374520,SAMEA3886295,EGAR00001420989,EGAX00001383885,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001477886LL,EGAN00001374124,SAMEA3885899,EGAR00001420990,EGAX00001383886,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001478005ALL,EGAN00001374328,SAMEA3886103,EGAR00001420991,EGAX00001383887,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001478103LL,EGAN00001374102,SAMEA3885877,EGAR00001420992,EGAX00001383888,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001478767LL,EGAN00001373947,SAMEA3885722,EGAR00001420993,EGAX00001383889,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001478776LL,EGAN00001374201,SAMEA3885976,EGAR00001420994,EGAX00001383890,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001479129LL,EGAN00001374451,SAMEA3886226,EGAR00001420995,EGAX00001383891,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001479951LL,EGAN00001374527,SAMEA3886302,EGAR00001420996,EGAX00001383892,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001480184LL,EGAN00001374304,SAMEA3886079,EGAR00001420997,EGAX00001383893,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001480326LL,EGAN00001373967,SAMEA3885742,EGAR00001420998,EGAX00001383894,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001480470LL,EGAN00001374528,SAMEA3886303,EGAR00001420999,EGAX00001383895,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001480836LL,EGAN00001373700,SAMEA3885475,EGAR00001421000,EGAX00001383896,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001480980LL,EGAN00001373753,SAMEA3885528,EGAR00001421001,EGAX00001383897,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001480999LL,EGAN00001374674,SAMEA3886449,EGAR00001421002,EGAX00001383898,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001481486LL,EGAN00001373741,SAMEA3885516,EGAR00001421003,EGAX00001383899,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001482133LL,EGAN00001374471,SAMEA3886246,EGAR00001421004,EGAX00001383900,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001482222LL,EGAN00001374063,SAMEA3885838,EGAR00001421005,EGAX00001383901,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001482536LL,EGAN00001374513,SAMEA3886288,EGAR00001421006,EGAX00001383902,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001482920LL,EGAN00001374308,SAMEA3886083,EGAR00001421007,EGAX00001383903,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001482939LL,EGAN00001373674,SAMEA3885449,EGAR00001421008,EGAX00001383904,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001483041LL,EGAN00001374116,SAMEA3885891,EGAR00001421009,EGAX00001383905,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001483515LL,EGAN00001374008,SAMEA3885783,EGAR00001421010,EGAX00001383906,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001483622LL,EGAN00001373692,SAMEA3885467,EGAR00001421011,EGAX00001383907,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001484586LL,EGAN00001374625,SAMEA3886400,EGAR00001421012,EGAX00001383908,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001484871LL,EGAN00001373554,SAMEA3885329,EGAR00001421013,EGAX00001383909,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001484933LL,EGAN00001374206,SAMEA3885981,EGAR00001421014,EGAX00001383910,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001485725LL,EGAN00001373699,SAMEA3885474,EGAR00001421015,EGAX00001383911,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001486348LL,EGAN00001374634,SAMEA3886409,EGAR00001421016,EGAX00001383912,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001486419LL,EGAN00001374330,SAMEA3886105,EGAR00001421017,EGAX00001383913,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001486491LL,EGAN00001374112,SAMEA3885887,EGAR00001421018,EGAX00001383914,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001487499LL,EGAN00001374443,SAMEA3886218,EGAR00001421019,EGAX00001383915,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001487873LL,EGAN00001374519,SAMEA3886294,EGAR00001421020,EGAX00001383916,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001487891LL,EGAN00001374366,SAMEA3886141,EGAR00001421021,EGAX00001383917,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001488502LL,EGAN00001374575,SAMEA3886350,EGAR00001421022,EGAX00001383918,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001488665LL,EGAN00001374594,SAMEA3886369,EGAR00001421023,EGAX00001383919,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001488899LL,EGAN00001374289,SAMEA3886064,EGAR00001421024,EGAX00001383920,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001488941LL,EGAN00001374053,SAMEA3885828,EGAR00001421025,EGAX00001383921,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001489152LL,EGAN00001374044,SAMEA3885819,EGAR00001421026,EGAX00001383922,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001490171LL,EGAN00001374156,SAMEA3885931,EGAR00001421027,EGAX00001383923,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001490396LL,EGAN00001373643,SAMEA3885418,EGAR00001421028,EGAX00001383924,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001490968LL,EGAN00001374580,SAMEA3886355,EGAR00001421029,EGAX00001383925,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001491114LL,EGAN00001374036,SAMEA3885811,EGAR00001421030,EGAX00001383926,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001491437LL,EGAN00001373598,SAMEA3885373,EGAR00001421031,EGAX00001383927,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001491778LL,EGAN00001374316,SAMEA3886091,EGAR00001421032,EGAX00001383928,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001491867LL,EGAN00001373552,SAMEA3885327,EGAR00001421033,EGAX00001383929,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001492917LL,EGAN00001373971,SAMEA3885746,EGAR00001421034,EGAX00001383930,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001492953LL,EGAN00001373963,SAMEA3885738,EGAR00001421035,EGAX00001383931,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001493342LL,EGAN00001374530,SAMEA3886305,EGAR00001421036,EGAX00001383932,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001493674LL,EGAN00001374645,SAMEA3886420,EGAR00001421037,EGAX00001383933,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001493718LL,EGAN00001373677,SAMEA3885452,EGAR00001421038,EGAX00001383934,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001494617LL,EGAN00001373965,SAMEA3885740,EGAR00001421039,EGAX00001383935,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001494958LL,EGAN00001374388,SAMEA3886163,EGAR00001421040,EGAX00001383936,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001495507LL,EGAN00001374017,SAMEA3885792,EGAR00001421041,EGAX00001383937,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001495848LL,EGAN00001374623,SAMEA3886398,EGAR00001421042,EGAX00001383938,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001496442LL,EGAN00001374041,SAMEA3885816,EGAR00001421043,EGAX00001383939,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001496596LL,EGAN00001374302,SAMEA3886077,EGAR00001421044,EGAX00001383940,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001496630LL,EGAN00001374195,SAMEA3885970,EGAR00001421045,EGAX00001383941,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001497216LL,EGAN00001373613,SAMEA3885388,EGAR00001421046,EGAX00001383942,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001498106LL,EGAN00001374128,SAMEA3885903,EGAR00001421047,EGAX00001383943,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001498948LL,EGAN00001374505,SAMEA3886280,EGAR00001421048,EGAX00001383944,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001501005LL,EGAN00001373946,SAMEA3885721,EGAR00001421049,EGAX00001383945,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001501041LL,EGAN00001374511,SAMEA3886286,EGAR00001421050,EGAX00001383946,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001501838LL,EGAN00001374569,SAMEA3886344,EGAR00001421051,EGAX00001383947,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001501892LL,EGAN00001374508,SAMEA3886283,EGAR00001421052,EGAX00001383948,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001503369LL,EGAN00001373985,SAMEA3885760,EGAR00001421053,EGAX00001383949,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001503538LL,EGAN00001374603,SAMEA3886378,EGAR00001421054,EGAX00001383950,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001503823LL,EGAN00001373834,SAMEA3885609,EGAR00001421055,EGAX00001383951,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001504132LL,EGAN00001373948,SAMEA3885723,EGAR00001421056,EGAX00001383952,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001504212LL,EGAN00001374127,SAMEA3885902,EGAR00001421057,EGAX00001383953,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001504221LL,EGAN00001374584,SAMEA3886359,EGAR00001421058,EGAX00001383954,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001504910LL,EGAN00001374221,SAMEA3885996,EGAR00001421059,EGAX00001383955,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001505022LL,EGAN00001374468,SAMEA3886243,EGAR00001421060,EGAX00001383956,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001505185LL,EGAN00001373659,SAMEA3885434,EGAR00001421061,EGAX00001383957,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001505530LL,EGAN00001374570,SAMEA3886345,EGAR00001421062,EGAX00001383958,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001506048LL,EGAN00001374327,SAMEA3886102,EGAR00001421063,EGAX00001383959,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001506333LL,EGAN00001374571,SAMEA3886346,EGAR00001421064,EGAX00001383960,EGAS00001001704,ENA-CHECKLIST=ERC000026
