sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
9002000001371690_4yearsFollowUpMGS,EGAN00002854646,SAMEA7985407,EGAR00002589035,EGAX00002368118,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001372130_4yearsFollowUpMGS,EGAN00002854457,SAMEA7985168,EGAR00002589128,EGAX00002368211,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001373308_4yearsFollowUpMGS,EGAN00002854546,SAMEA7985307,EGAR00002588909,EGAX00002367992,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001374735_4yearsFollowUpMGS,EGAN00002854334,SAMEA7985009,EGAR00002588859,EGAX00002367942,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001375110_4yearsFollowUpMGS,EGAN00002854488,SAMEA7985199,EGAR00002589085,EGAX00002368168,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001375980_4yearsFollowUpMGS,EGAN00002854318,SAMEA7984993,EGAR00002588866,EGAX00002367949,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001377460_4yearsFollowUpMGS,EGAN00002854655,SAMEA7985416,EGAR00002589042,EGAX00002368125,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001377630_4yearsFollowUpMGS,EGAN00002854648,SAMEA7985409,EGAR00002589037,EGAX00002368120,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001377910_4yearsFollowUpMGS,EGAN00002854605,SAMEA7985366,EGAR00002588994,EGAX00002368077,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001379150_4yearsFollowUpMGS,EGAN00002854325,SAMEA7985000,EGAR00002588873,EGAX00002367956,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001380545_4yearsFollowUpMGS,EGAN00002854644,SAMEA7985405,EGAR00002589030,EGAX00002368113,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001380900_4yearsFollowUpMGS,EGAN00002854316,SAMEA7984991,EGAR00002588796,EGAX00002367879,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001384880_4yearsFollowUpMGS,EGAN00002854429,SAMEA7985140,EGAR00002588915,EGAX00002367998,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001385621_4yearsFollowUpMGS,EGAN00002854653,SAMEA7985414,EGAR00002589040,EGAX00002368123,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001386478_4yearsFollowUpMGS,EGAN00002854499,SAMEA7985210,EGAR00002589076,EGAX00002368159,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001387200_4yearsFollowUpMGS,EGAN00002854636,SAMEA7985397,EGAR00002589023,EGAX00002368106,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001388285_4yearsFollowUpMGS,EGAN00002854618,SAMEA7985379,EGAR00002588969,EGAX00002368052,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001388561_4yearsFollowUpMGS,EGAN00002854638,SAMEA7985399,EGAR00002589025,EGAX00002368108,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001390280_4yearsFollowUpMGS,EGAN00002854353,SAMEA7985028,EGAR00002588842,EGAX00002367925,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001390345_4yearsFollowUpMGS,EGAN00002854539,SAMEA7985300,EGAR00002588905,EGAX00002367988,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001391070_4yearsFollowUpMGS,EGAN00002854672,SAMEA7985433,EGAR00002589059,EGAX00002368142,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001391220_4yearsFollowUpMGS,EGAN00002854671,SAMEA7985432,EGAR00002589058,EGAX00002368141,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001391709_4yearsFollowUpMGS,EGAN00002854590,SAMEA7985351,EGAR00002588980,EGAX00002368063,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001392457_4yearsFollowUpMGS,EGAN00002854407,SAMEA7985118,EGAR00002588811,EGAX00002367894,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001392484_4yearsFollowUpMGS,EGAN00002854606,SAMEA7985367,EGAR00002588995,EGAX00002368078,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001392617_4yearsFollowUpMGS,EGAN00002854652,SAMEA7985413,EGAR00002589039,EGAX00002368122,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001392831_4yearsFollowUpMGS,EGAN00002854634,SAMEA7985395,EGAR00002589021,EGAX00002368104,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001392958_4yearsFollowUpMGS,EGAN00002854635,SAMEA7985396,EGAR00002589022,EGAX00002368105,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001393098_4yearsFollowUpMGS,EGAN00002854526,SAMEA7985237,EGAR00002588892,EGAX00002367975,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001393561_4yearsFollowUpMGS,EGAN00002854468,SAMEA7985179,EGAR00002589105,EGAX00002368188,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001393703_4yearsFollowUpMGS,EGAN00002854327,SAMEA7985002,EGAR00002588871,EGAX00002367954,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001394021_4yearsFollowUpMGS,EGAN00002854515,SAMEA7985226,EGAR00002589072,EGAX00002368155,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001394602_4yearsFollowUpMGS,EGAN00002854664,SAMEA7985425,EGAR00002589051,EGAX00002368134,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001395260_4yearsFollowUpMGS,EGAN00002854408,SAMEA7985119,EGAR00002588810,EGAX00002367893,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001395539_4yearsFollowUpMGS,EGAN00002854339,SAMEA7985014,EGAR00002588854,EGAX00002367937,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001397660_4yearsFollowUpMGS,EGAN00002854445,SAMEA7985156,EGAR00002588938,EGAX00002368021,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001398120_4yearsFollowUpMGS,EGAN00002854575,SAMEA7985336,EGAR00002588962,EGAX00002368045,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001399800_4yearsFollowUpMGS,EGAN00002854654,SAMEA7985415,EGAR00002589041,EGAX00002368124,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001400933_4yearsFollowUpMGS,EGAN00002854650,SAMEA7985411,EGAR00002589028,EGAX00002368111,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001401313_4yearsFollowUpMGS,EGAN00002854630,SAMEA7985391,EGAR00002589017,EGAX00002368100,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001401430_4yearsFollowUpMGS,EGAN00002854576,SAMEA7985337,EGAR00002588963,EGAX00002368046,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001402221_4yearsFollowUpMGS,EGAN00002854643,SAMEA7985404,EGAR00002589026,EGAX00002368109,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001403309_4yearsFollowUpMGS,EGAN00002854667,SAMEA7985428,EGAR00002589054,EGAX00002368137,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001404066_4yearsFollowUpMGS,EGAN00002854585,SAMEA7985346,EGAR00002588970,EGAX00002368053,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001406680_4yearsFollowUpMGS,EGAN00002854448,SAMEA7985159,EGAR00002588937,EGAX00002368020,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001406700_4yearsFollowUpMGS,EGAN00002854512,SAMEA7985223,EGAR00002589069,EGAX00002368152,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001407430_4yearsFollowUpMGS,EGAN00002854668,SAMEA7985429,EGAR00002589055,EGAX00002368138,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001408172_4yearsFollowUpMGS,EGAN00002854403,SAMEA7985114,EGAR00002588798,EGAX00002367881,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001408575_4yearsFollowUpMGS,EGAN00002854504,SAMEA7985215,EGAR00002589079,EGAX00002368162,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001410009LL_4yearsFollowUpMGS,EGAN00002854432,SAMEA7985143,EGAR00002588919,EGAX00002368002,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001410650_4yearsFollowUpMGS,EGAN00002854665,SAMEA7985426,EGAR00002589052,EGAX00002368135,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001412150_4yearsFollowUpMGS,EGAN00002854505,SAMEA7985216,EGAR00002589081,EGAX00002368164,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001412522_4yearsFollowUpMGS,EGAN00002854356,SAMEA7985031,EGAR00002588839,EGAX00002367922,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001413760_4yearsFollowUpMGS,EGAN00002854651,SAMEA7985412,EGAR00002589038,EGAX00002368121,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001414420_4yearsFollowUpMGS,EGAN00002854629,SAMEA7985390,EGAR00002589016,EGAX00002368099,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001416675_4yearsFollowUpMGS,EGAN00002854346,SAMEA7985021,EGAR00002588849,EGAX00002367932,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001418974_4yearsFollowUpMGS,EGAN00002854602,SAMEA7985363,EGAR00002588991,EGAX00002368074,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001420408_4yearsFollowUpMGS,EGAN00002854469,SAMEA7985180,EGAR00002589106,EGAX00002368189,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001421030_4yearsFollowUpMGS,EGAN00002854617,SAMEA7985378,EGAR00002588968,EGAX00002368051,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001421399_4yearsFollowUpMGS,EGAN00002854495,SAMEA7985206,EGAR00002589091,EGAX00002368174,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001421675_4yearsFollowUpMGS,EGAN00002854640,SAMEA7985401,EGAR00002589031,EGAX00002368114,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001421826_4yearsFollowUpMGS,EGAN00002854676,SAMEA7985437,EGAR00002589063,EGAX00002368146,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001422370_4yearsFollowUpMGS,EGAN00002854423,SAMEA7985134,EGAR00002588879,EGAX00002367962,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001422430_4yearsFollowUpMGS,EGAN00002854361,SAMEA7985036,EGAR00002588832,EGAX00002367915,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001423590_4yearsFollowUpMGS,EGAN00002854426,SAMEA7985137,EGAR00002588882,EGAX00002367965,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001424256_4yearsFollowUpMGS,EGAN00002854493,SAMEA7985204,EGAR00002589093,EGAX00002368176,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001424425_4yearsFollowUpMGS,EGAN00002854661,SAMEA7985422,EGAR00002589048,EGAX00002368131,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001425146_4yearsFollowUpMGS,EGAN00002854393,SAMEA7985104,EGAR00002588824,EGAX00002367907,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001425650_4yearsFollowUpMGS,EGAN00002854659,SAMEA7985420,EGAR00002589046,EGAX00002368129,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001428569_4yearsFollowUpMGS,EGAN00002854511,SAMEA7985222,EGAR00002589068,EGAX00002368151,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001428590_4yearsFollowUpMGS,EGAN00002854412,SAMEA7985123,EGAR00002588806,EGAX00002367889,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001429200_4yearsFollowUpMGS,EGAN00002854411,SAMEA7985122,EGAR00002588807,EGAX00002367890,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001433400_4yearsFollowUpMGS,EGAN00002854459,SAMEA7985170,EGAR00002589123,EGAX00002368206,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001434682_4yearsFollowUpMGS,EGAN00002854547,SAMEA7985308,EGAR00002588910,EGAX00002367993,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001435151_4yearsFollowUpMGS,EGAN00002854502,SAMEA7985213,EGAR00002589084,EGAX00002368167,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001435296_4yearsFollowUpMGS,EGAN00002854424,SAMEA7985135,EGAR00002588880,EGAX00002367963,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001435550_4yearsFollowUpMGS,EGAN00002854362,SAMEA7985037,EGAR00002588831,EGAX00002367914,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001436220_4yearsFollowUpMGS,EGAN00002854510,SAMEA7985221,EGAR00002589067,EGAX00002368150,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001438180_4yearsFollowUpMGS,EGAN00002854506,SAMEA7985217,EGAR00002589082,EGAX00002368165,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001439850_4yearsFollowUpMGS,EGAN00002854594,SAMEA7985355,EGAR00002588987,EGAX00002368070,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001441266_4yearsFollowUpMGS,EGAN00002854352,SAMEA7985027,EGAR00002588837,EGAX00002367920,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001442595_4yearsFollowUpMGS,EGAN00002854472,SAMEA7985183,EGAR00002589109,EGAX00002368192,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001443799LL_4yearsFollowUpMGS,EGAN00002854677,SAMEA7985438,EGAR00002589064,EGAX00002368147,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001444393_4yearsFollowUpMGS,EGAN00002854503,SAMEA7985214,EGAR00002589083,EGAX00002368166,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001445194_4yearsFollowUpMGS,EGAN00002854623,SAMEA7985384,EGAR00002589013,EGAX00002368096,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001445318_4yearsFollowUpMGS,EGAN00002854475,SAMEA7985186,EGAR00002589112,EGAX00002368195,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001445425_4yearsFollowUpMGS,EGAN00002854647,SAMEA7985408,EGAR00002589036,EGAX00002368119,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001445668_4yearsFollowUpMGS,EGAN00002854658,SAMEA7985419,EGAR00002589045,EGAX00002368128,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001446502_4yearsFollowUpMGS,EGAN00002854494,SAMEA7985205,EGAR00002589092,EGAX00002368175,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001446520_4yearsFollowUpMGS,EGAN00002854367,SAMEA7985042,EGAR00002588826,EGAX00002367909,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001446594_4yearsFollowUpMGS,EGAN00002854482,SAMEA7985193,EGAR00002589103,EGAX00002368186,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001447564_4yearsFollowUpMGS,EGAN00002854478,SAMEA7985189,EGAR00002589095,EGAX00002368178,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001447950_4yearsFollowUpMGS,EGAN00002854451,SAMEA7985162,EGAR00002589131,EGAX00002368214,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001448688_4yearsFollowUpMGS,EGAN00002854632,SAMEA7985393,EGAR00002589019,EGAX00002368102,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001450040_4yearsFollowUpMGS,EGAN00002854324,SAMEA7984999,EGAR00002588874,EGAX00002367957,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001450980_4yearsFollowUpMGS,EGAN00002854670,SAMEA7985431,EGAR00002589057,EGAX00002368140,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001452386_4yearsFollowUpMGS,EGAN00002854489,SAMEA7985200,EGAR00002589086,EGAX00002368169,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001452653_4yearsFollowUpMGS,EGAN00002854579,SAMEA7985340,EGAR00002588966,EGAX00002368049,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001454080_4yearsFollowUpMGS,EGAN00002854507,SAMEA7985218,EGAR00002589080,EGAX00002368163,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001454910_4yearsFollowUpMGS,EGAN00002854612,SAMEA7985373,EGAR00002589002,EGAX00002368085,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001455931_4yearsFollowUpMGS,EGAN00002854471,SAMEA7985182,EGAR00002589108,EGAX00002368191,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001456330_4yearsFollowUpMGS,EGAN00002854516,SAMEA7985227,EGAR00002589073,EGAX00002368156,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001459770_4yearsFollowUpMGS,EGAN00002854500,SAMEA7985211,EGAR00002589077,EGAX00002368160,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001460056_4yearsFollowUpMGS,EGAN00002854321,SAMEA7984996,EGAR00002588869,EGAX00002367952,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001462195_4yearsFollowUpMGS,EGAN00002854674,SAMEA7985435,EGAR00002589061,EGAX00002368144,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001462201_4yearsFollowUpMGS,EGAN00002854601,SAMEA7985362,EGAR00002588990,EGAX00002368073,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001462284_4yearsFollowUpMGS,EGAN00002854673,SAMEA7985434,EGAR00002589060,EGAX00002368143,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001462829_4yearsFollowUpMGS,EGAN00002854357,SAMEA7985032,EGAR00002588838,EGAX00002367921,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001463497_4yearsFollowUpMGS,EGAN00002854479,SAMEA7985190,EGAR00002589096,EGAX00002368179,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001466194_4yearsFollowUpMGS,EGAN00002854591,SAMEA7985352,EGAR00002588981,EGAX00002368064,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001466505_4yearsFollowUpMGS,EGAN00002854514,SAMEA7985225,EGAR00002589071,EGAX00002368154,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001467807_4yearsFollowUpMGS,EGAN00002854513,SAMEA7985224,EGAR00002589070,EGAX00002368153,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001467905_4yearsFollowUpMGS,EGAN00002854597,SAMEA7985358,EGAR00002588988,EGAX00002368071,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001470400_4yearsFollowUpMGS,EGAN00002854615,SAMEA7985376,EGAR00002589005,EGAX00002368088,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001472585_4yearsFollowUpMGS,EGAN00002854501,SAMEA7985212,EGAR00002589078,EGAX00002368161,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001473223_4yearsFollowUpMGS,EGAN00002854614,SAMEA7985375,EGAR00002589004,EGAX00002368087,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001473840_4yearsFollowUpMGS,EGAN00002854581,SAMEA7985342,EGAR00002588972,EGAX00002368055,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001474580_4yearsFollowUpMGS,EGAN00002854616,SAMEA7985377,EGAR00002589006,EGAX00002368089,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001475729LL_4yearsFollowUpMGS,EGAN00002854649,SAMEA7985410,EGAR00002589027,EGAX00002368110,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001475747_4yearsFollowUpMGS,EGAN00002854359,SAMEA7985034,EGAR00002588834,EGAX00002367917,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001476065_4yearsFollowUpMGS,EGAN00002854611,SAMEA7985372,EGAR00002589000,EGAX00002368083,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001476459_4yearsFollowUpMGS,EGAN00002854463,SAMEA7985174,EGAR00002589119,EGAX00002368202,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001476931_4yearsFollowUpMGS,EGAN00002854476,SAMEA7985187,EGAR00002589110,EGAX00002368193,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001477886_4yearsFollowUpMGS,EGAN00002854481,SAMEA7985192,EGAR00002589104,EGAX00002368187,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001478005ALL_4yearsFollowUpMGS,EGAN00002854420,SAMEA7985131,EGAR00002588876,EGAX00002367959,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001478776_4yearsFollowUpMGS,EGAN00002854450,SAMEA7985161,EGAR00002589132,EGAX00002368215,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001479951_4yearsFollowUpMGS,EGAN00002854621,SAMEA7985382,EGAR00002589009,EGAX00002368092,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001480184LL_4yearsFollowUpMGS,EGAN00002854319,SAMEA7984994,EGAR00002588867,EGAX00002367950,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001480326_4yearsFollowUpMGS,EGAN00002854626,SAMEA7985387,EGAR00002589010,EGAX00002368093,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001482920_4yearsFollowUpMGS,EGAN00002854322,SAMEA7984997,EGAR00002588870,EGAX00002367953,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001484586_4yearsFollowUpMGS,EGAN00002854485,SAMEA7985196,EGAR00002589099,EGAX00002368182,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001484933_4yearsFollowUpMGS,EGAN00002854418,SAMEA7985129,EGAR00002588800,EGAX00002367883,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001485725_4yearsFollowUpMGS,EGAN00002854331,SAMEA7985006,EGAR00002588865,EGAX00002367948,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001487499_4yearsFollowUpMGS,EGAN00002854557,SAMEA7985318,EGAR00002588944,EGAX00002368027,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001492917_4yearsFollowUpMGS,EGAN00002854627,SAMEA7985388,EGAR00002589012,EGAX00002368095,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001492953_4yearsFollowUpMGS,EGAN00002854620,SAMEA7985381,EGAR00002589007,EGAX00002368090,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001494617_4yearsFollowUpMGS,EGAN00002854625,SAMEA7985386,EGAR00002589008,EGAX00002368091,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001495848_4yearsFollowUpMGS,EGAN00002854484,SAMEA7985195,EGAR00002589098,EGAX00002368181,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001497216_4yearsFollowUpMGS,EGAN00002854395,SAMEA7985106,EGAR00002588822,EGAX00002367905,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001498948_4yearsFollowUpMGS,EGAN00002854593,SAMEA7985354,EGAR00002588986,EGAX00002368069,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001501005_4yearsFollowUpMGS,EGAN00002854609,SAMEA7985370,EGAR00002588998,EGAX00002368081,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001501838_4yearsFollowUpMGS,EGAN00002854657,SAMEA7985418,EGAR00002589044,EGAX00002368127,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001501892_4yearsFollowUpMGS,EGAN00002854598,SAMEA7985359,EGAR00002588989,EGAX00002368072,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001503369_4yearsFollowUpMGS,EGAN00002854633,SAMEA7985394,EGAR00002589020,EGAX00002368103,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001504132_4yearsFollowUpMGS,EGAN00002854610,SAMEA7985371,EGAR00002588999,EGAX00002368082,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001504221_4yearsFollowUpMGS,EGAN00002854669,SAMEA7985430,EGAR00002589056,EGAX00002368139,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001506333_4yearsFollowUpMGS,EGAN00002854660,SAMEA7985421,EGAR00002589047,EGAX00002368130,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001510130_4yearsFollowUpMGS,EGAN00002854496,SAMEA7985207,EGAR00002589090,EGAX00002368173,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001512770_4yearsFollowUpMGS,EGAN00002854497,SAMEA7985208,EGAR00002589089,EGAX00002368172,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001514308_4yearsFollowUpMGS,EGAN00002854474,SAMEA7985185,EGAR00002589113,EGAX00002368196,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001515593_4yearsFollowUpMGS,EGAN00002854631,SAMEA7985392,EGAR00002589018,EGAX00002368101,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001517364_4yearsFollowUpMGS,EGAN00002854662,SAMEA7985423,EGAR00002589049,EGAX00002368132,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
9002000001521670_4yearsFollowUpMGS,EGAN00002854492,SAMEA7985203,EGAR00002589094,EGAX00002368177,EGAS00001001704,ENA-CHECKLIST=ERC000026;organism_part=stool
