sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
G43309,EGAN00001565198,SAMEA104165788,EGAR00001570655,EGAX00001526340,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43310,EGAN00001565199,SAMEA104165789,EGAR00001570656,EGAX00001526341,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43311,EGAN00001565200,SAMEA104165790,EGAR00001570657,EGAX00001526342,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43312,EGAN00001565201,SAMEA104165791,EGAR00001570658,EGAX00001526343,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43313,EGAN00001565202,SAMEA104165792,EGAR00001570659,EGAX00001526344,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43314,EGAN00001565203,SAMEA104165793,EGAR00001570660,EGAX00001526345,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43315,EGAN00001565204,SAMEA104165794,EGAR00001570661,EGAX00001526346,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43316,EGAN00001565205,SAMEA104165795,EGAR00001570662,EGAX00001526347,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43317,EGAN00001565206,SAMEA104165796,EGAR00001570663,EGAX00001526348,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43318,EGAN00001565207,SAMEA104165797,EGAR00001570664,EGAX00001526349,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43320,EGAN00001565208,SAMEA104165798,EGAR00001570665,EGAX00001526350,EGAS00001001704,age=19;ENA-CHECKLIST=ERC000026
G43321,EGAN00001565209,SAMEA104165799,EGAR00001570666,EGAX00001526351,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43322,EGAN00001565210,SAMEA104165800,EGAR00001570667,EGAX00001526352,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43323,EGAN00001565211,SAMEA104165801,EGAR00001570668,EGAX00001526353,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43324,EGAN00001565212,SAMEA104165802,EGAR00001570669,EGAX00001526354,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43325,EGAN00001565213,SAMEA104165803,EGAR00001570670,EGAX00001526355,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43326,EGAN00001565214,SAMEA104165804,EGAR00001570671,EGAX00001526356,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43327,EGAN00001565794,SAMEA104166384,EGAR00001571251,EGAX00001526936,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43328,EGAN00001565803,SAMEA104166393,EGAR00001571260,EGAX00001526945,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43329,EGAN00001565215,SAMEA104165805,EGAR00001570672,EGAX00001526357,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43330,EGAN00001565216,SAMEA104165806,EGAR00001570673,EGAX00001526358,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43331,EGAN00001565791,SAMEA104166381,EGAR00001571248,EGAX00001526933,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43332,EGAN00001565217,SAMEA104165807,EGAR00001570674,EGAX00001526359,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43333,EGAN00001565824,SAMEA104166414,EGAR00001571281,EGAX00001526966,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43334,EGAN00001565218,SAMEA104165808,EGAR00001570675,EGAX00001526360,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43335,EGAN00001565219,SAMEA104165809,EGAR00001570676,EGAX00001526361,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43336,EGAN00001565220,SAMEA104165810,EGAR00001570677,EGAX00001526362,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43337,EGAN00001565221,SAMEA104165811,EGAR00001570678,EGAX00001526363,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43338,EGAN00001565222,SAMEA104165812,EGAR00001570679,EGAX00001526364,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43339,EGAN00001565223,SAMEA104165813,EGAR00001570680,EGAX00001526365,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43340,EGAN00001565224,SAMEA104165814,EGAR00001570681,EGAX00001526366,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43341,EGAN00001565225,SAMEA104165815,EGAR00001570682,EGAX00001526367,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43342,EGAN00001565226,SAMEA104165816,EGAR00001570683,EGAX00001526368,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43343,EGAN00001565227,SAMEA104165817,EGAR00001570684,EGAX00001526369,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43344,EGAN00001565228,SAMEA104165818,EGAR00001570685,EGAX00001526370,EGAS00001001704,age=24;ENA-CHECKLIST=ERC000026
G43345,EGAN00001565229,SAMEA104165819,EGAR00001570686,EGAX00001526371,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43346,EGAN00001565230,SAMEA104165820,EGAR00001570687,EGAX00001526372,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43347,EGAN00001565231,SAMEA104165821,EGAR00001570688,EGAX00001526373,EGAS00001001704,age=19;ENA-CHECKLIST=ERC000026
G43348,EGAN00001565232,SAMEA104165822,EGAR00001570689,EGAX00001526374,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43349,EGAN00001565233,SAMEA104165823,EGAR00001570690,EGAX00001526375,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43350,EGAN00001565234,SAMEA104165824,EGAR00001570691,EGAX00001526376,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43351,EGAN00001565235,SAMEA104165825,EGAR00001570692,EGAX00001526377,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43352,EGAN00001565236,SAMEA104165826,EGAR00001570693,EGAX00001526378,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43353,EGAN00001565237,SAMEA104165827,EGAR00001570694,EGAX00001526379,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43354,EGAN00001565238,SAMEA104165828,EGAR00001570695,EGAX00001526380,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43355,EGAN00001565239,SAMEA104165829,EGAR00001570696,EGAX00001526381,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43356,EGAN00001565240,SAMEA104165830,EGAR00001570697,EGAX00001526382,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43357,EGAN00001565241,SAMEA104165831,EGAR00001570698,EGAX00001526383,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43359,EGAN00001565242,SAMEA104165832,EGAR00001570699,EGAX00001526384,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43360,EGAN00001565243,SAMEA104165833,EGAR00001570700,EGAX00001526385,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43361,EGAN00001565244,SAMEA104165834,EGAR00001570701,EGAX00001526386,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43362,EGAN00001565801,SAMEA104166391,EGAR00001571258,EGAX00001526943,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43363,EGAN00001565245,SAMEA104165835,EGAR00001570702,EGAX00001526387,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43364,EGAN00001565246,SAMEA104165836,EGAR00001570703,EGAX00001526388,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43365,EGAN00001565247,SAMEA104165837,EGAR00001570704,EGAX00001526389,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43367,EGAN00001565793,SAMEA104166383,EGAR00001571250,EGAX00001526935,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43368,EGAN00001565248,SAMEA104165838,EGAR00001570705,EGAX00001526390,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43369,EGAN00001565249,SAMEA104165839,EGAR00001570706,EGAX00001526391,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43370,EGAN00001565250,SAMEA104165840,EGAR00001570707,EGAX00001526392,EGAS00001001704,age=72;ENA-CHECKLIST=ERC000026
G43371,EGAN00001565251,SAMEA104165841,EGAR00001570708,EGAX00001526393,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43372,EGAN00001565252,SAMEA104165842,EGAR00001570709,EGAX00001526394,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43374,EGAN00001565786,SAMEA104166376,EGAR00001571243,EGAX00001526928,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43375,EGAN00001565253,SAMEA104165843,EGAR00001570710,EGAX00001526395,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43376,EGAN00001565254,SAMEA104165844,EGAR00001570711,EGAX00001526396,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43377,EGAN00001565255,SAMEA104165845,EGAR00001570712,EGAX00001526397,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43378,EGAN00001565256,SAMEA104165846,EGAR00001570713,EGAX00001526398,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43379,EGAN00001565257,SAMEA104165847,EGAR00001570714,EGAX00001526399,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43380,EGAN00001565258,SAMEA104165848,EGAR00001570715,EGAX00001526400,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43381,EGAN00001565259,SAMEA104165849,EGAR00001570716,EGAX00001526401,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43383,EGAN00001565260,SAMEA104165850,EGAR00001570717,EGAX00001526402,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43385,EGAN00001565261,SAMEA104165851,EGAR00001570718,EGAX00001526403,EGAS00001001704,age=56;ENA-CHECKLIST=ERC000026
G43386,EGAN00001565262,SAMEA104165852,EGAR00001570719,EGAX00001526404,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43388,EGAN00001565263,SAMEA104165853,EGAR00001570720,EGAX00001526405,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43389,EGAN00001565264,SAMEA104165854,EGAR00001570721,EGAX00001526406,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43390,EGAN00001565265,SAMEA104165855,EGAR00001570722,EGAX00001526407,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43391,EGAN00001565266,SAMEA104165856,EGAR00001570723,EGAX00001526408,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43392,EGAN00001565267,SAMEA104165857,EGAR00001570724,EGAX00001526409,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43394,EGAN00001565268,SAMEA104165858,EGAR00001570725,EGAX00001526410,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43396,EGAN00001565269,SAMEA104165859,EGAR00001570726,EGAX00001526411,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43397,EGAN00001565270,SAMEA104165860,EGAR00001570727,EGAX00001526412,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43398,EGAN00001565271,SAMEA104165861,EGAR00001570728,EGAX00001526413,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43399,EGAN00001565272,SAMEA104165862,EGAR00001570729,EGAX00001526414,EGAS00001001704,age=79;ENA-CHECKLIST=ERC000026
G43400,EGAN00001565273,SAMEA104165863,EGAR00001570730,EGAX00001526415,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43401,EGAN00001565274,SAMEA104165864,EGAR00001570731,EGAX00001526416,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43402,EGAN00001565275,SAMEA104165865,EGAR00001570732,EGAX00001526417,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43403,EGAN00001565276,SAMEA104165866,EGAR00001570733,EGAX00001526418,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43404,EGAN00001565277,SAMEA104165867,EGAR00001570734,EGAX00001526419,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43406,EGAN00001565278,SAMEA104165868,EGAR00001570735,EGAX00001526420,EGAS00001001704,age=73;ENA-CHECKLIST=ERC000026
G43407,EGAN00001565279,SAMEA104165869,EGAR00001570736,EGAX00001526421,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43409,EGAN00001565280,SAMEA104165870,EGAR00001570737,EGAX00001526422,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43410,EGAN00001565281,SAMEA104165871,EGAR00001570738,EGAX00001526423,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43411,EGAN00001565282,SAMEA104165872,EGAR00001570739,EGAX00001526424,EGAS00001001704,age=35;ENA-CHECKLIST=ERC000026
G43412,EGAN00001565283,SAMEA104165873,EGAR00001570740,EGAX00001526425,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43413,EGAN00001565284,SAMEA104165874,EGAR00001570741,EGAX00001526426,EGAS00001001704,age=71;ENA-CHECKLIST=ERC000026
G43415,EGAN00001565285,SAMEA104165875,EGAR00001570742,EGAX00001526427,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43416,EGAN00001565286,SAMEA104165876,EGAR00001570743,EGAX00001526428,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43418,EGAN00001565287,SAMEA104165877,EGAR00001570744,EGAX00001526429,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43419,EGAN00001565288,SAMEA104165878,EGAR00001570745,EGAX00001526430,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43420,EGAN00001565289,SAMEA104165879,EGAR00001570746,EGAX00001526431,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43421,EGAN00001565290,SAMEA104165880,EGAR00001570747,EGAX00001526432,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43422,EGAN00001565784,SAMEA104166374,EGAR00001571241,EGAX00001526926,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43423,EGAN00001565291,SAMEA104165881,EGAR00001570748,EGAX00001526433,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43424,EGAN00001565292,SAMEA104165882,EGAR00001570749,EGAX00001526434,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43425,EGAN00001565293,SAMEA104165883,EGAR00001570750,EGAX00001526435,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43426,EGAN00001565294,SAMEA104165884,EGAR00001570751,EGAX00001526436,EGAS00001001704,age=76;ENA-CHECKLIST=ERC000026
G43427,EGAN00001565295,SAMEA104165885,EGAR00001570752,EGAX00001526437,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43428,EGAN00001565296,SAMEA104165886,EGAR00001570753,EGAX00001526438,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43429,EGAN00001565297,SAMEA104165887,EGAR00001570754,EGAX00001526439,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43430,EGAN00001565298,SAMEA104165888,EGAR00001570755,EGAX00001526440,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43431,EGAN00001565299,SAMEA104165889,EGAR00001570756,EGAX00001526441,EGAS00001001704,age=36;ENA-CHECKLIST=ERC000026
G43433,EGAN00001565300,SAMEA104165890,EGAR00001570757,EGAX00001526442,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43434,EGAN00001565301,SAMEA104165891,EGAR00001570758,EGAX00001526443,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43436,EGAN00001565302,SAMEA104165892,EGAR00001570759,EGAX00001526444,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G43437,EGAN00001565303,SAMEA104165893,EGAR00001570760,EGAX00001526445,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43438,EGAN00001565304,SAMEA104165894,EGAR00001570761,EGAX00001526446,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43439,EGAN00001565305,SAMEA104165895,EGAR00001570762,EGAX00001526447,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43440,EGAN00001565306,SAMEA104165896,EGAR00001570763,EGAX00001526448,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G43441,EGAN00001565307,SAMEA104165897,EGAR00001570764,EGAX00001526449,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43442,EGAN00001565308,SAMEA104165898,EGAR00001570765,EGAX00001526450,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43443,EGAN00001565309,SAMEA104165899,EGAR00001570766,EGAX00001526451,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43447,EGAN00001565310,SAMEA104165900,EGAR00001570767,EGAX00001526452,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43449,EGAN00001565311,SAMEA104165901,EGAR00001570768,EGAX00001526453,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G43450,EGAN00001565312,SAMEA104165902,EGAR00001570769,EGAX00001526454,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43451,EGAN00001565313,SAMEA104165903,EGAR00001570770,EGAX00001526455,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43452,EGAN00001565314,SAMEA104165904,EGAR00001570771,EGAX00001526456,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43453,EGAN00001565315,SAMEA104165905,EGAR00001570772,EGAX00001526457,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43458,EGAN00001565316,SAMEA104165906,EGAR00001570773,EGAX00001526458,EGAS00001001704,age=22;ENA-CHECKLIST=ERC000026
G43459,EGAN00001565317,SAMEA104165907,EGAR00001570774,EGAX00001526459,EGAS00001001704,age=59;ENA-CHECKLIST=ERC000026
G43460,EGAN00001565318,SAMEA104165908,EGAR00001570775,EGAX00001526460,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43461,EGAN00001565319,SAMEA104165909,EGAR00001570776,EGAX00001526461,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43462,EGAN00001565320,SAMEA104165910,EGAR00001570777,EGAX00001526462,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G43463,EGAN00001565321,SAMEA104165911,EGAR00001570778,EGAX00001526463,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43464,EGAN00001565322,SAMEA104165912,EGAR00001570779,EGAX00001526464,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G43465,EGAN00001565323,SAMEA104165913,EGAR00001570780,EGAX00001526465,EGAS00001001704,age=30;ENA-CHECKLIST=ERC000026
G43467,EGAN00001565324,SAMEA104165914,EGAR00001570781,EGAX00001526466,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43468,EGAN00001565325,SAMEA104165915,EGAR00001570782,EGAX00001526467,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43469,EGAN00001565326,SAMEA104165916,EGAR00001570783,EGAX00001526468,EGAS00001001704,age=39;ENA-CHECKLIST=ERC000026
G43470,EGAN00001565327,SAMEA104165917,EGAR00001570784,EGAX00001526469,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43472,EGAN00001565328,SAMEA104165918,EGAR00001570785,EGAX00001526470,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43473,EGAN00001565329,SAMEA104165919,EGAR00001570786,EGAX00001526471,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43474,EGAN00001565330,SAMEA104165920,EGAR00001570787,EGAX00001526472,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G43476,EGAN00001565331,SAMEA104165921,EGAR00001570788,EGAX00001526473,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G43477,EGAN00001565332,SAMEA104165922,EGAR00001570789,EGAX00001526474,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43478,EGAN00001565333,SAMEA104165923,EGAR00001570790,EGAX00001526475,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43479,EGAN00001565334,SAMEA104165924,EGAR00001570791,EGAX00001526476,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43481,EGAN00001565335,SAMEA104165925,EGAR00001570792,EGAX00001526477,EGAS00001001704,age=23;ENA-CHECKLIST=ERC000026
G43482,EGAN00001565336,SAMEA104165926,EGAR00001570793,EGAX00001526478,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43484,EGAN00001565816,SAMEA104166406,EGAR00001571273,EGAX00001526958,EGAS00001001704,age=29;ENA-CHECKLIST=ERC000026
G43485,EGAN00001565337,SAMEA104165927,EGAR00001570794,EGAX00001526479,EGAS00001001704,age=37;ENA-CHECKLIST=ERC000026
G43486,EGAN00001565338,SAMEA104165928,EGAR00001570795,EGAX00001526480,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
G43487,EGAN00001565339,SAMEA104165929,EGAR00001570796,EGAX00001526481,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G43488,EGAN00001565340,SAMEA104165930,EGAR00001570797,EGAX00001526482,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43489,EGAN00001565341,SAMEA104165931,EGAR00001570798,EGAX00001526483,EGAS00001001704,age=49;ENA-CHECKLIST=ERC000026
G43490,EGAN00001565342,SAMEA104165932,EGAR00001570799,EGAX00001526484,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43492,EGAN00001565343,SAMEA104165933,EGAR00001570800,EGAX00001526485,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43493,EGAN00001565344,SAMEA104165934,EGAR00001570801,EGAX00001526486,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43494,EGAN00001565345,SAMEA104165935,EGAR00001570802,EGAX00001526487,EGAS00001001704,age=70;ENA-CHECKLIST=ERC000026
G43495,EGAN00001565346,SAMEA104165936,EGAR00001570803,EGAX00001526488,EGAS00001001704,age=55;ENA-CHECKLIST=ERC000026
G43496,EGAN00001565347,SAMEA104165937,EGAR00001570804,EGAX00001526489,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G43497,EGAN00001565348,SAMEA104165938,EGAR00001570805,EGAX00001526490,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43498,EGAN00001565349,SAMEA104165939,EGAR00001570806,EGAX00001526491,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G43499,EGAN00001565350,SAMEA104165940,EGAR00001570807,EGAX00001526492,EGAS00001001704,age=78;ENA-CHECKLIST=ERC000026
G43500,EGAN00001565351,SAMEA104165941,EGAR00001570808,EGAX00001526493,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43501,EGAN00001565352,SAMEA104165942,EGAR00001570809,EGAX00001526494,EGAS00001001704,age=62;ENA-CHECKLIST=ERC000026
G43504,EGAN00001565353,SAMEA104165943,EGAR00001570810,EGAX00001526495,EGAS00001001704,age=67;ENA-CHECKLIST=ERC000026
G43505,EGAN00001565354,SAMEA104165944,EGAR00001570811,EGAX00001526496,EGAS00001001704,age=40;ENA-CHECKLIST=ERC000026
G43506,EGAN00001565355,SAMEA104165945,EGAR00001570812,EGAX00001526497,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43507,EGAN00001565356,SAMEA104165946,EGAR00001570813,EGAX00001526498,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43508,EGAN00001565813,SAMEA104166403,EGAR00001571270,EGAX00001526955,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43509,EGAN00001565357,SAMEA104165947,EGAR00001570814,EGAX00001526499,EGAS00001001704,age=65;ENA-CHECKLIST=ERC000026
G43510,EGAN00001565358,SAMEA104165948,EGAR00001570815,EGAX00001526500,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G43511,EGAN00001565359,SAMEA104165949,EGAR00001570816,EGAX00001526501,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G43512,EGAN00001565360,SAMEA104165950,EGAR00001570817,EGAX00001526502,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G43513,EGAN00001565361,SAMEA104165951,EGAR00001570818,EGAX00001526503,EGAS00001001704,age=31;ENA-CHECKLIST=ERC000026
G43514,EGAN00001565362,SAMEA104165952,EGAR00001570819,EGAX00001526504,EGAS00001001704,age=60;ENA-CHECKLIST=ERC000026
G43515,EGAN00001565363,SAMEA104165953,EGAR00001570820,EGAX00001526505,EGAS00001001704,age=51;ENA-CHECKLIST=ERC000026
G43516,EGAN00001565364,SAMEA104165954,EGAR00001570821,EGAX00001526506,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G43517,EGAN00001565365,SAMEA104165955,EGAR00001570822,EGAX00001526507,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43518,EGAN00001565366,SAMEA104165956,EGAR00001570823,EGAX00001526508,EGAS00001001704,age=20;ENA-CHECKLIST=ERC000026
G43519,EGAN00001565367,SAMEA104165957,EGAR00001570824,EGAX00001526509,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43520,EGAN00001565368,SAMEA104165958,EGAR00001570825,EGAX00001526510,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43521,EGAN00001565369,SAMEA104165959,EGAR00001570826,EGAX00001526511,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G43522,EGAN00001565370,SAMEA104165960,EGAR00001570827,EGAX00001526512,EGAS00001001704,age=21;ENA-CHECKLIST=ERC000026
G43523,EGAN00001565371,SAMEA104165961,EGAR00001570828,EGAX00001526513,EGAS00001001704,age=19;ENA-CHECKLIST=ERC000026
G43524,EGAN00001565372,SAMEA104165962,EGAR00001570829,EGAX00001526514,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43525,EGAN00001565373,SAMEA104165963,EGAR00001570830,EGAX00001526515,EGAS00001001704,age=25;ENA-CHECKLIST=ERC000026
G43526,EGAN00001565374,SAMEA104165964,EGAR00001570831,EGAX00001526516,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43527,EGAN00001565375,SAMEA104165965,EGAR00001570832,EGAX00001526517,EGAS00001001704,age=38;ENA-CHECKLIST=ERC000026
G43528,EGAN00001565376,SAMEA104165966,EGAR00001570833,EGAX00001526518,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G43529,EGAN00001565377,SAMEA104165967,EGAR00001570834,EGAX00001526519,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G43530,EGAN00001565378,SAMEA104165968,EGAR00001570835,EGAX00001526520,EGAS00001001704,age=64;ENA-CHECKLIST=ERC000026
G43531,EGAN00001565379,SAMEA104165969,EGAR00001570836,EGAX00001526521,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G43532,EGAN00001565380,SAMEA104165970,EGAR00001570837,EGAX00001526522,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G43533,EGAN00001565825,SAMEA104166415,EGAR00001571282,EGAX00001526967,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G43534,EGAN00001565381,SAMEA104165971,EGAR00001570838,EGAX00001526523,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G43536,EGAN00001565382,SAMEA104165972,EGAR00001570839,EGAX00001526524,EGAS00001001704,age=69;ENA-CHECKLIST=ERC000026
